N	3gram	Berdyaev_M_2	Istorich
1	до сих пор	3	5
2	в том что	2	5
3	что иное как	3	3
4	не что иное	3	3
5	том что в	1	2
6	по отношению к	2	2
7	что и в	4	2
8	о том что	2	2
9	как и в	2	2
10	есть один из	2	1
11	и той же	2	1
12	и к нему	1	1
13	подобно тому как	2	1
14	он стоит на	1	1
15	с точки зрения	1	1
16	на одной и	1	1
17	но и в	1	1
18	мы видим в	1	1
19	знак того что	1	1
20	берет на себя	1	1
21	друг друга не	1	1
22	может быть и	2	1
23	в этом нет	1	1
24	смысле этого слова	1	1
25	роль в жизни	1	1
26	сына с отцом	1	1
27	один из моментов	1	1
28	говорят о том	1	1
29	сих пор не	1	1
30	так как нет	1	1
31	так же как	3	1
32	есть не что	3	1
33	не означает что	1	1
34	это и есть	3	1
35	на самом деле	1	1
36	не может быть	8	1
37	к которой он	1	1
38	также и в	2	1
39	на то что	1	1
40	после того как	2	1
41	что не все	1	1
42	одной и той	2	1
43	так и должно	1	1
44	который мнил себя	1	1
45	она не может	1	1
