N	2gram	Voloshinov_1	VerxiiNi
1	и в	12	26
2	таким образом	12	22
3	в этом	4	15
4	вместе с	2	15
5	точки зрения	14	13
6	как бы	13	12
7	в том	6	11
8	не только	4	10
9	и с	3	10
10	может быть	14	10
11	связи с	1	9
12	в области	1	9
13	так как	9	9
14	но и	3	9
15	что в	2	9
16	но не	2	8
17	в общем	1	8
18	с другой	4	8
19	и не	10	8
20	как на	2	8
21	но в	5	7
22	но все	2	7
23	том что	5	7
24	к нему	4	7
25	с одной	2	7
26	то что	5	7
27	а с	1	7
28	одной стороны	2	7
29	все же	4	6
30	все эти	3	6
31	в себе	3	6
32	всяком случае	1	6
33	с точки	2	6
34	в отношении	2	6
35	к тому	1	6
36	так и	4	6
37	о том	3	6
38	что и	2	6
39	несмотря на	1	6
40	и потому	2	6
41	все это	3	6
42	мы должны	1	6
43	во всяком	1	6
44	отношение к	4	5
45	сих пор	3	5
46	и к	4	5
47	тому же	2	5
48	или менее	1	5
49	по крайней	1	5
50	того чтобы	1	5
51	никогда не	5	5
52	в его	2	5
53	крайней мере	1	5
54	до сих	3	5
55	а не	5	5
56	и для	3	5
57	так же	3	5
58	более или	1	5
59	в котором	3	4
60	то же	5	4
61	в самом	4	4
62	и по	3	4
63	что все	1	4
64	то есть	1	4
65	с другими	2	4
66	он не	2	4
67	далеко не	1	4
68	и тогда	1	4
69	в то	2	4
70	в нем	6	4
71	что оно	1	4
72	и что	2	4
73	и только	1	4
74	только в	6	4
75	не может	16	4
76	в так	1	4
77	в смысле	1	4
78	в этих	2	4
79	в виде	1	4
80	же как	1	3
81	не вполне	1	3
82	так называемые	1	3
83	в своем	2	3
84	когда он	3	3
85	что это	1	3
86	и те	2	3
87	при этом	6	3
88	тем не	3	3
89	если бы	9	3
90	не менее	3	3
91	как о	1	3
92	и о	1	3
93	с самого	1	3
94	ясно что	3	3
95	можно сказать	5	3
96	в значительной	1	3
97	того что	3	3
98	хотя бы	5	3
99	в качестве	1	3
100	уже не	4	3
101	для него	3	3
102	в одном	1	3
103	к ним	2	3
104	с ней	1	3
105	с этой	2	3
106	и таким	1	3
107	в результате	1	3
108	отношению к	11	3
109	и другие	2	3
110	к этому	2	3
111	в таком	1	3
112	и это	1	2
113	когда человек	1	2
114	и больше	1	2
115	мы имеем	2	2
116	еще не	3	2
117	и на	4	2
118	бы то	3	2
119	с его	2	2
120	во всех	1	2
121	оно является	1	2
122	относится к	2	2
123	общего с	2	2
124	что именно	1	2
125	и наконец	3	2
126	из этой	1	2
127	перестает быть	2	2
128	не к	3	2
129	не как	1	2
130	из него	2	2
131	то ни	3	2
132	те же	2	2
133	к другу	1	2
134	на все	2	2
135	в них	3	2
136	творца и	7	2
137	не всегда	1	2
138	мы видели	1	2
139	но если	1	2
140	и сейчас	1	2
141	признать что	1	2
142	которые в	1	2
143	не в	4	2
144	самого начала	1	2
145	тогда когда	2	2
146	героев и	2	2
147	же время	1	2
148	и является	4	2
149	этом отношении	1	2
150	и здесь	2	2
151	и проч	3	2
152	не могут	1	2
153	ничего общего	1	2
154	но при	1	2
155	так называемую	1	2
156	связанных с	1	2
157	можно только	1	2
158	для этого	1	2
159	творец и	1	2
160	в виду	5	2
161	к одной	1	2
162	между тем	3	2
163	быть и	3	2
164	по своей	1	2
165	тот же	1	2
166	положение в	1	2
167	конечно не	3	2
168	уже в	2	2
169	нами и	1	2
170	одно из	1	2
171	мы можем	2	2
172	нее не	1	2
173	этой задачи	1	2
174	и из	1	2
175	именно в	1	2
176	к которому	1	2
177	прежде всего	8	2
178	не было	1	2
179	и все	2	2
180	так называемой	3	2
181	всех других	1	2
182	связь с	2	2
183	и мир	1	2
184	что мы	5	2
185	только для	1	2
186	же самое	2	2
187	при таком	1	2
188	ни было	4	2
189	в свою	1	2
190	в процессе	6	2
191	сказать что	7	2
192	к его	2	2
193	из этого	3	2
194	жизни и	4	2
195	этой точки	3	2
196	от этой	2	1
197	чтобы не	1	1
198	а между	1	1
199	самом деле	3	1
200	это и	1	1
201	но тем	2	1
202	тем же	1	1
203	этом направлении	1	1
204	мы уже	1	1
205	мы не	3	1
206	что уже	1	1
207	он как	1	1
208	время как	1	1
209	совпадает с	2	1
210	нельзя все	1	1
211	кто же	1	1
212	к общему	1	1
213	в ней	6	1
214	на них	1	1
215	нему в	1	1
216	в чем	2	1
217	так для	1	1
218	друг к	1	1
219	по отношению	11	1
220	что они	1	1
221	себя в	1	1
222	один и	1	1
223	природы это	1	1
224	в одной	1	1
225	как в	5	1
226	поскольку они	2	1
227	выйти из	1	1
228	как к	3	1
229	более и	1	1
230	не связанные	1	1
231	социальной группе	1	1
232	его к	2	1
233	себе не	1	1
234	то в	1	1
235	та же	1	1
236	формы в	1	1
237	то время	1	1
238	в нашем	11	1
239	близости к	1	1
240	думать что	1	1
241	и тот	1	1
242	сливаются в	1	1
243	имеем в	2	1
244	соприкасается с	2	1
245	одну доску	1	1
246	он должен	3	1
247	к одному	1	1
248	в корне	2	1
249	отделилась от	1	1
250	и более	3	1
251	на этом	1	1
252	что она	1	1
253	от нее	1	1
254	том же	1	1
255	его в	4	1
256	входит в	1	1
257	было в	1	1
258	это не	2	1
259	было бы	1	1
260	не совпадает	1	1
261	в жизни	5	1
262	ни в	3	1
263	в какое-то	1	1
264	в слове	1	1
265	как и	5	1
266	такою же	1	1
267	на одну	1	1
268	должно быть	1	1
269	и того	1	1
270	нас остается	1	1
271	в своей	3	1
272	в такой	3	1
273	место в	2	1
274	душевное состояние	1	1
275	но эта	1	1
276	не должно	1	1
277	по себе	3	1
278	случае мы	1	1
279	тесную связь	2	1
280	ничего не	2	1
281	они являются	1	1
282	психологического и	1	1
283	и остается	1	1
284	другой стороны	2	1
285	бы по	1	1
286	не нужен	1	1
287	для одной	1	1
288	и делает	1	1
289	в каком	3	1
290	у нас	1	1
291	когда мы	1	1
292	могут быть	2	1
293	как только	2	1
294	должны быть	1	1
295	не есть	2	1
296	слова с	1	1
297	на это	2	1
298	на нечто	1	1
299	значения и	2	1
300	с ее	1	1
301	как не	2	1
302	свою очередь	1	1
303	здесь не	3	1
304	в ее	1	1
305	данном случае	2	1
306	совершенно ясно	1	1
307	только то	1	1
308	в себя	2	1
309	идет речь	1	1
310	и совершенно	2	1
311	характерной чертой	1	1
312	найти в	1	1
313	это мы	1	1
314	в следующий	1	1
315	между собой	2	1
316	из одного	1	1
317	по мере	1	1
318	с ним	3	1
319	настоящее время	2	1
320	становятся все	1	1
321	до известной	2	1
322	и во	1	1
323	все в	1	1
324	жизни он	1	1
325	них в	1	1
326	и следовательно	5	1
327	формой и	2	1
328	что этому	1	1
329	оставаясь в	1	1
330	что здесь	1	1
331	и прежде	1	1
332	ценностей и	1	1
333	дело с	2	1
334	друг друга	1	1
335	пор не	1	1
336	как нечто	1	1
337	и так	2	1
338	и ее	3	1
339	и его	13	1
340	между формой	1	1
341	не можем	1	1
342	только на	3	1
343	на этих	1	1
344	при помощи	1	1
345	в душе	2	1
346	участие в	1	1
347	не так	2	1
348	себе в	1	1
349	и их	1	1
350	сами по	1	1
351	бытия и	1	1
352	у него	1	1
353	это по	1	1
354	характерны для	1	1
355	найти его	1	1
356	из двух	1	1
357	или о	1	1
358	социальной жизни	2	1
359	же для	1	1
360	и пр	3	1
361	и самый	1	1
362	зависит от	2	1
363	о чем	1	1
364	на эту	1	1
365	бы удалось	1	1
366	с помощью	6	1
367	в момент	2	1
368	все более	1	1
369	нет ничего	2	1
370	ни на	2	1
371	так называемая	1	1
372	и глубоко	1	1
373	в данном	2	1
374	да и	3	1
375	там где	2	1
376	особенно важное	1	1
377	и менее	1	1
378	вошли в	1	1
379	ее нет	1	1
380	здесь таким	1	1
381	и некоторые	1	1
382	является для	2	1
383	такой же	2	1
384	на которой	1	1
385	но это	2	1
386	личного врага	1	1
387	но для	3	1
388	кроме того	2	1
389	не является	1	1
390	известной степени	2	1
391	живет и	1	1
