N	3gram	Potebnia_M_2	Problemy
1	и т п	3	9
2	в большинстве случаев	1	8
3	до сих пор	4	7
4	сам по себе	4	5
5	то же время	2	5
6	в то же	2	5
7	и не может	1	4
8	в отличие от	1	4
9	сама по себе	2	4
10	не может быть	2	4
11	и т д	3	4
12	более или менее	8	3
13	в эту минуту	3	3
14	с другой стороны	2	3
15	как и в	1	3
16	мы чувствуем что	1	2
17	в этом смысле	2	2
18	том что он	1	2
19	нам кажется что	2	2
20	оно должно быть	1	2
21	друг на друга	1	2
22	и то же	2	2
23	то время как	3	2
24	одно и то	2	2
25	друг к другу	1	2
26	тем не менее	5	2
27	в то время	4	2
28	на друга и	1	2
29	но все же	1	2
30	на то что	3	2
31	друг от друга	1	2
32	о том как	1	1
33	если бы он	1	1
34	если в самом	1	1
35	сплошь да рядом	1	1
36	а между тем	4	1
37	представим себе что	1	1
38	и в жизни	2	1
39	время как в	1	1
40	мере того как	4	1
41	то есть не	3	1
42	дело в том	1	1
43	большей или меньшей	1	1
44	нельзя не согласиться	1	1
45	есть прежде всего	2	1
46	по мере того	4	1
47	одной стороны и	1	1
48	может быть различно	1	1
49	по крайней мере	5	1
50	и во всех	2	1
51	в таком случае	2	1
52	и в других	1	1
53	сами по себе	7	1
54	бы ни было	1	1
55	в сознании и	1	1
56	бы то ни	1	1
57	между тем как	2	1
58	не только их	1	1
59	в собственном смысле	1	1
60	того об чем	1	1
61	при этом не	1	1
62	и не в	1	1
63	но в таком	1	1
64	то ни было	1	1
65	не о том	1	1
66	мы не знаем	1	1
67	с одной стороны	3	1
68	то к чему	1	1
69	смысле этого слова	3	1
70	в связи с	1	1
71	между собою и	1	1
72	в большей или	1	1
73	прежде всего на	1	1
74	все же не	1	1
75	то что он	1	1
76	понимать себя и	1	1
77	во всяком случае	7	1
78	сознания а в	1	1
79	о которых мы	1	1
80	не менее и	1	1
81	о том что	1	1
82	а в нем	1	1
83	но он есть	1	1
84	по себе и	1	1
85	в душевной жизни	1	1
86	в сознание и	2	1
87	но тем не	3	1
88	так и в	2	1
89	само по себе	2	1
90	на самом деле	2	1
91	в одном из	1	1
92	мы можем сказать	1	1
93	связей с другими	1	1
94	и потому сами	1	1
95	но не в	2	1
96	если бы не	1	1
97	не я и	1	1
98	но эти слова	1	1
99	после того как	2	1
100	всяком случае оно	2	1
101	в том что	7	1
102	относятся друг к	1	1
103	не менее в	1	1
