N	2gram	Voloshinov_1	Istorich
1	и в	38	26
2	так как	7	18
3	мы имеем	2	14
4	никогда не	7	13
5	потому что	5	13
6	и на	6	12
7	в этом	10	12
8	таким образом	7	12
9	в том	2	12
10	что в	1	12
11	мы видели	5	11
12	может быть	13	11
13	связь с	2	11
14	не только	27	10
15	том что	3	10
16	представления о	1	10
17	с другой	1	10
18	и не	14	10
19	еще не	3	9
20	что он	2	9
21	но и	13	9
22	и это	7	8
23	все эти	2	8
24	все же	7	8
25	в нем	4	8
26	с ним	2	8
27	вместе с	5	8
28	другой стороны	1	8
29	например в	1	7
30	но в	5	7
31	мы можем	7	7
32	и его	7	7
33	о том	4	7
34	уже не	4	7
35	у него	1	7
36	превращается в	1	7
37	мы уже	10	6
38	мы не	9	6
39	как в	2	6
40	как он	1	6
41	в русской	1	6
42	и с	5	6
43	с появлением	4	6
44	в виде	1	6
45	то что	8	6
46	связан с	1	6
47	этом случае	3	6
48	в более	1	6
49	не может	12	6
50	то же	14	5
51	в ней	8	5
52	за собой	1	5
53	не будет	3	5
54	чаще всего	3	5
55	как и	10	5
56	и эти	1	5
57	и что	1	5
58	же мы	5	5
59	в то	9	5
60	так и	6	5
61	в его	6	5
62	в приведенных	2	5
63	мы видим	3	5
64	только в	6	5
65	тем что	2	5
66	связаны с	4	5
67	у нас	4	5
68	там где	1	5
69	как это	5	5
70	этот мотив	1	5
71	его в	4	5
72	как мы	9	4
73	и он	2	4
74	с его	7	4
75	что оно	3	4
76	но как	2	4
77	из этих	1	4
78	имеем в	1	4
79	на его	5	4
80	здесь мы	3	4
81	это не	3	4
82	и тем	6	4
83	с тем	8	4
84	не всегда	2	4
85	здесь же	1	4
86	что и	3	4
87	себе в	2	4
88	до сих	1	4
89	прежде всего	21	4
90	связано с	2	4
91	зависит от	2	4
92	как бы	28	4
93	сих пор	2	4
94	у них	2	4
95	но это	2	4
96	все что	1	4
97	же как	1	3
98	и то	3	3
99	из которых	3	3
100	это еще	1	3
101	видели что	3	3
102	или иное	4	3
103	независимо от	5	3
104	тех случаях	2	3
105	когда он	1	3
106	и наконец	5	3
107	та же	3	3
108	в себе	9	3
109	если он	3	3
110	борьбы с	1	3
111	вообще не	1	3
112	главным образом	3	3
113	при этом	9	3
114	если бы	4	3
115	уже видели	2	3
116	и вот	3	3
117	так например	1	3
118	нет в	1	3
119	в тридесятом	1	3
120	в своей	2	3
121	таким же	1	3
122	в одном	3	3
123	не в	6	3
