N	2gram	Losev_Dial_4	Marksizm
1	точки зрения	14	34
2	может быть	17	26
3	и не	30	26
4	не может	11	24
5	с точки	9	20
6	и в	15	19
7	и его	7	19
8	таким образом	5	17
9	в этом	11	16
10	как бы	14	15
11	в процессе	1	14
12	как мы	1	13
13	прежде всего	11	13
14	как и	7	12
15	и пр	9	12
16	если мы	5	11
17	так и	5	11
18	связи с	1	11
19	и для	5	11
20	в нем	5	10
21	– в	15	10
22	в самом	2	10
23	лишь в	2	9
24	только в	7	9
25	в результате	6	9
26	все же	2	8
27	не только	8	8
28	при этом	2	8
29	то ни	4	8
30	но и	4	8
31	– это	5	8
32	в контексте	1	8
33	то что	16	8
34	во всех	2	7
35	в ее	2	7
36	точка зрения	1	7
37	но в	3	7
38	все эти	3	7
39	то же	9	7
40	а не	18	7
41	в связи	1	7
42	так же	4	7
43	отнюдь не	4	6
44	кроме того	2	6
45	мы не	9	6
46	ничего не	17	6
47	в пределах	1	6
48	и здесь	1	6
49	в его	4	6
50	в том	11	6
51	– не	5	6
52	в смысле	5	6
53	другой стороны	2	6
54	отличие от	2	5
55	конечно не	2	5
56	входит в	1	5
57	одного и	1	5
58	в отличие	1	5
59	не в	8	5
60	необходимо чтобы	2	5
61	того чтобы	5	5
62	ничего общего	4	5
63	те же	1	5
64	и все	11	5
65	исторического становления	1	5
66	этот вопрос	1	5
67	ясно что	11	5
68	в конце	1	5
69	вовсе не	6	5
70	с другой	1	5
71	за пределы	3	5
72	именно в	5	5
73	до конца	1	5
74	и потому	3	5
75	хотя бы	4	5
76	к этому	3	5
77	во всяком	2	5
78	переход от	1	4
79	вопрос о	2	4
80	и на	5	4
81	нет и	2	4
82	чем же	2	4
83	как в	3	4
84	и тот	1	4
85	не будет	2	4
86	было бы	9	4
87	не менее	2	4
88	по себе	13	4
89	в отношении	2	4
90	не является	1	4
91	в ней	5	4
92	– и	4	4
93	в языке	1	4
94	еще не	4	4
95	это –	25	4
96	от того	2	4
97	для того	5	4
98	и между	1	4
99	как же	5	4
100	с этим	3	4
101	в данном	3	4
102	что же	2	4
103	слово –	2	4
104	психической жизни	2	4
105	тот же	1	4
106	а в	1	4
107	отношении к	2	4
108	жизни в	1	4
109	сказать что	6	4
110	что в	7	4
111	на самом	1	3
112	он может	1	3
113	и есть	19	3
114	действительности и	1	3
115	на науку	1	3
116	а как	2	3
117	теперь мы	7	3
118	имеет свою	1	3
119	в сущности	5	3
120	внутри этой	1	3
121	в истории	3	3
122	общего с	3	3
123	целый ряд	1	3
124	и как	4	3
125	в которой	2	3
126	к другому	1	3
127	но все	2	3
128	его в	1	3
129	от одного	2	3
130	но именно	2	3
131	он не	1	3
132	он является	1	3
133	переходим к	1	3
134	том что	10	3
135	в своей	3	3
136	и ее	8	3
137	в котором	2	3
138	место в	1	3
139	в то	6	3
140	– все	3	3
141	не имеет	14	3
142	же время	6	3
143	в области	3	3
144	не могут	2	3
145	должны быть	4	3
146	не есть	40	3
147	и это	8	3
148	только при	1	3
149	в дальнейшем	1	3
150	– то	3	3
151	понятно что	1	3
152	есть объект	1	3
153	нашей работы	1	3
154	одного из	1	3
155	можно сказать	5	3
156	с другими	1	3
157	и следовательно	3	3
158	конце концов	1	3
159	того что	13	3
160	быть и	3	3
161	одной из	2	3
162	по законам	2	3
163	не дает	2	3
164	из них	2	3
165	в целях	2	3
166	или иной	1	3
167	в каком	5	3
168	не было	2	3
169	на этот	1	3
170	все это	9	3
171	этом случае	1	3
172	и от	1	3
173	нет ничего	6	3
174	она может	1	3
175	сознания и	3	3
176	и при	2	3
177	совершенно не	3	3
178	мы должны	4	3
179	это и	9	3
180	вполне понятно	1	3
181	говорили о	1	2
182	нем нет	2	2
183	же как	1	2
184	все остальное	1	2
185	мы уже	3	2
186	той же	5	2
187	не приходится	1	2
188	совпадает с	2	2
189	и становление	1	2
190	зависимости от	1	2
191	и он	1	2
192	свою очередь	2	2
193	первый план	1	2
194	именно эти	1	2
195	быть в	5	2
196	в чем	8	2
197	может осуществиться	3	2
198	то мы	3	2
199	и всего	1	2
200	явлений и	1	2
201	себе и	2	2
202	не просто	7	2
203	сама по	5	2
204	в одной	1	2
205	данный момент	2	2
206	как к	1	2
207	в своем	5	2
208	понять и	2	2
209	от этого	3	2
210	то в	5	2
211	бы и	3	2
