N	3gram	Vinokur_Ku_2	Formalny
1	не может быть	4	10
2	в связи с	3	10
3	и т п	24	9
4	с точки зрения	8	7
5	в этом отношении	3	7
6	в самом деле	7	5
7	то же время	3	5
8	в первый период	2	5
9	в то же	3	5
10	во всяком случае	5	5
11	языка и его	1	5
12	и т д	14	5
13	и пр и	1	4
14	вместе с тем	2	4
15	как мы видели	1	4
16	не могут быть	1	4
17	того или иного	2	4
18	пр и пр	1	4
19	и пр но	2	3
20	на самом деле	2	3
21	в зависимости от	4	3
22	сам по себе	1	3
23	может быть и	1	3
24	в большинстве случаев	1	3
25	в значительной степени	1	3
26	не в том	1	3
27	в том смысле	1	3
28	с другой стороны	7	3
29	связи с этим	1	3
30	для того чтобы	8	3
31	не следует что	1	2
32	прежде всего в	1	2
33	в этом смысле	5	2
34	сами по себе	1	2
35	в отличие от	2	2
36	в том случае	2	2
37	к тому чтобы	1	2
38	в конце концов	3	2
39	отнюдь не следует	1	2
40	и в этой	1	2
41	т е как	1	2
42	как такового в	1	2
43	понимании этого термина	1	2
44	с самого начала	1	2
45	но все же	2	2
46	мы говорим о	2	2
47	мы приходим к	1	2
48	и прежде всего	1	2
49	к тому что	1	2
50	в предисловии к	1	2
51	в том что	10	2
52	и не в	1	2
53	как мы знаем	1	2
54	мы знаем что	2	1
55	воспринимается на фоне	3	1
56	что иное как	1	1
57	т е уже	1	1
58	и здесь не	1	1
59	нужно доказывать что	1	1
60	что не в	1	1
61	иметь в виду	1	1
62	в виду что	1	1
63	что в самом	1	1
64	не говоря уже	2	1
65	в этом последнем	1	1
66	в настоящее время	1	1
67	но даже и	2	1
68	в какой они	1	1
69	новые и новые	1	1
70	влечет за собой	1	1
71	в этом случае	2	1
72	и там где	1	1
73	потому что не	1	1
74	чтобы показать что	1	1
75	с одной стороны	1	1
76	находится в противоречии	1	1
77	только в том	2	1
78	до сих пор	1	1
79	смысле в каком	1	1
80	говоря уже о	2	1
81	и в других	1	1
82	можно говорить о	1	1
83	что он не	1	1
84	вследствие того что	1	1
85	но он не	1	1
86	не сам по	1	1
87	в той мере	1	1
88	языка и т	1	1
89	том или ином	1	1
90	на этот вопрос	2	1
91	что если бы	1	1
92	в противном случае	1	1
93	самого по себе	1	1
94	т п все	1	1
95	тем чем он	1	1
96	по крайней мере	6	1
97	то или иное	2	1
98	том случае если	2	1
99	в том или	1	1
100	т е в	1	1
101	в этой области	4	1
102	в данном случае	1	1
103	в том чтобы	1	1
104	тем что он	2	1
105	к вопросу о	2	1
106	если бы дело	1	1
107	все дело в	1	1
108	смысле этого слова	1	1
109	п все эти	1	1
110	в языке не	2	1
111	с помощью которого	1	1
112	так или иначе	2	1
113	в большей или	3	1
114	или меньшей степени	3	1
115	он был бы	1	1
116	все более и	1	1
117	чуть ли не	1	1
118	бы то ни	1	1
119	лишь в том	1	1
120	мере в какой	1	1
121	характерной для нее	1	1
122	что же это	1	1
123	в широком смысле	2	1
124	что же такое	1	1
125	то во всяком	1	1
126	не было бы	1	1
127	он уже не	1	1
128	только то что	1	1
129	есть не что	1	1
130	таким образом в	1	1
131	языка но и	2	1
132	было бы отрицать	1	1
133	и некоторые другие	1	1
134	но оно не	1	1
135	большей или меньшей	3	1
136	в свою очередь	2	1
137	ничего общего с	1	1
138	т е то	1	1
139	вряд ли нужно	2	1
140	т п в	2	1
141	более и более	1	1
142	самого языка в	1	1
143	но что же	1	1
144	ли нужно доказывать	1	1
145	в самом широком	1	1
146	и только потому	1	1
147	бы отрицать что	1	1
148	было бы сказать	1	1
149	в узком смысле	2	1
150	в сущности не	1	1
151	не что иное	1	1
152	сама по себе	1	1
153	тем не менее	5	1
154	то убедимся что	1	1
155	той мере в	1	1
156	как и в	1	1
