N	2gram	Propp_Isto_5	Narrotol
1	не только	13	31
2	но и	13	27
3	и не	11	23
4	при этом	1	19
5	может быть	17	15
6	в качестве	7	14
7	в частности	7	14
8	как и	7	13
9	а не	2	13
10	а в	3	13
11	в этом	10	12
12	только в	7	12
13	и в	25	11
14	в данном	3	11
15	состоит в	1	10
16	и его	9	10
17	такого рода	1	10
18	то что	7	9
19	то же	4	8
20	представляет собой	7	8
21	не может	6	8
22	данном случае	2	8
23	в том	6	8
24	уже не	11	8
25	со стороны	2	8
26	но в	1	7
27	том что	8	7
28	если бы	2	7
29	у него	2	7
30	и он	6	6
31	в самом	1	6
32	не в	6	6
33	в этой	3	6
34	в себе	1	6
35	об этом	2	6
36	к тому	1	6
37	одного из	1	6
38	во втором	1	6
39	в его	12	6
40	как бы	2	6
41	один из	2	6
42	или в	6	6
43	а также	1	6
44	жизни и	2	6
45	между двумя	1	5
46	и на	8	5
47	как правило	1	5
48	перед нами	2	5
49	точки зрения	2	5
50	в своей	2	5
51	тем самым	1	5
52	потому что	7	5
53	на другой	1	5
54	можно сказать	2	5
55	в соответствии	1	5
56	то в	2	4
57	на себя	3	4
58	еще не	8	4
59	но не	5	4
60	как в	6	4
61	все же	10	4
62	в нем	7	4
63	из них	2	4
64	по себе	2	4
65	и тем	4	4
66	соответствии с	1	4
67	в одном	1	4
68	в то	3	4
69	одна из	2	4
70	не по	1	4
71	того чтобы	3	4
72	никогда не	3	4
73	в сознании	1	4
74	что на	1	4
75	к себе	1	4
76	в ней	5	4
77	так в	2	4
78	что у	4	4
79	о том	7	4
80	же время	1	4
81	к нему	3	4
82	в литературе	1	4
83	того что	2	4
84	для него	1	4
85	слова в	1	4
86	или иной	1	4
87	прежде всего	6	4
88	из наиболее	1	4
89	о чем	2	4
90	также и	1	3
91	самом деле	2	3
92	едва ли	1	3
93	мы имеем	14	3
94	мы не	5	3
95	он сам	1	3
96	но как	1	3
97	другой день	1	3
98	в своем	1	3
99	и как	3	3
100	в целом	3	3
101	он не	4	3
102	для того	3	3
103	подобно тому	1	3
104	и с	3	3
105	это не	6	3
106	в жизни	1	3
107	не всегда	4	3
108	в современной	1	3
109	в ходе	1	3
110	и ее	1	3
111	тем не	4	3
112	их в	3	3
113	не менее	4	3
114	но они	1	3
115	в русской	3	3
116	о них	1	3
117	обращает на	1	3
118	как будто	1	3
119	истории не	1	3
120	и о	1	3
121	еще в	2	3
122	о ней	1	3
123	сводится к	1	3
124	о нем	3	3
125	что он	22	3
126	в состав	1	3
127	по отношению	2	3
128	не говорит	1	3
129	представляют собой	3	3
130	не было	1	3
131	как это	1	3
132	тому как	1	3
133	быть не	1	3
134	но для	2	3
135	это уже	2	3
136	и все	3	3
137	отношению к	2	3
138	героя в	9	3
139	что в	8	3
140	переход от	1	2
141	тем же	1	2
142	в зависимости	1	2
143	героя но	2	2
144	и для	2	2
145	не вполне	1	2
146	ему в	3	2
147	зависимости от	1	2
148	если в	3	2
149	отличие от	1	2
150	во сне	2	2
151	отнюдь не	1	2
152	что касается	1	2
153	та же	1	2
154	роль в	2	2
155	на две	1	2
156	на то	2	2
157	героя из	1	2
158	о смерти	1	2
159	ключ к	1	2
160	и еще	1	2
161	и вот	1	2
162	человека в	3	2
163	входит в	5	2
164	это было	2	2
165	также не	2	2
166	этого не	1	2
167	а за	1	2
168	и тогда	1	2
169	в этих	6	2
170	в город	1	2
171	в отличие	1	2
