N	3gram	Tiupa_Disk_1	Psycholo
1	в том что	13	9
2	не может быть	3	8
3	на то что	1	8
4	в том чтобы	2	7
5	о том что	5	7
6	во всяком случае	1	6
7	заключается в том	1	6
8	не в том	3	5
9	подобно тому как	2	5
10	с другой стороны	3	5
11	с одной стороны	9	5
12	как и в	1	4
13	только в том	2	3
14	до сих пор	1	3
15	в отличие от	4	3
16	в конечном счете	1	3
17	состоит в том	2	2
18	более или менее	2	2
19	в этом смысле	1	2
20	в том и	1	2
21	то же самое	2	2
22	то есть к	1	2
23	с точки зрения	1	2
24	в таком случае	1	2
25	тем или иным	1	2
26	в этом отношении	1	2
27	в разные эпохи	1	2
28	вместе с тем	1	2
29	в том случае	1	2
30	тех или иных	1	2
31	как будто бы	1	2
32	в евгении онегине	1	2
33	в целом ряде	1	2
34	по себе не	2	2
35	а в том	2	2
36	так и в	1	2
37	то есть в	2	2
38	на самом деле	1	2
39	тем не менее	1	2
40	не может стать	1	2
41	и того же	2	1
42	и тому же	1	1
43	а не за	1	1
44	точки зрения на	1	1
45	в основе своей	2	1
46	в которой он	1	1
47	мы имеем дело	2	1
48	потому что в	1	1
49	дело в том	1	1
50	хх столетия и	1	1
51	одним и тем	1	1
52	не только о	1	1
53	и в особенности	2	1
54	может быть признано	1	1
55	в том числе	2	1
56	том что он	1	1
57	одной стороны и	2	1
58	он не может	1	1
59	том случае если	1	1
60	сами по себе	2	1
61	при этом он	1	1
62	то что и	1	1
63	в различные эпохи	1	1
64	как уже было	1	1
65	и вследствие этого	1	1
66	том или ином	1	1
67	может быть сведено	1	1
68	ту или иную	1	1
69	не совпадают с	1	1
70	но в таком	1	1
71	едва ли не	2	1
72	и тем же	1	1
73	из виду что	1	1
74	не только в	2	1
75	том что на	1	1
76	и то же	1	1
77	в известном смысле	1	1
78	которая может быть	1	1
79	не могу не	1	1
80	всего выступают в	1	1
81	дело не в	1	1
82	в том или	1	1
83	это и есть	1	1
84	одни и те	1	1
85	исчерпывающей полнотой и	1	1
86	в связи с	1	1
87	литературной традиции в	1	1
88	в полной мере	1	1
89	в каждом литературном	1	1
90	речь идет о	1	1
91	что они хотят	1	1
92	в тех случаях	1	1
93	можно определить как	2	1
94	только то что	1	1
95	которое может быть	1	1
96	может быть в	1	1
97	в свою очередь	3	1
98	как и всякий	1	1
99	с самого начала	1	1
100	легко заметить что	1	1
101	это отнюдь не	1	1
102	существенную роль в	3	1
103	к одному и	1	1
104	несмотря на все	1	1
105	можно сказать что	2	1
106	и те же	1	1
107	одного и того	2	1
108	тому как мы	1	1
109	как нечто вторичное	1	1
110	и в том	1	1
111	одно и то	1	1
112	в результате этого	1	1
113	литературной традиции но	1	1
114	в своей основе	1	1
115	к тому же	4	1
116	одному и тому	1	1
117	том числе и	2	1
