N	2gram	Berdyaev_N_1	Myshleni
1	и в	16	28
2	в том	8	28
3	то что	4	28
4	в этом	7	27
5	потому что	4	22
6	том что	2	19
7	не может	16	19
8	что он	1	18
9	только в	1	18
10	в силу	1	17
11	что в	9	17
12	не только	5	16
13	так же	2	15
14	может быть	7	13
15	сказать что	3	13
16	и не	11	11
17	что мы	1	11
18	но не	2	10
19	того чтобы	2	10
20	к тому	3	10
21	так как	1	10
22	от того	1	10
23	но и	3	10
24	было бы	1	9
25	в самом	1	8
26	никогда не	6	8
27	тем что	1	8
28	для того	1	8
29	еще не	3	8
30	того же	1	7
31	в сущности	1	7
32	в своем	1	7
33	в которой	1	7
34	он не	8	7
35	в нем	5	7
36	можно было	2	7
37	вместе с	2	7
38	же как	2	6
39	мы не	2	6
40	в чем	1	6
41	и к	5	6
42	как и	7	6
43	не имеет	4	6
44	когда мы	2	6
45	то время	1	6
46	приводит к	1	6
47	так и	2	6
48	и что	2	6
49	можно сказать	1	6
50	в области	1	6
51	вообще не	1	6
52	в то	2	6
53	в зависимости	1	5
54	вопрос о	3	5
55	время как	2	5
56	зависимости от	1	5
57	и на	2	5
58	но в	2	5
59	в этой	1	5
60	что все	2	5
61	с тем	3	5
62	переходе от	2	5
63	не могли	2	5
64	не могут	1	5
65	могут быть	2	5
66	это не	4	5
67	и все	4	5
68	переход от	1	4
69	я не	2	4
70	во всех	3	4
71	в той	1	4
72	с этим	2	4
73	в себе	2	4
74	своем развитии	1	4
75	показал что	1	4
76	и того	1	4
77	одного и	1	4
78	но если	1	4
79	возможны только	1	4
80	установить что	1	4
81	не в	6	4
82	нас к	1	4
83	мысли в	2	4
84	своей природе	1	4
85	оно не	1	4
86	чего он	1	4
87	в состоянии	1	4
88	друг друга	1	4
89	к жизни	3	4
90	они не	1	4
91	это и	2	3
92	с его	6	3
93	из этих	1	3
94	значение для	1	3
95	как в	3	3
96	хотя и	2	3
97	от этого	1	3
98	а по	1	3
99	в них	4	3
100	что такое	3	3
101	по себе	1	3
102	в основе	3	3
103	по своей	1	3
104	не по	1	3
105	совершается в	1	3
106	переход к	2	3
107	до сих	1	3
108	в его	1	3
109	и только	1	3
110	все время	2	3
111	и его	1	3
112	есть в	2	3
113	а это	1	3
114	нуждается в	1	3
115	для решения	1	3
116	связано с	1	3
117	зависит от	2	3
118	а не	17	3
119	как это	2	3
120	это есть	7	3
121	сих пор	1	3
122	мы должны	1	3
123	не знает	6	3
124	нашей мысли	1	3
125	мышления не	1	3
126	как на	1	3
127	он может	1	2
128	мы уже	1	2
129	к новой	1	2
130	себе и	1	2
131	прежде всего	4	2
132	рода в	1	2
133	бы сказать	1	2
134	все эти	2	2
135	мысли и	2	2
136	освобождение от	1	2
137	к одному	1	2
138	раньше чем	1	2
139	с другими	1	2
140	этом смысле	2	2
141	в высшей	6	2
142	оказывается совершенно	1	2
143	моментом в	1	2
144	в этих	1	2
145	в своей	3	2
146	в такой	1	2
147	в котором	1	2
148	том смысле	1	2
149	но это	6	2
150	но он	1	2
151	и более	1	2
152	говорим что	1	2
153	не менее	4	2
154	она не	3	2
155	все понятия	1	2
156	о природе	1	2
157	мыслей и	1	2
158	у нас	1	2
159	к таким	1	2
160	перейти к	3	2
161	и от	2	2
162	не с	1	2
163	еще в	1	2
164	начинается в	1	2
165	для этого	2	2
166	с ним	1	2
167	мы всегда	1	2
168	вот почему	2	2
169	в значительной	1	2
170	движение мысли	1	2
171	в новой	7	2
172	формальной логики	1	2
173	для всех	1	2
174	в новом	2	2
175	из них	1	2
176	в конце	1	2
177	у него	2	2
178	и человека	1	2
179	с другой	3	2
180	к которому	1	2
181	не на	1	2
182	высшего и	1	2
183	все более	1	2
184	к более	2	2
185	мы говорим	2	2
186	по своему	4	2
187	по существу	2	2
188	все это	5	2
189	а в	2	2
190	другой стороны	2	2
191	смысле слова	3	1
192	и через	1	1
193	и до	1	1
194	от старого	2	1
195	же процесса	1	1
196	совершенно так	1	1
197	еще до	2	1
198	сам собой	1	1
199	не способен	1	1
200	с большим	1	1
201	стоят на	2	1
202	быть в	2	1
203	на их	1	1
204	частной собственности	1	1
205	он легко	1	1
206	нет и	2	1
207	которые они	1	1
208	за пределы	3	1
209	в центре	2	1
210	не через	1	1
211	связанный с	1	1
212	в этот	1	1
213	он в	1	1
214	времени совершенно	1	1
215	с их	2	1
216	в употреблении	2	1
217	движение от	2	1
218	может уже	2	1
219	что она	2	1
220	два пути	1	1
221	и еще	1	1
222	не значит	3	1
223	в нее	1	1
224	но все	1	1
225	может остаться	1	1
226	и с	2	1
227	знает что	1	1
228	это было	3	1
229	ни в	6	1
