N	4gram	Vygotskiy__3	Myshleni
1	заключается в том что	4	13
2	один и тот же	1	7
3	одно и то же	2	6
4	с этой точки зрения	1	4
5	одной и той же	1	4
6	и то же слово	1	3
7	состоит в том что	1	3
8	мы могли бы сказать	1	2
9	только в том что	1	2
10	с другой стороны мы	1	2
11	в том что они	1	2
12	все более и более	2	2
13	во всяком случае очень	1	1
14	мы видим что все	1	1
15	в том смысле как	1	1
16	в такой же мере	1	1
17	нового по сравнению с	1	1
18	когда он говорит что	1	1
19	имеет совершенно другой смысл	1	1
20	в самом деле если	1	1
21	в то время как	2	1
22	одна и та же	1	1
23	в том случае если	1	1
24	прав когда он говорит	1	1
25	заключается в том чтобы	1	1
26	в том смысле что	1	1
27	не только то что	1	1
28	все больше и больше	2	1
29	совершенно прав когда он	1	1
30	и во всех остальных	1	1
31	что с одной стороны	1	1
32	что они представляют собой	1	1
