N	4gram	Bakhtin_sl_2	FransuaR
1	в то же время	4	6
2	но в то же	3	3
3	и в то же	1	2
4	как мы уже говорили	1	2
5	на протяжении всего xvii	1	1
6	роман в его целом	1	1
7	и не может быть	1	1
8	включает в себя момент	1	1
9	с одной стороны и	3	1
10	то же время это	2	1
11	в этом отношении он	1	1
12	протяжении всего xvii века	1	1
13	во всех его моментах	1	1
14	как мы уже сказали	1	1
15	точка зрения на мир	1	1
16	все более и более	1	1
17	идеологии и литературы но	1	1
18	необходимо однако отметить что	1	1
