N	3gram	Bakhtin_fo_1	Problema
1	по отношению к	3	19
2	и т п	8	13
3	не может быть	3	11
4	но отнюдь не	1	7
5	с точки зрения	2	6
6	в отличие от	2	5
7	в высшей степени	1	5
8	в его целом	2	5
9	и прежде всего	2	5
10	не входит в	1	4
11	в данном случае	1	4
12	во всех его	1	4
13	в самом деле	1	3
14	может быть только	3	3
15	все то что	2	3
16	с одной стороны	2	3
17	как мы увидим	1	3
18	то же время	9	3
19	в том что	2	3
20	в то же	6	3
21	в чем не	2	2
22	как и для	2	2
23	в том же	1	2
24	со всех сторон	1	2
25	на первый план	1	2
26	совершенно независимо от	1	2
27	в строгом смысле	2	2
28	но и в	2	2
29	ни в чем	2	2
30	и во всех	1	2
31	и др в	2	2
32	лишь там где	1	2
33	и в то	5	2
34	и в частности	2	2
35	не только в	2	2
36	не могут быть	1	2
37	так и в	1	2
38	той или иной	2	2
39	не входят в	1	2
40	для того чтобы	5	2
41	в этом отношении	3	2
42	и может быть	1	1
43	в ее целом	2	1
44	зрения на мир	1	1
45	точка зрения на	1	1
46	часто приводит к	1	1
47	как только я	1	1
48	в других областях	1	1
49	к себе самому	4	1
50	а вовсе не	1	1
51	в виду что	1	1
52	в свою очередь	1	1
53	вообще не может	1	1
54	нет здесь все	1	1
55	также и в	2	1
56	не было этого	1	1
57	здесь прежде всего	1	1
58	протяжении всего романа	1	1
59	одной стороны и	2	1
60	а следовательно и	1	1
61	до сих пор	3	1
62	во всех видах	1	1
63	и в других	4	1
64	до известной степени	1	1
65	сами по себе	1	1
66	в одном и	1	1
67	они лежат вне	1	1
68	может иметь место	1	1
69	может быть конечно	2	1
70	с тем что	1	1
71	или хотя бы	1	1
72	с самим собою	3	1
73	не подлежит конечно	1	1
74	себя только в	1	1
75	с природой и	1	1
76	к концу романа	3	1
77	может быть и	2	1
78	здесь же мы	1	1
79	на фоне которого	2	1
80	ряды они лежат	1	1
81	и др или	1	1
82	и в иных	1	1
83	имеет место и	1	1
84	все снова и	1	1
85	в значительной степени	1	1
86	уже за пределами	1	1
87	со всеми его	2	1
88	существенное отношение к	1	1
89	то время как	2	1
90	но в то	1	1
91	таким образом и	1	1
92	смысле этого слова	1	1
93	а также и	2	1
94	как мы это	1	1
95	и в этом	1	1
96	по сравнению с	2	1
97	более узком смысле	1	1
98	и как бы	1	1
99	в более узком	1	1
100	и ничего не	1	1
101	в нашем случае	1	1
102	в связи с	5	1
103	то есть не	2	1
104	например в романе	1	1
105	в нем не	3	1
106	его то есть	1	1
107	не для того	2	1
108	в их целом	2	1
109	мы будем называть	1	1
110	о которых мы	1	1
111	и в том	1	1
112	то есть только	1	1
113	в свои права	1	1
114	смысле слова и	1	1
115	в него как	1	1
116	других областях культуры	1	1
117	в нем нет	2	1
118	равно как и	2	1
119	в то время	3	1
120	человека и его	7	1
121	та или иная	1	1
122	ясно что в	1	1
123	на протяжении всего	1	1
124	то что не	1	1
125	то есть в	1	1
126	к выводу что	1	1
127	в событие как	1	1
128	и в самом	1	1
129	мы увидим далее	1	1
130	место и в	2	1
131	отметим лишь что	1	1
132	которые могут быть	1	1
133	может быть лишь	1	1
134	как мы уже	8	1
135	и полагается в	1	1
136	мы уже указывали	4	1
137	в особенности же	1	1
138	но конечно не	1	1
139	снова и снова	1	1
140	который был бы	1	1
141	как и в	2	1
142	дело в том	2	1
143	мы еще не	1	1
144	то есть к	1	1
