N	3gram	Tiupa_Anal_3	Myshleni
1	с точки зрения	2	21
2	для того чтобы	1	18
3	в этом случае	1	14
4	в том что	7	13
5	не только не	3	9
6	по отношению к	7	5
7	в данном случае	3	5
8	с одной стороны	2	5
9	в самом деле	1	4
10	не может быть	1	4
11	заключается в том	1	4
12	о том что	5	4
13	по своей природе	1	4
14	до сих пор	1	3
15	в этом отношении	3	3
16	в самом начале	1	3
17	в первом случае	1	3
18	тем не менее	2	3
19	во втором случае	1	3
20	все что мы	1	3
21	можно сказать что	2	3
22	как и в	4	3
23	одной и той	2	2
24	и той же	2	2
25	на самом деле	1	2
26	том что он	2	2
27	в известном смысле	1	2
28	в отличие от	2	2
29	в большинстве случаев	1	2
30	в сущности говоря	1	2
31	именно в этом	1	2
32	как раз в	1	2
33	едва ли не	2	2
34	и является в	1	2
35	в свою очередь	4	2
36	в конечном счете	2	2
37	друг от друга	1	2
38	таким образом в	1	2
39	должны были бы	1	1
40	дело здесь не	1	1
41	к этому же	1	1
42	что иное как	1	1
43	это остается вне	1	1
44	по сути дела	1	1
45	мог бы дать	1	1
46	в ее внутренней	1	1
47	подобно тому как	2	1
48	мы обратимся к	1	1
49	в этом смысле	1	1
50	в зависимости от	1	1
51	сам по себе	1	1
52	есть не что	1	1
53	что он не	1	1
54	мы не станем	1	1
55	в противоположном случае	1	1
56	что по своему	1	1
57	до тех пор	1	1
58	такое что и	1	1
59	не было никакой	1	1
60	все это остается	1	1
61	смыкаются в единую	1	1
62	здесь как и	1	1
63	не только в	1	1
64	который в свою	2	1
65	тот факт что	1	1
66	сама по себе	2	1
67	с тем же	1	1
68	который мог бы	1	1
69	с другой стороны	5	1
70	таким же образом	1	1
71	не только к	2	1
72	внутренней и внешней	1	1
73	не могут быть	1	1
74	само по себе	1	1
75	во всяком случае	2	1
76	собой один из	1	1
77	что несмотря на	2	1
78	в первой и	1	1
79	наличие или отсутствие	1	1
80	от них самих	1	1
81	по ту сторону	1	1
82	как бы не	1	1
83	состоит как раз	1	1
84	может и не	1	1
85	так и в	1	1
86	оно есть само	1	1
87	представляет собой один	1	1
88	той или иной	3	1
89	его мысли и	1	1
90	не что иное	1	1
91	в то же	3	1
92	мы имеем дело	4	1
93	что и в	1	1
