N	2gram	Bakhtin_Fr_6	Vladivir
1	и в	41	30
2	в году	6	24
3	в этом	12	20
4	то что	10	20
5	у него	7	19
6	и не	3	18
7	в том	2	18
8	и с	16	14
9	что он	6	13
10	в конце	2	13
11	не только	10	12
12	том что	7	12
13	там же	1	12
14	что в	7	12
15	как мы	12	11
16	в его	7	11
17	а в	4	11
18	сказать что	6	11
19	и вообще	4	10
20	а также	5	10
21	не было	1	10
22	и даже	4	10
23	все же	4	9
24	кроме того	9	9
25	было бы	3	9
26	не в	4	9
27	в то	6	9
28	не может	4	9
29	для него	1	9
30	потому что	3	9
31	в своем	5	8
32	но в	8	8
33	что же	1	8
34	не мог	3	8
35	связи с	2	8
36	но и	13	8
37	в связи	1	8
38	вместе с	6	8
39	до конца	2	7
40	то есть	24	7
41	ни в	1	7
42	точки зрения	2	7
43	никогда не	8	7
44	не менее	1	7
45	в эти	2	7
46	может быть	2	7
47	а не	2	7
48	как это	2	7
49	между прочим	1	7
50	для нас	2	7
51	и все	9	7
52	также и	6	6
53	он был	4	6
54	хотя и	2	6
55	и к	1	6
56	в себе	5	6
57	об этом	1	6
58	и его	13	6
59	у нас	4	6
60	то время	1	6
61	всякого рода	1	6
62	только в	3	6
63	а именно	2	6
64	еще и	1	6
65	прежде всего	10	6
66	о чем	1	6
67	года в	1	6
68	жизни и	3	6
69	того же	4	5
70	и то	2	5
71	и я	1	5
72	с этим	3	5
73	то в	1	5
74	все эти	11	5
75	при этом	3	5
76	же касается	1	5
77	как и	7	5
78	в своей	2	5
79	в котором	4	5
80	по себе	1	5
81	так как	10	5
82	к концу	1	5
83	в дальнейшем	2	5
84	это мы	1	5
85	так и	5	5
86	с ним	4	5
87	и что	5	5
88	того что	3	5
89	тот же	4	5
90	он уже	1	5
91	так что	2	5
92	как бы	7	5
93	в основном	1	5
94	все это	11	5
95	в результате	4	5
96	из этого	4	5
97	то же	5	4
98	той же	5	4
99	то это	1	4
100	и он	5	4
101	в ней	4	4
102	и на	9	4
103	время в	1	4
104	что его	1	4
105	с его	5	4
