N	2gram	Potebnia_M_4	Myshleni
1	и в	23	28
2	в том	23	28
3	то что	29	28
4	в этом	23	27
5	в развитии	1	24
6	того что	14	24
7	потому что	33	22
8	том что	12	19
9	не может	11	19
10	таким образом	24	18
11	родного языка	1	18
12	что он	4	18
13	только в	15	18
14	в силу	7	17
15	что в	17	17
16	не только	10	16
17	так же	4	15
18	что ребенок	1	13
19	точки зрения	4	13
20	может быть	26	13
21	сказать что	8	13
22	в сфере	1	12
23	мы могли	2	12
24	понятия как	1	12
25	детской мысли	1	11
26	тому что	2	11
27	и не	18	11
28	что мы	10	11
29	как бы	5	11
30	к другим	2	11
31	но не	1	10
32	по отношению	10	10
33	научного понятия	1	10
34	отношений между	2	10
35	с точки	3	10
36	в отношении	1	10
37	того чтобы	4	10
38	к тому	3	10
39	как мы	2	10
40	развития и	2	10
41	так как	14	10
42	от того	4	10
43	но и	11	10
44	отношению к	8	10
45	понятия и	1	10
46	могли бы	4	9
47	было бы	8	9
48	в процессе	3	9
49	мы можем	10	9
50	в самом	3	8
51	мы видели	1	8
52	тем самым	4	8
53	никогда не	3	8
54	тем что	10	8
55	для того	6	8
56	еще не	3	8
57	того же	1	7
58	то же	14	7
59	в сущности	2	7
60	отношение к	2	7
61	в своем	8	7
62	в которой	6	7
63	с самого	1	7
64	он не	2	7
65	в нем	7	7
66	заключается в	1	7
67	показывает что	1	7
68	самого начала	2	7
69	ребенок в	1	7
70	можно было	2	7
71	если бы	13	7
72	мы видим	2	7
73	и других	3	7
74	там где	3	7
75	вместе с	6	7
76	между ними	4	7
77	мы не	8	6
78	понятия в	1	6
79	в чем	1	6
80	и как	2	6
81	и к	6	6
82	ступени развития	1	6
83	как и	14	6
84	для него	5	6
85	родном языке	1	6
86	к предмету	1	6
87	не имеет	5	6
88	тогда когда	8	6
89	и отношений	1	6
90	когда мы	6	6
91	же самое	4	6
92	то время	1	6
93	так и	6	6
94	и что	7	6
95	можно сказать	4	6
96	его в	4	6
97	так что	5	6
98	в области	2	6
99	вообще не	1	6
100	в то	4	6
101	том же	2	5
102	показать что	1	5
103	вопрос о	2	5
104	а другой	1	5
105	зависимости от	1	5
106	частный случай	1	5
107	и на	3	5
108	но в	8	5
109	то в	3	5
110	в этой	1	5
111	что все	4	5
112	и тем	4	5
113	с тем	7	5
114	того как	6	5
115	в разных	3	5
116	не могут	2	5
117	могут быть	7	5
118	для развития	1	5
119	языка и	3	5
120	в пределах	1	5
121	силу того	1	5
122	это не	7	5
123	иначе как	1	5
124	тех и	1	5
125	становится возможным	1	5
126	и все	4	5
127	например в	3	4
128	и то	5	4
129	переход от	3	4
130	в первом	3	4
131	к другому	1	4
132	отношения между	2	4
133	той же	3	4
134	если я	1	4
135	мы имеем	4	4
136	я не	2	4
137	мы и	2	4
138	в каждой	1	4
139	во всех	1	4
140	только тогда	5	4
141	относится к	1	4
142	в той	4	4
