N	3gram	Losev_Dial_3	RusskieA
1	в том что	3	15
2	и т д	23	9
3	том что в	1	6
4	в связи с	1	4
5	о том что	5	4
6	к тому что	2	4
7	с точки зрения	14	3
8	а иногда и	1	3
9	мы не можем	2	3
10	тем не менее	10	3
11	что иное как	6	2
12	во многих местах	1	2
13	это не значит	1	2
14	не значит что	1	2
15	не что иное	6	2
16	а следовательно и	1	1
17	хотя и не	2	1
18	что каждый из	1	1
19	из всего этого	1	1
20	только потому что	1	1
21	брать на себя	1	1
22	иметь в виду	2	1
23	в виду что	1	1
24	точно так же	2	1
25	на самом деле	1	1
26	подобно тому как	4	1
27	точки зрения в	1	1
28	т д и	6	1
29	же как и	1	1
30	и не только	3	1
31	в таком случае	10	1
32	что мы имеем	1	1
33	и та же	1	1
34	в этом отношении	1	1
35	как это часто	1	1
36	в них же	1	1
37	только одна из	1	1
38	т е в	4	1
39	христа и всей	1	1
40	что в основе	1	1
41	христа на небо	1	1
42	даже если бы	1	1
43	и в этом	2	1
44	ничего не знает	2	1
45	и как бы	1	1
46	во всяком случае	2	1
47	одна и та	1	1
48	так же как	2	1
49	и в том	1	1
50	и пр и	1	1
51	одно из них	1	1
52	в то время	4	1
53	в одном из	1	1
54	легко заметить что	1	1
55	в чем именно	1	1
56	по существу совершенно	1	1
57	не более как	1	1
58	на то что	3	1
59	сюда же относятся	1	1
60	как и в	3	1
61	что и в	1	1
62	что их не	1	1
63	только тогда когда	3	1
64	в данном случае	1	1
