N	2gram	Tiupa_Vved_1	Myslijsy
1	потому что	5	46
2	то есть	8	34
3	в слове	3	32
4	в том	10	32
5	и в	13	30
6	может быть	18	28
7	то же	5	23
8	не только	20	21
9	только в	6	21
10	для нас	2	20
11	но и	19	19
12	того что	6	18
13	том что	7	18
14	то что	6	18
15	что в	3	17
16	в себе	5	16
17	по себе	2	16
18	и не	12	15
19	не в	6	15
20	в сознании	4	15
21	а не	15	15
22	таким образом	4	14
23	что и	2	13
24	если бы	7	12
25	вместе с	1	12
26	а в	6	12
27	так и	8	11
28	как в	4	10
29	в этом	21	10
30	как и	11	10
31	в то	4	10
32	и что	1	10
33	мы не	4	9
34	из этих	3	9
35	в нем	5	9
36	было бы	4	9
37	между тем	1	9
38	для него	3	9
39	в ней	4	8
40	в самом	2	8
41	что не	1	8
42	что мы	2	8
43	только что	1	8
44	с одной	5	7
45	но не	5	7
46	с тем	1	7
47	тем самым	5	7
48	тем что	2	7
49	как мы	3	7
50	так что	1	7
51	слова в	2	7
52	вовсе не	1	7
53	с другой	5	7
54	к тому	6	7
55	например в	2	6
56	с ним	3	6
57	не имеет	2	6
58	и теперь	1	6
59	указывает на	1	6
60	те же	2	6
61	что он	1	6
62	уже не	5	6
63	то и	2	6
64	из них	1	6
65	зависит от	2	6
66	но оно	1	6
67	не может	7	6
68	но это	3	6
69	еще не	7	5
70	по отношению	7	5
71	в своем	5	5
72	не следует	3	5
73	к одному	1	5
74	заключает в	1	5
75	с другими	1	5
76	и тем	2	5
77	в них	2	5
78	что содержание	1	5
79	что я	1	5
80	по крайней	1	5
81	же время	3	5
82	не менее	4	5
83	мысль о	1	5
84	крайней мере	1	5
85	уже в	1	5
86	только по	1	5
87	есть только	1	5
88	тому как	2	5
89	отношению к	7	5
90	слова и	1	5
91	сказать что	1	5
92	тем же	1	4
93	в каждой	1	4
94	столь же	1	4
95	не все	2	4
96	относится к	1	4
97	не было	2	4
98	что это	1	4
99	бы не	2	4
100	он не	3	4
101	перестает быть	1	4
102	не к	4	4
103	и по	3	4
104	и наоборот	1	4
105	мы видели	2	4
106	в котором	8	4
107	для меня	1	4
108	того как	1	4
109	и его	5	4
110	по поводу	2	4
111	оно не	1	4
112	по мере	1	4
113	в его	4	4
114	один из	3	4
115	все равно	2	4
116	далеко не	4	4
117	что для	1	4
118	быть только	2	4
119	и потому	1	4
120	все это	1	4
121	и от	2	4
122	мы должны	1	4
123	другой стороны	2	4
124	все что	3	4
125	в первом	2	3
126	говорить о	2	3
127	и на	3	3
128	а только	1	3
129	ответ на	1	3
130	более или	2	3
131	не можем	2	3
132	в целом	3	3
133	что она	1	3
134	при этом	26	3
135	в силу	2	3
136	в человеческой	1	3
137	что все	1	3
138	предполагаем в	1	3
139	этого не	1	3
140	или менее	2	3
141	как бы	4	3
142	представить себе	2	3
143	место в	2	3
144	тем не	3	3
145	тому что	1	3
146	на него	2	3
147	того чтобы	1	3
148	заметить что	1	3
149	ни о	1	3
150	могут быть	4	3
151	для себя	1	3
152	свою очередь	4	3
153	в произведении	1	3
154	или в	1	3
155	здесь как	1	3
156	том как	3	3
157	со стороны	5	3
158	жизни не	1	3
159	никак не	2	3
160	можно сказать	4	3
161	к нему	1	3
162	вслед за	2	3
163	есть в	2	3
164	только на	1	3
165	всеми остальными	1	3
166	в начале	3	3
167	прежде всего	7	3
168	мы можем	2	3
169	само по	1	3
170	одной стороны	5	3
171	человеческой жизни	3	3
172	только от	1	3
173	связь с	1	3
174	так же	1	3
175	в ряду	2	3
176	и оно	2	3
177	каждой из	1	3
178	говорящего и	1	3
179	не существует	2	3
180	а к	3	3
181	к одной	1	3
182	и все	4	3
183	в свою	4	3
184	не знает	1	3
185	в искусстве	1	3
186	к этому	2	3
187	в таком	1	3
188	таком случае	1	2
189	которого в	1	2
190	самом деле	3	2
191	в приведенном	2	2
192	и до	1	2
193	в их	1	2
194	живой речи	1	2
195	той же	1	2
196	впрочем и	1	2
197	он как	1	2
198	не столько	4	2
199	отделаться от	2	2
200	большей части	3	2
201	то он	2	2
202	к слову	1	2
203	в новом	1	2
204	тогда как	10	2
205	отношение к	2	2
206	что они	1	2
207	все же	6	2
208	и слова	1	2
209	целый ряд	2	2
210	со своей	1	2
211	та же	1	2
212	в этой	1	2
213	и тот	1	2
214	иначе и	1	2
215	на то	1	2
216	так сказать	2	2
217	и если	1	2
218	на его	1	2
219	слово это	1	2
220	не как	2	2
221	из него	1	2
222	подобно тому	2	2
223	людей и	1	2
224	этом последнем	1	2
225	могла бы	3	2
226	бы быть	1	2
227	входит в	1	2
228	не всегда	2	2
229	несмотря на	1	2
230	именно то	1	2
231	уже результат	1	2
232	во время	1	2
233	точки зрения	1	2
234	в своей	5	2
235	что такое	18	2
236	а как	1	2
237	в которых	1	2
238	бы мы	1	2
239	их в	2	2
240	том же	1	2
241	со многими	1	2
242	даже в	1	2
243	что есть	1	2
244	на котором	1	2
245	и притом	1	2
246	как о	2	2
247	но только	1	2
248	в разных	1	2
249	из того	1	2
250	этом отношении	4	2
251	в живой	1	2
252	его с	2	2
253	в области	3	2
254	так например	1	2
255	его признаков	1	2
256	и о	1	2
257	в ее	1	2
258	так в	4	2
259	котором мы	1	2
260	когда в	2	2
261	и с	2	2
262	об этом	4	2
263	о том	5	2
264	и та	1	2
265	его жизни	1	2
266	собственно говоря	1	2
267	от них	1	2
268	природы и	1	2
269	в форме	1	2
270	и мы	1	2
271	что художественное	1	2
272	мы видим	1	2
273	в какой	4	2
274	которое мы	1	2
275	и после	1	2
276	но как	1	2
277	том чтобы	2	2
278	связи с	1	2
279	в виде	1	2
280	в одном	1	2
281	у него	1	2
282	на стороне	1	2
283	а слово	1	2
284	и даже	1	2
285	не один	2	2
286	как субъект	2	2
287	тут же	1	2
288	а с	2	2
289	в речи	2	2
290	к своему	1	2
291	по своему	2	2
292	что же	3	2
293	слов в	1	2
294	быть не	4	2
295	и действия	2	2
296	перед нами	6	2
297	слова но	2	2
298	не подлежит	1	2
299	бы в	3	2
300	и наконец	2	2
301	же в	1	2
302	отношении к	1	2
303	первом случае	1	2
304	жизни и	7	2
305	которая не	2	2
306	одним из	5	1
307	в сфере	1	1
308	в строгом	1	1
309	на самом	4	1
310	значении этого	1	1
311	тех же	1	1
312	к своей	1	1
313	бы для	1	1
314	но представляет	1	1
315	противном случае	1	1
316	должна быть	2	1
317	мать и	1	1
318	едва ли	3	1
319	чего в	1	1
320	же следует	1	1
321	нуждаются в	1	1
322	на первом	1	1
323	нашу мысль	1	1
324	полагать что	1	1
325	в сущности	1	1
326	но она	1	1
327	не вполне	3	1
328	как объекта	1	1
329	состояние не	1	1
330	увидим ниже	1	1
331	похожи на	1	1
332	того же	1	1
333	и он	1	1
334	имя и	1	1
335	начало и	2	1
336	столько же	1	1
337	принадлежит и	2	1
338	он сам	1	1
339	здесь не	2	1
340	же самые	1	1
341	от его	1	1
342	данном случае	6	1
343	он может	1	1
344	если в	2	1
345	отличие от	2	1
346	друг от	1	1
347	каждый в	1	1
348	в настоящем	2	1
349	из таких	1	1
350	один и	1	1
351	которые не	1	1
352	в истории	1	1
353	из которого	1	1
354	вследствие чего	1	1
355	первый взгляд	1	1
356	его на	1	1
357	так называемая	1	1
358	стороны и	1	1
359	в художественном	1	1
360	о жизни	2	1
361	что касается	5	1
362	еще и	1	1
363	в противном	1	1
364	мы тем	1	1
365	хотя и	7	1
366	могли бы	1	1
367	в образовании	1	1
368	однако на	1	1
369	и прочно	1	1
370	имеет в	1	1
371	но в	6	1
372	следует сказать	1	1
373	возможен только	1	1
374	то в	1	1
375	к чему	1	1
376	из жизни	2	1
377	все эти	1	1
378	восприятия как	1	1
379	если мы	1	1
380	тоже не	2	1
381	еще один	1	1
382	что к	1	1
383	отношение между	1	1
384	от простого	1	1
385	о человеке	1	1
386	тому же	4	1
387	как он	2	1
388	но на	2	1
389	и стало	1	1
390	как оно	2	1
391	но именно	1	1
392	зависит не	1	1
393	что очевидно	1	1
394	в корне	1	1
395	и вот	1	1
396	нам только	1	1
397	что без	1	1
398	не отделен	1	1
399	которое может	1	1
400	в нее	1	1
401	к любви	1	1
402	здесь мы	1	1
403	в совершенно	1	1
404	в мире	8	1
405	них не	1	1
406	лишь в	2	1
407	которого не	1	1
408	от понимания	1	1
409	это не	6	1
410	или образом	1	1
411	сказке о	1	1
412	в жизни	4	1
413	кажется что	1	1
414	только одно	1	1
415	есть имя	1	1
416	в тот	1	1
417	сказать и	1	1
418	жизни то	2	1
419	которой он	1	1
420	одна и	1	1
421	определений и	1	1
422	нам не	1	1
423	его слово	1	1
424	нет своего	1	1
425	сложившихся в	1	1
426	и было	1	1
427	в этих	3	1
428	сводятся к	2	1
429	но если	1	1
430	от своего	1	1
431	или точнее	1	1
432	не зависит	1	1
433	какой она	1	1
434	и языка	1	1
435	что до	1	1
436	всякий раз	1	1
437	почему слово	1	1
438	стало быть	7	1
439	действительного мира	1	1
440	но он	1	1
441	и более	3	1
442	действие или	1	1
443	однако в	4	1
444	того кто	1	1
445	говорящего как	1	1
446	между прочим	1	1
447	исследования в	1	1
448	что происходит	1	1
449	себя не	1	1
450	без его	2	1
451	меня не	1	1
452	и должен	1	1
453	на себе	1	1
454	и сама	1	1
455	в процессе	1	1
456	принадлежит к	3	1
457	не могло	2	1
458	однако если	1	1
459	судя по	2	1
460	не имели	2	1
461	приведенном выше	1	1
462	это то	1	1
463	невозможно но	1	1
464	своей природе	2	1
465	вне сознания	1	1
466	во всем	1	1
467	к работе	1	1
468	мы бы	1	1
469	на людей	1	1
470	что на	2	1
471	может показаться	1	1
472	с которой	1	1
473	начиная с	3	1
474	следующей главы	1	1
475	же самое	1	1
476	для его	1	1
477	в поле	1	1
478	анализа в	1	1
479	он видит	1	1
480	должен быть	1	1
481	не ограничивается	1	1
482	своем воображении	1	1
483	от друга	1	1
484	в виду	1	1
485	происходит и	1	1
486	человека по	1	1
487	быть вполне	1	1
488	как по	2	1
489	хотя не	1	1
490	она только	1	1
491	признаков а	1	1
492	с языком	1	1
493	на том	1	1
494	до самого	1	1
495	что у	1	1
496	той степени	1	1
497	времени и	7	1
498	не с	3	1
499	было в	1	1
500	особенно в	1	1
501	мог бы	1	1
502	оно как	1	1
503	в непосредственном	1	1
504	в результате	3	1
505	это только	2	1
506	именно такого	1	1
507	мы читаем	1	1
508	из одного	1	1
509	предположить что	1	1
510	видим не	1	1
511	мы всегда	1	1
512	сводится к	4	1
513	она для	1	1
514	и т.д	5	1
515	и т.п	9	1
516	при котором	1	1
517	одного из	3	1
518	в математике	1	1
519	и который	1	1
520	по слову	1	1
521	во всех	2	1
522	бы она	1	1
523	в другой	1	1
524	сознание может	1	1
525	другого в	1	1
526	отдельного слова	1	1
527	в художественной	1	1
528	уже до	1	1
529	не привиделось	1	1
530	очевидно например	1	1
531	происходит в	1	1
532	мира что	1	1
533	в двух	1	1
534	тот же	1	1
535	и представляет	2	1
536	всю ее	1	1
537	не само	1	1
538	который в	2	1
539	между этими	1	1
