N	3gram	Bakhtin_Pr_2	Morfolog
1	и т д	4	47
2	в этих случаях	2	13
3	в связи с	1	8
4	не может быть	4	8
5	то перед нами	5	5
6	по отношению к	5	4
7	с точки зрения	8	4
8	т д но	1	4
9	с другой стороны	3	4
10	тем не менее	2	4
11	как мы увидим	3	3
12	если мы не	1	3
13	может быть разрешен	1	3
14	на самом деле	1	3
15	но все же	2	3
16	как и в	3	3
17	более или менее	3	2
18	в настоящее время	2	2
19	для наших целей	1	2
20	в собственном смысле	1	2
21	и в других	1	2
22	может быть и	2	2
23	то время как	2	2
24	и пр он	1	2
25	с одной стороны	1	2
26	друг на друга	2	2
27	собственном смысле слова	1	2
28	т д как	1	2
29	в то время	2	2
30	в большинстве случаев	8	2
31	друг за другом	1	2
32	в том что	1	2
33	но кроме того	1	1
34	в форме диалога	1	1
35	хотя и не	2	1
36	вовсе не с	1	1
37	нужно иметь в	1	1
38	уже не может	1	1
39	а вовсе не	1	1
40	здесь перед нами	1	1
41	героя может быть	1	1
42	том что он	2	1
43	о том как	1	1
44	как бы в	4	1
45	иногда же она	1	1
46	точки зрения его	1	1
47	ко второму типу	1	1
48	то это совершенно	1	1
49	до сих пор	7	1
50	сих пор не	1	1
51	если же он	1	1
52	в таком случае	1	1
53	мы переходим к	2	1
54	относится ко второму	1	1
55	бы то ни	1	1
56	можно было бы	3	1
57	одно и то	2	1
58	героя а не	1	1
59	там где есть	1	1
60	в том или	2	1
61	на этот вопрос	2	1
62	том или другом	2	1
63	и заставляет его	1	1
64	важное значение для	1	1
65	так же не	1	1
66	а не первого	1	1
67	и то же	2	1
68	не входит в	1	1
69	может быть или	1	1
70	то мы не	1	1
71	иметь в виду	1	1
72	то что он	1	1
73	перед нами в	1	1
74	во всяком случае	1	1
75	один из его	1	1
76	вместо того чтобы	1	1
77	самом деле в	1	1
78	сюда же относится	1	1
79	еще мал и	1	1
80	друг к другу	2	1
81	так как его	1	1
82	диалог ивана с	1	1
83	то же время	5	1
84	его но в	1	1
85	и как их	1	1
86	о том что	1	1
87	то что не	1	1
88	эта форма в	1	1
89	той или иной	3	1
90	двух точек зрения	2	1
91	можно сказать что	1	1
92	на то что	2	1
93	в другом случае	1	1
94	в то же	5	1
95	типа а не	1	1
96	друг с другом	4	1
97	но в этом	1	1
98	перед нами опять	1	1
99	следует за ней	1	1
100	но для наших	1	1
