N	3gram	Propp_Isto_4	Myshleni
1	с другой стороны	4	8
2	то же самое	2	7
3	смысле этого слова	2	7
4	одно и то	1	6
5	и то же	1	6
6	друг на друга	1	5
7	так же как	12	5
8	же как и	4	4
9	и то что	5	4
10	и тем самым	1	4
11	на то что	3	4
12	в этом случае	3	3
13	вместе с тем	1	3
14	точно так же	5	3
15	по сравнению с	3	3
16	в связи с	2	3
17	о том что	2	3
18	и те же	1	3
19	одни и те	1	3
20	нашей точки зрения	1	2
21	но так как	1	2
22	как это мы	1	2
23	было бы назвать	1	2
24	в том числе	1	2
25	и не только	1	2
26	но и в	1	2
27	мы видим в	1	2
28	он находит в	1	2
29	в целом и	1	2
30	содержит в себе	2	2
31	в данном случае	3	2
32	мы видим что	1	2
33	то что они	1	2
34	но вместе с	1	2
35	с нашей точки	1	2
36	не могут быть	1	2
37	том что они	1	2
38	между собой и	1	2
39	подобно тому как	1	2
40	мы видели что	3	2
41	как мы видели	3	2
42	на том что	1	1
43	том отношении что	1	1
44	что иное как	3	1
45	которые не могут	1	1
46	что в этом	1	1
47	указывают на то	1	1
48	он может быть	1	1
49	внимание на то	1	1
50	мы должны изучить	1	1
51	о том как	1	1
52	и относится к	1	1
53	которое выражается в	1	1
54	в зависимости от	1	1
55	на задний план	2	1
56	что он не	1	1
57	то здесь мы	1	1
58	до сих пор	5	1
59	они представляют собой	1	1
60	совершенно ясно что	1	1
61	он пьет из	1	1
62	то что этот	1	1
63	не просто в	1	1
64	не только что	1	1
65	и тем что	1	1
66	так как он	2	1
67	к тому что	1	1
68	чем перейти к	1	1
69	то время как	1	1
70	между ним и	1	1
71	здесь мы имеем	1	1
72	если бы мы	1	1
73	не только в	2	1
74	когда он говорит	1	1
75	видеть в нем	1	1
76	наиболее развитой форме	1	1
77	мы видели выше	2	1
78	указывает на то	1	1
79	он говорит что	1	1
80	таким же образом	1	1
81	в том отношении	1	1
82	не может быть	4	1
83	это явствует из	1	1
84	не имеет никакого	1	1
85	это мы видим	1	1
86	в то время	1	1
87	что они представляют	1	1
88	ничего общего с	1	1
89	но все же	4	1
90	мы знаем что	7	1
91	это приводит нас	3	1
92	можно сказать что	1	1
93	и как мы	1	1
94	этом как мы	1	1
95	в этих случаях	7	1
96	этого слова а	1	1
97	после того как	2	1
98	не что иное	3	1
99	тем не менее	2	1
100	приводит нас к	4	1
101	как и в	1	1
102	что и в	1	1
103	только тогда когда	1	1
104	мы увидим что	2	1
105	только с помощью	1	1
