N	3gram	Bakhtin_Fr_7	VerxiiNi
1	с точки зрения	3	6
2	во всяком случае	1	6
3	более или менее	2	5
4	в том числе	4	5
5	о том что	1	4
6	том числе и	2	4
7	к тому же	1	4
8	в конце концов	4	3
9	в связи с	1	3
10	верхом и низом	1	3
11	в том что	3	3
12	и связанные с	1	2
13	то же самое	1	2
14	те и другие	2	2
15	но все это	2	2
16	в этом отношении	2	2
17	не только для	1	2
18	таким образом в	1	2
19	то же время	9	2
20	ничего общего с	1	2
21	но и для	1	2
22	с самого начала	1	2
23	в то же	9	2
24	и в этом	1	2
25	и те и	2	2
26	и в сущности	1	1
27	и есть то	2	1
28	два с половиной	1	1
29	что в этом	1	1
30	по отношению к	2	1
31	имеем в виду	2	1
32	свидетельствует о том	1	1
33	о том как	2	1
34	с половиной века	1	1
35	души от тела	1	1
36	с представлением о	1	1
37	а следовательно и	2	1
38	с тем что	1	1
39	том или ином	1	1
40	в том или	1	1
41	в данном случае	1	1
42	в первом случае	1	1
43	но в то	3	1
44	рождение и смерть	1	1
45	говорить не приходится	1	1
46	оказывается что все	1	1
47	и в этой	2	1
48	мы уже говорили	3	1
49	оценке с точки	1	1
50	том что они	1	1
51	находит свое завершение	1	1
52	у него в	1	1
53	но по существу	2	1
54	так и в	3	1
55	в свою очередь	3	1
56	это и есть	1	1
57	в одном из	1	1
58	что и у	2	1
59	и по своим	1	1
60	мы имеем в	2	1
61	же что и	2	1
62	после того как	4	1
63	то есть о	2	1
64	мы видим что	1	1
65	тем что в	1	1
66	как в прямом	1	1
67	в этом процессе	1	1
68	именно потому что	1	1
