N	2gram	Medvedev_F_1	Psycholo
1	то что	8	32
2	и в	24	31
3	в том	6	30
4	и т	12	26
5	что в	4	23
6	может быть	14	22
7	таким образом	13	20
8	при этом	5	19
9	ясно что	3	19
10	так как	1	18
11	художественного произведения	23	17
12	не может	16	17
13	как и	11	16
14	том что	1	16
15	т п	4	16
16	и не	20	16
17	точки зрения	16	15
18	искусства и	5	15
19	только в	2	14
20	не только	7	13
21	что и	2	13
22	а не	10	13
23	мы не	3	12
24	если мы	2	12
25	так же	4	12
26	в этом	15	12
27	в самом	5	11
28	не в	8	11
29	в области	3	11
30	могут быть	1	11
31	на то	1	10
32	того что	5	10
33	художественное произведение	6	10
34	потому что	1	10
35	самом деле	6	9
36	искусства в	4	9
37	по себе	5	9
38	ни в	2	9
39	как в	8	9
40	т д	8	8
41	произведение искусства	2	8
42	и что	2	8
43	никогда не	4	8
44	вместе с	2	8
45	все это	9	8
46	во всяком	4	8
47	том чтобы	2	7
48	заключается в	1	7
49	сказать что	1	7
50	того чтобы	1	7
51	и его	10	7
52	что он	3	7
53	зависимости от	3	6
54	внутренняя форма	1	6
55	отнюдь не	6	6
56	целый ряд	3	6
57	из этих	1	6
58	было бы	6	6
59	если бы	4	6
60	в его	23	6
61	вслед за	1	6
62	всяком случае	4	6
63	вовсе не	10	6
64	и даже	3	6
65	одной стороны	4	6
66	до конца	7	6
67	а в	6	6
68	художественного творчества	1	6
69	в эстетике	2	5
70	и есть	1	5
71	в зависимости	2	5
72	то же	10	5
73	х годов	1	5
74	в ее	8	5
75	с одной	4	5
76	в целом	6	5
77	несмотря на	1	5
78	искусства не	2	5
79	она не	6	5
80	в то	9	5
81	в процессе	9	5
82	не является	1	5
83	для нас	1	5
84	с другой	5	5
85	мы видим	1	5
86	так что	1	5
87	был бы	1	5
88	художественной формы	2	5
89	совершенно не	1	5
90	как бы	6	5
91	этой точки	1	5
92	все же	3	5
93	и для	1	5
94	формы и	5	5
95	и все	6	5
96	другой стороны	1	5
97	же как	2	4
98	в котором	1	4
99	в которой	4	4
100	искусства есть	1	4
101	точка зрения	2	4
102	у него	1	4
103	со всеми	3	4
104	отличие от	1	4
105	мы различаем	1	4
106	искусство и	1	4
107	в последнее	1	4
108	в себе	3	4
109	и если	2	4
110	по существу	2	4
111	тому что	1	4
112	одна из	2	4
113	у нас	5	4
114	к тому	3	4
115	со стороны	5	4
116	прежде всего	22	4
117	между тем	2	4
118	все время	2	4
119	один из	3	4
120	мы увидим	4	4
121	для всех	1	4
122	могло бы	2	4
123	там где	1	4
124	как это	6	4
125	этого слова	3	4
126	с этой	4	4
127	и о	1	4
128	искусства как	2	4
129	в результате	2	4
130	чтобы понять	1	4
131	в этих	1	4
132	в искусстве	5	4
133	и другие	1	4
134	в своих	2	4
135	к этому	1	4
136	художественном произведении	3	3
137	смысле слова	1	3
138	например в	1	3
139	это и	3	3
140	должна быть	7	3
141	той же	1	3
142	самое же	1	3
143	вопрос о	2	3
144	из которых	1	3
145	совсем не	1	3
146	но не	3	3
147	с этим	2	3
148	стороны и	4	3
149	в художественном	3	3
150	в своем	11	3
151	хотя и	1	3
152	и к	4	3
153	себе не	1	3
154	но в	5	3
155	психологии и	1	3
156	в произведении	2	3
157	та же	1	3
158	в этой	6	3
159	его и	2	3
160	состоит в	1	3
161	в силу	1	3
162	и вот	2	3
163	и по	1	3
164	тому чтобы	1	3
165	в каждом	3	3
166	может стать	1	3
167	с тем	2	3
168	в слове	1	3
169	мы знаем	1	3
170	в своей	11	3
171	представить себе	1	3
172	в отличие	1	3
173	задачи и	4	3
174	случае в	1	3
175	мысли в	2	3
176	только не	2	3
177	во всем	2	3
178	общественный человек	1	3
179	исторического материализма	1	3
180	что на	1	3
181	все то	1	3
182	не могут	1	3
183	что оно	1	3
184	не есть	2	3
185	что при	1	3
186	и это	2	3
187	но только	1	3
188	только при	1	3
189	роль в	1	3
190	так и	18	3
191	что у	1	3
192	каждого из	2	3
193	исследования и	2	3
194	что самое	1	3
195	он не	3	3
196	ее от	2	3
197	в частности	4	3
198	который в	1	3
199	не можем	2	3
200	только на	5	3
201	и других	3	3
202	мышления и	1	3
203	слова в	1	3
204	от того	2	3
205	до сих	6	3
206	не было	3	3
207	под влиянием	2	3
208	из его	1	3
209	внутренней формы	1	3
210	сих пор	6	3
211	но это	3	3
212	должны быть	5	3
213	каждой из	3	3
214	потому не	1	3
215	от всех	3	3
216	т е	34	3
217	жизни и	7	3
218	как на	4	3
219	произведения но	1	2
220	ту же	1	2
221	и без	1	2
222	на самом	7	2
223	тех же	2	2
224	идет о	2	2
225	оно было	2	2
226	как мы	5	2
227	этот метод	1	2
228	этом не	1	2
229	почти все	1	2
230	эстетики и	2	2
231	это отношение	1	2
232	но даже	1	2
233	в чем	1	2
234	совершенно прав	1	2
235	на основе	6	2
236	а только	2	2
237	и всякий	2	2
238	отношение к	3	2
239	или иное	1	2
240	что они	1	2
241	сама по	2	2
242	если она	1	2
243	независимо от	4	2
244	последнее время	1	2
245	как к	3	2
246	когда он	3	2
247	более или	6	2
248	эстетики сверху	1	2
249	увидим что	1	2
250	как таковое	2	2
251	есть ли	1	2
252	бы и	1	2
253	мы получаем	1	2
254	остановиться на	2	2
255	как он	1	2
256	в нем	14	2
257	главным образом	4	2
258	понятий и	1	2
259	из виду	2	2
260	или иных	1	2
261	как они	1	2
262	произведения с	1	2
263	и с	8	2
264	не дает	2	2
265	его в	3	2
266	искусство не	1	2
267	на почве	13	2
268	этом смысле	1	2
269	и тем	1	2
270	произведение как	3	2
271	в них	3	2
272	тенденция к	1	2
273	далеко не	1	2
274	то чтобы	1	2
275	и очень	1	2
276	нигде не	1	2
277	к значению	1	2
278	такой же	1	2
279	и тогда	1	2
280	или менее	6	2
281	что такое	2	2
282	в такой	1	2
283	с точки	13	2
284	иначе как	2	2
285	бы мы	1	2
286	как одна	1	2
287	тем не	1	2
288	том и	1	2
289	они сами	1	2
290	не менее	11	2
291	тем самым	3	2
292	в науке	2	2
293	в центр	1	2
294	в основе	3	2
295	без остатка	1	2
296	ничего не	2	2
297	в русском	1	2
298	эта тенденция	1	2
299	видим что	1	2
300	потебни и	1	2
301	тех или	1	2
302	в сознании	1	2
303	уже и	1	2
