N	3gram	Bakhtin_Fr_8	Komedia
1	в том что	6	9
2	в то время	2	5
3	с другой стороны	2	5
4	к тому же	1	5
5	в этой комедии	1	4
6	то же время	10	4
7	в то же	10	4
8	по отношению к	1	3
9	в этом отношении	1	3
10	после того как	1	3
11	речь идет о	1	3
12	с одной стороны	2	3
13	о том что	2	3
14	о том насколько	1	2
15	то же самое	1	2
16	но и в	1	2
17	здесь мы встречаем	1	2
18	до сих пор	8	2
19	в первой половине	1	2
20	как и в	4	2
21	то ни было	1	2
22	бы то ни	2	2
23	мы можем судить	1	2
24	на протяжении всего	1	2
25	в новое время	1	2
26	таким образом в	1	2
27	состоит в том	1	1
28	сложнее обстоит дело	1	1
29	более или менее	2	1
30	большей или меньшей	3	1
31	подобно тому как	1	1
32	и все остальные	1	1
33	в том числе	3	1
34	те и другие	1	1
35	только в условиях	1	1
36	вместе с тем	1	1
37	в котором каждый	1	1
38	котором каждый из	1	1
39	далеко за пределы	2	1
40	не один раз	1	1
41	можно было бы	1	1
42	что все это	2	1
43	было бы сравнить	1	1
44	что одна из	2	1
45	в самом начале	1	1
46	в данном случае	2	1
47	и его современников	1	1
48	в той же	3	1
49	в чем же	1	1
50	но при этом	1	1
51	обстоит дело с	1	1
52	в отличие от	1	1
53	потому что они	1	1
54	до наших дней	1	1
55	из самых замечательных	1	1
56	не мог не	1	1
57	в сущности и	1	1
58	как один из	1	1
59	более широкие перспективы	1	1
60	но он не	1	1
61	с самого начала	1	1
62	бы сравнить с	1	1
63	и прежде всего	1	1
64	в его творчестве	2	1
65	может и не	1	1
66	в большинстве случаев	6	1
67	как мы уже	2	1
68	то время когда	1	1
69	как мы видели	2	1
70	в предисловии к	1	1
71	для того чтобы	2	1
72	и те и	1	1
73	но и все	1	1
