1	в том что	5	9
2	и т п	1	5
3	в то время	1	5
4	к тому же	1	5
5	с другой стороны	3	5
6	в то же	4	4
7	и т д	10	4
8	в конце концов	4	4
9	то время как	1	4
10	в этом отношении	1	3
11	о том что	5	3
12	говоря уже о	1	2
13	до сих пор	3	2
14	на то что	8	2
15	или может быть	1	2
16	не говоря уже	2	2
17	внешней и внутренней	1	2
18	во всяком случае	3	2
19	то же самое	9	2
20	при этом что	1	2
21	как и в	1	2
22	в первую очередь	1	2
23	в широких кругах	1	2
24	у нас в	1	2
25	бы то ни	1	2
26	таким образом в	1	2
27	может быть даже	2	2
28	можно было бы	2	1
29	что указывает на	1	1
30	т д все	1	1
31	и о других	1	1
32	к тому что	1	1
33	же в этих	1	1
34	не только в	1	1
35	это вовсе не	2	1
36	что иное как	2	1
37	для этой цели	1	1
38	в этой пьесе	1	1
39	на этот раз	2	1
40	к числу таких	1	1
41	в чем же	1	1
42	и к тому	1	1
43	в самом начале	1	1
44	о которых мы	2	1
45	хотя и не	2	1
46	в разговоре с	1	1
47	в данном случае	8	1
48	не что иное	2	1
49	в другом случае	1	1
50	а между тем	1	1
51	что к нему	1	1
52	вместе с тем	1	1
53	сам по себе	7	1
54	он может быть	1	1
55	для того чтобы	8	1
56	до наших дней	1	1
57	так как он	2	1
58	что же касается	3	1
59	быть даже и	2	1
60	более или менее	3	1
61	в этой области	2	1
62	а может быть	2	1
63	как мы уже	1	1
64	поэтому и в	1	1
65	так или иначе	2	1
66	тем не менее	18	1
67	так же как	2	1
68	именно в этой	1	1
69	в течение всей	1	1
70	и в том	1	1
71	и на его	2	1
72	подобно тому как	2	1
73	только в виде	1	1
74	из них не	1	1
75	на себя внимание	1	1
76	в это время	1	1
77	же как и	1	1
78	в том же	1	1
79	одного из них	1	1
80	как будто бы	1	1
81	может и не	1	1
82	как мы видели	1	1
