N	3gram	Berdyaev_M_2	Literetu
1	не может быть	8	7
2	в том что	2	5
3	с точки зрения	1	3
4	в этом отношении	1	3
5	по отношению к	2	3
6	о том что	2	2
7	подобно тому как	2	2
8	том что в	1	1
9	жизнь и судьба	1	1
10	есть по преимуществу	2	1
11	лишь для того	1	1
12	ничего не стоит	1	1
13	начала в мире	1	1
14	образа и подобия	1	1
15	своего образа и	1	1
16	что он не	1	1
17	в мире как	2	1
18	в себе и	1	1
19	своего другого в	1	1
20	у него нет	3	1
21	он чувствовал себя	1	1
22	но это и	1	1
23	но и его	1	1
24	и нет в	1	1
25	себя и других	1	1
26	и перед ним	1	1
27	человека в этом	1	1
28	в конце концов	1	1
29	и не было	1	1
30	решение вопроса о	1	1
31	и он готов	1	1
32	я не могу	1	1
33	не мог бы	1	1
34	органической связи с	1	1
35	на самом деле	1	1
36	он один из	1	1
37	никогда не бывает	2	1
38	той или иной	1	1
39	после того как	2	1
40	друг друга а	1	1
41	к тому что	3	1
42	для того чтобы	4	1
43	для этого необходимо	3	1
