N	3gram	Ircho_Kome_3	slovoVRo
1	и т п	3	23
2	то же время	4	12
3	в то же	4	12
4	с точки зрения	3	8
5	в отношении к	1	6
6	и в то	1	5
7	во всяком случае	3	5
8	и т д	1	5
9	пределах того же	1	4
10	с одной стороны	3	4
11	в пределах того	1	4
12	с другой стороны	2	4
13	в зависимости от	1	3
14	но и здесь	1	3
15	более или менее	1	3
16	так и в	1	3
17	в известной степени	2	2
18	в этом случае	2	2
19	до сих пор	9	2
20	и не может	1	2
21	может быть только	1	2
22	то время как	2	2
23	в первом случае	1	2
24	в то время	2	2
25	и в этом	1	2
26	в других случаях	1	2
27	в свою очередь	6	2
28	точки зрения самого	1	2
29	к тому что	1	2
30	друг с другом	1	2
31	не могла быть	1	1
32	имеем в виду	1	1
33	оказывается перед необходимостью	1	1
34	в отличие от	1	1
35	бы то ни	2	1
36	потому что по	1	1
37	в этом отношении	2	1
38	этом случае в	1	1
39	с этой точки	1	1
40	по крайней мере	1	1
41	и в частности	1	1
42	то ни было	2	1
43	и все его	1	1
44	мы имеем в	1	1
45	и в отношении	1	1
46	среди которых должен	1	1
47	обстоит дело с	2	1
48	так или иначе	2	1
49	нечто совсем иное	1	1
50	и сам он	1	1
51	и не могла	1	1
52	и ничем не	1	1
53	отходит в сторону	1	1
54	в разной степени	1	1
55	т п не	1	1
56	в свое время	1	1
57	тем не менее	3	1
58	одним из видов	1	1
59	о том что	4	1
60	равно как и	1	1
61	таким образом на	1	1
62	все это может	1	1
63	его отношение к	1	1
64	мы остановимся здесь	1	1
65	этой точки зрения	1	1
66	с самого начала	4	1
67	ни одной из	1	1
68	можно сказать что	1	1
69	ближе к тому	1	1
70	для того чтобы	6	1
71	в том что	9	1
72	друг друга и	1	1
73	эти две линии	1	1
74	именно потому что	2	1
75	и нуждается в	1	1
