N	3gram	Bakhtin_Fr_5	Russkaja
1	друг с другом	2	14
2	то же время	9	10
3	в то же	9	10
4	с точки зрения	2	9
5	в том что	6	7
6	на самом деле	4	6
7	для того чтобы	6	6
8	до сих пор	3	5
9	быть самим собой	1	4
10	не может быть	2	4
11	вместе с тем	1	3
12	можно было бы	2	3
13	в данном случае	2	3
14	и если в	1	3
15	той или иной	1	3
16	они принадлежат к	1	2
17	что он не	1	2
18	в значительной мере	1	2
19	о том что	1	2
20	друг от друга	1	2
21	в другом случае	1	2
22	в большинстве случаев	2	2
23	в другом месте	2	1
24	и того же	1	1
25	дело в том	2	1
26	в свою очередь	1	1
27	на том же	1	1
28	по отношению к	1	1
29	это то же	1	1
30	в самом деле	1	1
31	в том числе	4	1
32	то же самое	2	1
33	является не только	1	1
34	так как оно	1	1
35	он не может	1	1
36	до известной степени	4	1
37	церкви и не	1	1
38	в этом отношении	5	1
39	том числе и	2	1
40	свидетельствуют о том	1	1
41	но вряд ли	1	1
42	не подлежит сомнению	1	1
43	только для того	1	1
44	во всех областях	1	1
45	и в частности	1	1
46	в значительной степени	1	1
47	же время в	1	1
48	и что в	1	1
49	но в то	5	1
50	и с точки	2	1
51	все они имеют	1	1
52	во всех этих	1	1
53	не только для	2	1
54	в связи с	5	1
55	это конечно не	1	1
56	в полной мере	1	1
57	в его целом	1	1
58	так же как	4	1
59	совершенно чуждый и	1	1
60	и таким образом	1	1
61	от того что	1	1
62	же время она	1	1
63	неразрывно связаны с	1	1
64	он еще не	1	1
65	одного и того	1	1
66	нельзя понимать как	1	1
67	но на самом	1	1
68	тем не менее	1	1
69	и прежде всего	3	1
70	этого слова но	1	1
71	к тому же	2	1
72	и только в	1	1
