N	3gram	Losev_Prob_5	Formalny
1	не может быть	2	10
2	в связи с	7	10
3	с точки зрения	8	7
4	в этом отношении	1	7
5	в самом деле	1	5
6	и в этом	1	5
7	то же время	1	5
8	в то же	1	5
9	во всяком случае	2	5
10	и т д	1	5
11	вместе с тем	3	4
12	на самом деле	1	3
13	как раз и	1	3
14	сам по себе	1	3
15	но и в	2	3
16	в большинстве случаев	1	3
17	в том смысле	1	3
18	с другой стороны	5	3
19	так и в	1	3
20	связи с этим	1	3
21	хотя бы в	1	3
22	ни о каком	1	3
23	для того чтобы	2	3
24	то ни стало	1	2
25	в этом смысле	3	2
26	не было и	1	2
27	и то и	1	2
28	и в дальнейшем	1	2
29	то и другое	2	2
30	в конце концов	6	2
31	не входит в	1	2
32	ни в чем	1	2
33	по себе а	1	2
34	с самого начала	1	2
35	но все же	2	2
36	в предисловии к	1	2
37	том смысле что	1	2
38	в том что	8	2
39	и не в	2	2
40	и в конце	1	1
41	не так легко	1	1
42	что иное как	3	1
43	по существу и	1	1
44	а вовсе не	1	1
45	связи с теми	1	1
46	равно как и	2	1
47	не говоря уже	1	1
48	и до сих	1	1
49	в настоящее время	3	1
50	но даже и	2	1
51	потому что не	1	1
52	во что бы	1	1
53	с одной стороны	3	1
54	в одной из	1	1
55	до сих пор	2	1
56	говоря уже о	1	1
57	в таком случае	2	1
58	могут дать только	1	1
59	как мы увидим	1	1
60	это не так	1	1
61	только тем что	1	1
62	в других областях	1	1
63	этой точке зрения	1	1
64	одной из своих	1	1
65	по крайней мере	4	1
66	то или иное	1	1
67	что бы то	1	1
68	не чем иным	2	1
69	в данном случае	2	1
70	но в то	1	1
71	и в его	1	1
72	на задний план	1	1
73	и должно было	1	1
74	с тем же	1	1
75	так или иначе	1	1
76	в такой же	1	1
77	это и есть	1	1
78	все же не	3	1
79	чуть ли не	1	1
80	бы то ни	2	1
81	мере в какой	1	1
82	смерть а не	1	1
83	только в связи	1	1
84	чем иным как	2	1
85	но тем не	1	1
86	таким образом мы	1	1
87	времени и пространстве	1	1
88	момент в понятии	1	1
89	по аналогии с	1	1
90	по этому поводу	2	1
91	вовсе не отрицает	1	1
92	не что иное	3	1
93	сама по себе	1	1
94	тем не менее	5	1
95	в чем не	1	1
