N	2gram	Nazirov_Tv_1	Narrotol
1	не только	7	26
2	а не	5	17
3	представляет собой	3	16
4	тогда как	1	15
5	но и	3	15
6	при этом	7	14
7	в том	7	14
8	в качестве	2	14
9	и не	7	14
10	в этом	6	13
11	и в	21	13
12	том что	11	13
13	только в	5	11
14	в частности	2	11
15	может быть	5	10
16	в данном	2	10
17	своего рода	4	9
18	так и	2	9
19	то есть	12	9
20	к тому	2	9
21	а в	6	9
22	в себе	2	8
23	то что	8	8
24	не в	2	8
25	не может	4	8
26	к себе	1	7
27	у него	7	6
28	в своем	4	6
29	все же	5	6
30	и к	1	6
31	но в	7	6
32	всего лишь	1	6
33	в жизни	2	6
34	никогда не	3	6
35	данном случае	2	6
36	можно сказать	2	6
37	в его	13	6
38	вслед за	2	6
39	того что	3	6
40	прежде всего	4	6
41	как бы	17	6
42	жизни в	6	6
43	героя в	1	6
44	я не	3	5
45	отличие от	2	5
46	что он	6	5
47	как в	8	5
48	хотя и	3	5
49	в нем	3	5
50	тем не	2	5
51	он не	8	5
52	таким образом	5	5
53	на протяжении	3	5
54	по мысли	1	5
55	и тем	2	5
56	далеко не	3	5
57	в котором	6	5
58	место в	3	5
59	не столько	2	5
60	тем самым	7	5
61	в то	15	5
62	на него	1	5
63	о том	6	5
64	с одной	1	5
65	по отношению	1	5
66	с другой	3	5
67	одной стороны	1	5
68	в отличие	2	5
69	я в	1	5
70	отношению к	1	5
71	то же	13	4
72	в ее	1	4
73	в этой	5	4
74	отнюдь не	5	4
75	о жизни	1	4
76	перед нами	2	4
77	что это	1	4
78	тому же	1	4
79	уже не	3	4
80	в мире	4	4
81	об этом	2	4
82	в глазах	1	4
83	все его	1	4
84	исходной ситуации	1	4
85	и уже	1	4
86	в своей	4	4
87	не к	1	4
88	в конце	1	4
89	не менее	6	4
90	но при	1	4
91	в себя	2	4
92	времени и	4	4
93	как у	1	4
94	в какой	1	4
95	свидетельствует о	2	4
96	для него	6	4
97	у нее	1	4
98	в рассказе	3	4
99	как и	12	4
100	мира в	2	4
101	как это	1	4
102	в литературе	2	4
103	и все	6	4
104	в герое	1	4
105	с ним	3	4
106	же в	1	4
107	и у	2	4
108	жизни и	3	4
109	что в	12	4
110	самом деле	2	3
111	говорилось выше	1	3
112	а как	2	3
113	мы имеем	1	3
114	жизни так	1	3
115	с его	11	3
116	как правило	1	3
117	но не	3	3
118	как к	2	3
119	в целом	4	3
120	все эти	1	3
121	в известном	1	3
122	и его	6	3
123	особое место	1	3
124	так сказать	2	3
125	и по	3	3
126	конечном счете	4	3
127	самим собой	4	3
128	соответствии с	3	3
129	о которой	1	3
130	и того	2	3
131	что я	3	3
132	тому что	1	3
133	одна из	2	3
134	пока еще	1	3
135	же время	12	3
136	как по	1	3
137	на том	2	3
138	и когда	2	3
139	и сам	1	3
140	между собой	1	3
141	о котором	2	3
142	о нем	1	3
143	внимание на	1	3
144	в конечном	4	3
145	это не	4	3
146	к ней	2	3
147	известном смысле	1	3
148	один из	4	3
149	с ними	1	3
150	никак не	1	3
151	между тем	1	3
152	то и	1	3
153	то у	1	3
154	как раз	1	3
155	и даже	3	3
156	в соответствии	3	3
157	да и	1	3
158	с этой	1	3
159	сказать что	2	3
160	к его	1	3
161	в таком	1	3
162	и т	3	2
163	же как	1	2
164	своих героев	3	2
165	в ней	2	2
166	еще не	1	2
167	он сам	6	2
168	столь же	1	2
169	в чем	2	2
170	иного рода	1	2
171	на самом	3	2
172	как уже	1	2
173	со своей	1	2
174	в самом	3	2
175	себя с	1	2
176	роль в	1	2
177	как он	1	2
178	вследствие этого	1	2
179	что она	2	2
180	выше уже	1	2
181	в принципе	2	2
182	и читателя	1	2
183	не будет	2	2
184	той же	3	2
185	было бы	1	2
186	должен был	1	2
187	ведет к	2	2
188	и что	1	2
189	жизни с	2	2
190	всякий раз	1	2
191	но он	2	2
192	и более	1	2
193	однако в	2	2
194	что с	1	2
195	не имеет	1	2
196	в процессе	1	2
197	говорить о	1	2
198	достоевского и	3	2
199	только не	1	2
200	потому что	5	2
201	со своим	1	2
202	не вполне	1	2
203	в области	1	2
204	у нас	1	2
205	личности в	2	2
206	и здесь	1	2
207	в направлении	2	2
208	мы узнаем	1	2
209	имеет место	1	2
210	оно не	1	2
211	и он	2	2
212	не могу	2	2
213	ни слова	1	2
214	мысль о	2	2
215	что у	1	2
216	начала и	1	2
217	участия в	1	2
218	во второй	2	2
219	быть может	2	2
220	действия но	1	2
221	как было	1	2
222	и вследствие	1	2
223	восходит к	1	2
224	существования в	1	2
225	эти два	1	2
226	что и	2	2
227	представления о	1	2
228	в современной	1	2
229	героини и	1	2
230	узнаем что	1	2
231	со всеми	3	2
232	себя в	1	2
233	и внутреннего	2	2
234	в виде	3	2
235	не все	1	2
236	в душе	1	2
237	одно из	1	2
238	могло бы	1	2
239	т п	2	2
240	вовсе не	5	2
241	давно уже	1	2
242	не случайно	4	2
243	томас манн	1	2
244	жизни на	1	2
245	себя но	2	2
246	в других	1	2
247	представляют собой	1	2
248	только на	2	2
249	с другим	1	2
250	именно в	2	2
251	а с	1	2
252	в настоящем	2	2
253	мира это	1	2
254	героя и	2	2
255	говорит о	3	2
256	превращается в	1	2
257	зависит от	2	2
258	картину мира	1	2
259	своего я	2	2
260	когда же	1	2
261	его характер	1	2
262	так же	3	2
263	в него	2	2
264	автора в	1	2
265	по своему	1	2
266	о чем	1	2
267	создается не	1	2
268	видит в	1	2
269	но это	5	2
270	это был	1	2
271	к которому	1	2
272	картине мира	1	2
273	для автора	2	2
274	моей жизни	1	2
275	тем более	1	2
276	хотя бы	5	2
277	только что	2	2
278	во время	1	2
279	в свою	7	2
280	точно так	2	2
281	в своих	5	2
282	он лишь	1	2
283	во сне	1	2
284	одним из	4	1
285	также и	1	1
286	в движение	1	1
287	рассматривается как	1	1
288	рассматривать в	3	1
289	к своей	1	1
290	это и	3	1
291	чего не	1	1
292	жизни есть	1	1
293	прошлое и	1	1
294	которое может	1	1
295	всей ее	1	1
296	характер за	1	1
297	на пороге	1	1
298	побуждает его	1	1
299	я как	1	1
300	более не	2	1
301	чувство стыда	2	1
302	но она	2	1
303	на себя	1	1
304	о возможности	1	1
305	на практике	1	1
306	жизни это	1	1
307	это время	2	1
308	проявляется в	1	1
309	и самого	1	1
310	в xix	1	1
311	финале рассказа	1	1
312	собой в	2	1
313	иное как	1	1
314	во всех	1	1
315	совершенно прав	1	1
316	восходящая к	1	1
317	человеческих отношений	3	1
318	него с	1	1
319	целая жизнь	1	1
320	всей моей	1	1
321	воплощенной в	1	1
322	человеку и	1	1
323	человека его	2	1
324	как говорит	1	1
325	наряду с	1	1
326	первый взгляд	1	1
