N	2gram	Berdyaev_M_1	OGranits
1	и в	28	13
2	и его	9	12
3	прежде всего	10	9
4	может быть	30	8
5	не может	28	8
6	и не	11	8
7	в его	9	7
8	и их	3	7
9	точки зрения	4	7
10	только в	6	6
11	как бы	2	6
12	не только	29	6
13	то что	5	6
14	все же	2	5
15	и наконец	1	5
16	но ведь	1	5
17	хотя бы	3	5
18	и эта	1	5
19	мы не	1	4
20	но в	7	4
21	лишь в	6	4
22	в своей	15	4
23	было бы	10	4
24	все это	6	4
25	только и	3	4
26	в каждом	1	4
27	вряд ли	3	3
28	связана с	2	3
29	и то	1	3
30	в ее	3	3
31	самом деле	1	3
32	в пределах	1	3
33	так и	1	3
34	в их	4	3
35	по отношению	2	3
36	за пределы	4	3
37	с этим	3	3
38	в которой	6	3
39	в себе	7	3
40	к одному	1	3
41	не как	4	3
42	в одном	1	3
43	так как	3	3
44	но и	25	3
45	как и	5	3
46	я хочу	3	3
47	точку зрения	1	3
48	что же	1	3
49	не в	16	3
50	да и	1	3
51	есть прежде	1	3
52	и для	2	3
53	никогда не	14	3
54	и все	10	3
55	отношению к	2	3
56	не столько	1	3
57	что в	10	3
58	в искусстве	1	3
59	смысле слова	4	2
60	и др	1	2
61	зависимости от	1	2
62	роль в	1	2
63	которое может	1	2
64	и этот	4	2
65	мы уже	1	2
66	есть не	4	2
67	мог бы	4	2
68	подойти к	1	2
69	если бы	2	2
70	что иное	1	2
71	может в	1	2
72	иное как	1	2
73	не что	1	2
74	мира если	1	2
75	себе что	1	2
76	в ней	15	2
77	между тем	1	2
78	во всей	1	2
79	что они	1	2
80	его на	1	2
81	как в	2	2
82	в этом	20	2
83	в том	6	2
84	мы видим	2	2
85	от этого	2	2
86	в этот	2	2
87	все эти	2	2
88	учение о	3	2
89	уже в	4	2
90	кажется что	1	2
91	в нем	13	2
92	для него	11	2
93	говорить об	1	2
94	отношений между	1	2
95	вовсе не	1	2
96	в зависимости	1	2
97	тем что	4	2
98	в них	4	2
99	но одно	1	2
100	в области	1	2
101	а как	2	2
102	в самом	11	2
103	входит в	2	2
104	не на	1	2
105	а не	25	2
106	не мог	3	2
107	том что	3	2
108	и истории	1	2
109	от своего	1	2
110	и ее	1	2
111	так же	1	2
112	в отношении	1	2
113	в течение	1	2
114	с этой	4	2
115	не менее	1	2
116	не имеет	3	2
117	сознания и	1	2
118	пути к	1	2
119	от всех	1	2
120	бы в	2	2
121	во всем	1	2
122	а в	4	2
123	еще в	2	2
124	нет ничего	7	2
125	и к	2	2
126	могут быть	2	2
127	в своих	1	2
128	к тому	3	2
129	и это	12	1
130	одним из	2	1
131	также и	2	1
132	дантовского неба	1	1
133	и уж	2	1
134	человека и	14	1
135	и через	1	1
136	себя как	1	1
137	в виду	2	1
138	на нем	1	1
139	выражения в	1	1
140	что до	1	1
141	это и	4	1
142	и есть	14	1
143	ту же	1	1
144	созерцать его	2	1
145	и до	1	1
146	духа но	1	1
147	можно лишь	1	1
148	ли вообще	1	1
149	на том	3	1
150	о влиянии	1	1
151	в образе	1	1
152	эта реальная	1	1
153	можно было	1	1
154	в нескольких	1	1
155	что ведь	2	1
156	особенно в	3	1
157	миром с	1	1
158	мы имеем	1	1
159	свободы которую	1	1
160	к тем	1	1
161	и о	1	1
162	но у	1	1
163	вопрос о	2	1
164	быть может	7	1
165	из одного	1	1
166	историческая судьба	1	1
167	выходит за	1	1
168	подхода к	1	1
169	ему в	1	1
170	то это	1	1
171	есть акт	1	1
172	в мире	10	1
173	и он	12	1
174	своей истории	1	1
175	и что	2	1
176	еще не	1	1
177	связи со	1	1
178	не могу	1	1
179	художественном творчестве	1	1
180	и своей	1	1
181	тем как	1	1
182	то мы	1	1
183	не знала	1	1
184	к нему	7	1
185	на самом	1	1
186	но не	8	1
187	то он	1	1
188	переходит в	15	1
189	него все	1	1
190	цели которая	1	1
191	борьбе с	1	1
192	природы и	1	1
193	отношение к	4	1
194	примыкает к	1	1
195	нет и	5	1
196	в другой	1	1
197	и достоевский	12	1
198	в свои	1	1
199	и речи	1	1
200	даже для	1	1
201	которая и	1	1
202	в истории	2	1
203	в описании	1	1
204	в одной	1	1
205	в своем	10	1
206	переходит из	1	1
207	по своей	2	1
208	один из	4	1
209	моменты в	1	1
210	и как	2	1
211	его к	1	1
212	одной из	1	1
213	этот вопрос	1	1
214	что он	10	1
215	писателей и	2	1
216	есть его	1	1
217	как объективный	1	1
218	не отражается	1	1
219	чем его	4	1
220	в значительной	1	1
221	под ним	2	1
222	существует лишь	1	1
223	является лишь	1	1
224	так в	1	1
225	в этой	6	1
226	с их	2	1
227	с одним	1	1
228	конечно не	3	1
229	литературы в	1	1
230	мы чувствуем	1	1
231	и у	2	1
232	если он	5	1
233	себя и	3	1
234	в нашей	1	1
235	как совершенно	1	1
236	этот момент	1	1
237	что она	1	1
238	интересного и	1	1
239	его и	1	1
240	поэтому творчество	1	1
241	одно из	3	1
242	в понимании	1	1
243	а вовсе	1	1
244	никто не	2	1
245	он весь	7	1
246	в конце	7	1
247	все устойчивые	1	1
248	привела к	2	1
249	что без	2	1
250	только с	1	1
251	из него	1	1
252	и никогда	1	1
253	отличие от	1	1
254	на этом	3	1
255	людей и	2	1
256	лишь с	1	1
257	гоголь и	1	1
258	ее жизни	1	1
259	и вместе	4	1
260	не должно	1	1
261	и всякое	1	1
262	даже и	2	1
263	для того	2	1
264	в вечности	1	1
265	же не	1	1
266	что мир	1	1
267	и характер	1	1
268	к другому	1	1
269	бы быть	1	1
270	на все	1	1
271	его в	3	1
272	как к	1	1
273	всего своего	1	1
274	главное и	1	1
275	искусства в	1	1
276	от одного	1	1
277	к которому	1	1
278	и говорил	1	1
279	заключается в	1	1
280	он все	1	1
281	мира это	1	1
282	лежит в	1	1
283	системы и	1	1
284	что мы	1	1
285	только одно	3	1
286	обратиться к	1	1
287	отнесена к	1	1
288	для них	3	1
289	нужно сказать	1	1
290	не было	18	1
291	а на	1	1
292	которые не	1	1
293	у других	1	1
294	и самый	2	1
295	которой он	1	1
296	он и	2	1
297	когда я	1	1
298	как ни	1	1
299	все время	1	1
300	долгое время	2	1
301	с миром	1	1
302	выйти за	1	1
303	для человека	3	1
304	должно быть	3	1
305	него не	2	1
306	менее всего	7	1
307	разных местах	1	1
308	если не	1	1
309	есть одно	2	1
310	мост между	1	1
311	которую он	2	1
312	одно дело	1	1
313	движение в	2	1
314	вступает в	1	1
315	но если	3	1
316	себе в	1	1
317	эти слова	2	1
318	что раньше	1	1
319	ко всем	3	1
320	в такой	1	1
321	перейти в	1	1
322	себе а	1	1
323	в отличие	1	1
324	в которых	4	1
325	мысли и	2	1
326	в столь	1	1
327	том основании	2	1
328	она есть	1	1
329	к этому	2	1
330	и вот	3	1
331	и там	4	1
332	формы все	1	1
333	ведь этот	1	1
334	в эпоху	1	1
335	и более	1	1
336	в ряду	1	1
337	для понимания	1	1
338	и наоборот	1	1
339	только одного	1	1
340	быть не	2	1
341	зрения и	1	1
342	это особенно	2	1
343	что такое	1	1
344	душа и	1	1
345	существует только	1	1
346	быть и	1	1
347	является для	1	1
348	между людьми	1	1
349	до конца	14	1
350	вплоть до	1	1
351	но это	1	1
352	и свободной	1	1
353	и оно	1	1
354	в начале	2	1
355	истории и	2	1
356	в то	2	1
357	мысли в	1	1
358	сознании и	1	1
359	уж конечно	2	1
360	которых он	4	1
361	же есть	1	1
362	мы все	1	1
363	связанная с	1	1
364	того чтобы	2	1
365	уже на	1	1
366	в самых	1	1
367	не существует	2	1
368	отношений и	1	1
369	в разных	1	1
370	на одном	1	1
371	влечет к	3	1
372	в самой	7	1
373	находятся в	1	1
374	то не	1	1
375	в основе	2	1
376	находит свое	1	1
377	тем более	1	1
378	от него	4	1
379	а лишь	1	1
380	потому что	16	1
381	всех исторических	1	1
382	что вообще	1	1
383	не вполне	1	1
384	об этом	1	1
385	традиций и	1	1
386	это все	1	1
387	основании что	2	1
388	не знает	4	1
389	сказать что	2	1
390	впервые в	1	1
391	все то	1	1
392	понимается как	1	1
393	но когда	1	1
394	которая есть	3	1
395	и именно	1	1
396	и часто	1	1
397	когда мы	2	1
398	про себя	1	1
399	с его	3	1
400	произведения и	1	1
401	всего в	2	1
402	вместе с	6	1
403	как для	2	1
404	к живому	1	1
