N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	23	40
2	то что	18	28
3	не только	13	25
4	и не	34	25
5	у него	6	24
6	то есть	24	24
7	том что	9	18
8	в том	11	18
9	но и	11	18
10	что в	8	17
11	в этом	25	16
12	в его	24	14
13	так что	1	14
14	не может	11	14
15	точки зрения	21	13
16	вовсе не	8	13
17	только в	8	13
18	в конце	5	12
19	а именно	1	12
20	сказать что	5	12
21	едва ли	1	11
22	никогда не	5	11
23	потому что	12	11
24	таким образом	11	11
25	о том	2	11
26	в году	1	10
27	ни в	3	10
28	и его	13	10
29	то это	1	10
30	не есть	1	10
31	прежде всего	7	10
32	как раз	4	10
33	и потому	3	10
34	и то	1	9
35	уже не	8	9
36	что это	1	9
37	в себе	5	9
38	и с	4	9
39	в своей	11	9
40	не менее	1	9
41	есть только	1	9
42	что же	1	9
43	под названием	1	9
44	как мы	5	8
45	в своем	8	8
46	в этой	4	8
47	он не	4	8
48	и что	1	8
49	раз и	3	8
50	для него	15	8
51	может быть	21	8
52	а не	20	8
53	так же	6	8
54	а только	1	7
55	хотя и	1	7
56	и как	8	7
57	что все	3	7
58	как и	8	7
59	несмотря на	6	7
60	в то	10	7
61	что и	5	7
62	того что	2	7
63	так как	7	7
64	вместе с	2	7
65	к тому	1	7
66	а в	7	7
67	в своих	2	7
68	смысле слова	1	6
69	оно есть	1	6
70	и на	10	6
71	кроме того	3	6
72	то в	1	6
73	не будет	1	6
74	с точки	15	6
75	по себе	7	6
76	в смысле	2	6
77	и это	5	6
78	и от	1	6
79	так и	10	6
80	об этом	1	6
81	и здесь	3	6
82	и даже	3	6
83	да и	2	6
84	но это	5	6
85	хотя бы	2	6
86	отношения к	2	5
87	мы уже	2	5
88	в ней	1	5
89	совсем не	1	5
90	в истории	2	5
91	все эти	8	5
92	тоже не	1	5
93	можно было	3	5
94	должно быть	1	5
95	в отношении	2	5
96	дело в	1	5
97	тем что	3	5
98	для нас	3	5
99	ничего не	6	5
100	эти три	1	5
101	у нас	1	5
102	для себя	2	5
103	с другой	2	5
104	конце концов	4	5
105	что он	10	5
106	в одном	9	5
107	не было	3	5
108	в данном	2	5
109	в самом	8	4
110	то же	10	4
111	что если	1	4
112	и о	3	4
113	вопрос о	4	4
114	но даже	1	4
