N	4gram	Vinokur_Ku_2	Problema
1	т д и т	1	4
2	также и то что	1	4
3	и т д и	1	4
4	не что иное как	1	4
5	в то время как	1	4
6	есть не что иное	1	4
7	и тем не менее	4	3
8	бы то ни было	1	3
9	дело в том что	1	2
10	в том или ином	1	2
11	но с другой стороны	1	2
12	заключается в том что	1	2
13	в том что и	1	1
14	в таких словах как	1	1
15	только для того чтобы	1	1
16	что в живом языке	1	1
17	этой точки зрения в	1	1
18	язык и вместо него	1	1
19	значит также и то	1	1
20	все дело в том	1	1
21	мы приходим к проблеме	1	1
22	и т д в	1	1
23	но все дело в	1	1
24	само по себе не	1	1
25	точки зрения в качестве	1	1
26	с этой точки зрения	2	1
27	здесь можно было бы	1	1
28	о котором говорилось выше	1	1
29	ответ на этот вопрос	1	1
30	в этом случае он	1	1
31	по себе и не	1	1
