N	2gram	Potebnia_M_3	StatiiOP
1	и в	30	25
2	в этом	10	24
3	в том	32	20
4	что он	6	19
5	может быть	28	19
6	тем что	7	19
7	что в	17	19
8	что это	4	16
9	том что	18	15
10	в этой	2	14
11	не только	21	12
12	в его	4	12
13	то что	18	12
14	в этих	1	11
15	так что	7	11
16	таким образом	14	10
17	прежде всего	3	10
18	и не	15	10
19	у него	2	9
20	но и	19	9
21	и т	5	8
22	все это	4	8
23	о том	2	8
24	в языке	7	8
25	как например	1	8
26	это было	3	8
27	из его	1	7
28	с этим	6	7
29	это не	1	7
30	было бы	9	7
31	в то	10	7
32	не может	6	7
33	что касается	1	7
34	точки зрения	2	7
35	что такое	2	7
36	г в	1	6
37	место в	3	6
38	и на	3	6
39	как в	10	6
40	из этих	9	6
41	не в	15	6
42	между тем	9	6
43	только в	21	6
44	т п	2	6
45	в области	2	6
46	как бы	3	6
47	а в	12	6
48	как на	5	6
49	отношения между	1	5
50	то же	23	5
51	ответ на	3	5
52	независимо от	5	5
53	но в	1	5
54	на то	2	5
55	он не	4	5
56	об этом	2	5
57	ни в	2	5
58	в котором	4	5
59	потому что	46	5
60	и это	4	5
61	так и	11	5
62	в них	5	5
63	с другой	7	5
64	а не	15	5
65	того что	18	5
66	другой стороны	4	5
67	например в	6	4
68	что эти	1	4
69	в которой	3	4
70	время как	1	4
71	в чем	3	4
72	относится к	4	4
73	все же	2	4
74	не было	4	4
75	то в	1	4
76	в целом	3	4
77	на его	2	4
78	в каждом	3	4
79	лишь в	1	4
80	и тем	5	4
81	в жизни	1	4
82	с тем	7	4
83	как и	10	4
84	в эту	1	4
85	а как	2	4
86	по крайней	5	4
87	в устах	1	4
88	с точки	1	4
89	ничего не	1	4
90	к ней	5	4
91	этом отношении	2	4
92	в каком	5	4
93	отличается от	1	4
94	в ней	8	4
95	и с	2	4
96	если бы	12	4
97	можно сказать	3	4
98	к нему	3	4
99	мы видим	2	4
100	в начале	3	4
101	отношение к	2	4
102	то время	4	4
103	крайней мере	5	4
104	в речи	2	4
105	связь с	3	4
106	он говорит	2	4
107	что здесь	1	4
108	в смысле	4	4
109	но это	6	4
110	сказать что	5	4
111	была бы	4	4
112	в своей	2	4
113	это в	2	4
114	можно назвать	1	4
115	во всяком	1	4
116	я и	3	3
117	говорить о	3	3
118	он был	1	3
119	с его	1	3
120	смотрел на	1	3
121	что по	2	3
122	и наконец	2	3
123	все эти	1	3
124	и если	2	3
125	поэзии в	1	3
126	от нее	2	3
127	что этот	1	3
128	показывает что	2	3
129	несмотря на	2	3
130	в их	2	3
131	что я	5	3
132	но он	1	3
133	и более	1	3
134	тому что	3	3
135	во время	2	3
136	на язык	1	3
137	же время	5	3
138	это слово	4	3
139	связи с	2	3
140	и далее	1	3
141	и здесь	1	3
142	что все	3	3
143	в словах	3	3
144	со стороны	3	3
145	и что	10	3
146	по этому	1	3
147	нельзя сказать	3	3
148	и его	4	3
149	уже не	6	3
150	уже в	5	3
151	для него	9	3
152	так как	13	3
153	в системе	2	3
154	не является	1	3
155	что для	4	3
156	одной стороны	3	3
157	с которым	1	3
158	что мы	8	3
159	бы совершенно	1	3
160	его как	1	3
161	с этой	2	3
162	между прочим	1	3
163	тем более	4	3
164	обращается к	1	3
165	к этому	3	3
166	в виде	2	3
167	в какой	2	3
168	ср с	1	3
169	народ в	1	2
170	которого в	2	2
171	самом деле	2	2
172	он может	1	2
173	к своей	1	2
174	такое же	3	2
175	той же	2	2
176	в сущности	1	2
177	как я	1	2
178	того же	1	2
179	в каждой	4	2
180	не имел	1	2
181	его отношение	1	2
182	во всех	1	2
183	то он	2	2
184	но как	2	2
185	только тогда	9	2
186	если в	1	2
187	к слову	2	2
188	нет и	1	2
189	что они	2	2
190	что именно	4	2
191	ср также	1	2
192	его к	2	2
193	в самом	8	2
194	формы в	1	2
195	во многих	1	2
196	языка к	1	2
197	и тот	2	2
198	в словаре	1	2
199	так сказать	2	2
200	т д	3	2
201	не как	2	2
202	том чтобы	2	2
203	и по	4	2
204	но все	2	2
205	может создать	1	2
206	и может	3	2
207	то есть	34	2
208	заключается в	1	2
209	случаях и	1	2
210	связанным с	1	2
211	ее в	1	2
212	а с	2	2
213	между собою	6	2
214	с не	1	2
215	мы не	9	2
216	и тогда	3	2
217	нас не	1	2
218	в такой	1	2
219	не столько	2	2
220	в которых	2	2
221	которые в	1	2
222	тем не	3	2
223	если я	1	2
224	для этого	1	2
225	произведения и	1	2
226	не менее	5	2
227	что эта	2	2
228	как о	2	2
229	на котором	2	2
230	тогда когда	9	2
231	много общего	1	2
232	не имеет	6	2
233	более что	1	2
234	на себе	1	2
235	этот образ	4	2
236	от того	8	2
237	начиная с	1	2
238	могут быть	3	2
239	к тому	7	2
240	для его	1	2
241	для того	4	2
242	на это	4	2
243	должен быть	1	2
244	как мы	7	2
245	в виду	1	2
246	без всякого	1	2
247	каждый раз	2	2
248	с самого	1	2
249	что у	1	2
250	на нее	1	2
251	или в	3	2
252	времени и	1	2
253	во многом	2	2
254	по тому	5	2
255	одного из	1	2
256	с одной	7	2
257	от них	2	2
258	этому поводу	1	2
259	а потому	6	2
260	в форме	2	2
261	еще не	5	2
262	и ее	1	2
263	есть в	3	2
264	то и	6	2
265	что если	1	2
266	в поэзии	1	2
267	при помощи	1	2
268	одно из	5	2
269	а то	1	2
270	в новом	2	2
271	вовсе не	7	2
272	при всей	1	2
273	должен был	1	2
274	заметить что	3	2
275	до сих	3	2
276	слово в	4	2
277	в ряде	1	2
278	себя и	4	2
279	что не	8	2
280	но есть	1	2
281	не на	1	2
282	вместе с	12	2
283	в одной	1	2
284	но не	7	2
285	несколько раз	1	2
286	в последнем	3	2
287	том смысле	3	2
288	быть не	2	2
289	этого слова	11	2
290	сих пор	3	2
291	это был	1	2
292	один из	4	2
293	в результате	1	2
294	его не	1	2
295	которое можно	1	2
296	только что	8	2
297	я думаю	2	2
298	здесь только	3	2
299	одной из	2	2
300	в свою	3	2
301	в общих	1	2
302	быть назван	1	2
303	гораздо более	1	2
304	совершенно от	1	1
305	вряд ли	1	1
306	что настоящее	1	1
