N	3gram	Bakhtin_Pr_4	DiskursI
1	в отличие от	3	12
2	в данном случае	1	6
3	в том что	2	6
4	то же время	5	5
5	как и в	3	5
6	по отношению к	5	4
7	в то же	5	4
8	с одной стороны	1	4
9	так и в	1	3
10	не может быть	8	3
11	о том что	2	3
12	той или иной	2	3
13	одной стороны и	1	2
14	как и всякое	1	2
15	в этом случае	1	2
16	с точки зрения	9	2
17	и не может	7	2
18	одно и то	1	2
19	и то же	1	2
20	но при этом	1	2
21	дело в том	2	2
22	в свое время	2	2
23	но прежде всего	1	1
24	по своей природе	2	1
25	но в большинстве	1	1
26	при всей ее	1	1
27	в той или	1	1
28	по своей жанровой	1	1
29	к себе самому	3	1
30	прежде всего на	1	1
31	прежде всего в	1	1
32	в самом деле	4	1
33	друг от друга	1	1
34	с другой стороны	3	1
35	хвала и брань	1	1
36	что он ничего	1	1
37	и в то	1	1
38	друг на друга	2	1
39	того и другого	2	1
40	при этом не	1	1
41	в значительной степени	1	1
42	одному из этих	1	1
43	не совпадает с	1	1
44	к своему собственному	1	1
45	а не как	1	1
46	такой же как	1	1
47	хвалы и брани	1	1
48	во всяком случае	1	1
49	чужой речи и	1	1
50	лишь в одном	1	1
51	жизни то есть	1	1
52	между тем как	1	1
53	и т.п в	1	1
54	в одном из	2	1
55	то есть в	4	1
56	с самого начала	1	1
57	в пределах одной	1	1
58	к чужому слову	5	1
59	но в этом	1	1
60	двух точек зрения	2	1
61	друг друга и	1	1
62	можно сказать что	2	1
63	времени и пространства	1	1
64	в большинстве случаев	8	1
65	в том числе	4	1
66	и в большинстве	2	1
67	в себе самом	2	1
68	лицом к лицу	1	1
69	героя никогда не	1	1
70	в аристотелевском смысле	1	1
71	том числе и	3	1
72	в пределах одного	6	1
73	он как бы	1	1
