N	2gram	Losev_Vesc_1	Myshleni
1	и в	21	28
2	в том	8	28
3	то что	27	28
4	в этом	4	27
5	того что	8	24
6	потому что	16	22
7	том что	8	19
8	не может	17	19
9	таким образом	8	18
10	что он	1	18
11	только в	14	18
12	в силу	3	17
13	что в	9	17
14	не только	36	16
15	по сравнению	7	15
16	так же	1	15
17	сравнению с	6	14
18	точки зрения	5	13
19	может быть	16	13
20	сказать что	17	13
21	в сфере	4	12
22	тому что	2	11
23	и не	29	11
24	что мы	14	11
25	как бы	12	11
26	но не	5	10
27	понятий и	2	10
28	с точки	3	10
29	в отношении	4	10
30	того чтобы	3	10
31	к тому	3	10
32	как мы	4	10
33	так как	7	10
34	от того	3	10
35	но и	18	10
36	могли бы	1	9
37	было бы	14	9
38	мы можем	4	9
39	между собой	1	9
40	в самом	9	8
41	мы видели	1	8
42	тем самым	1	8
43	никогда не	2	8
44	тем что	2	8
45	для того	2	8
46	еще не	8	8
47	того же	5	7
48	то же	6	7
49	в сущности	4	7
50	отношение к	1	7
51	в своем	6	7
52	в которой	1	7
53	в нем	2	7
54	заключается в	1	7
55	можно было	2	7
56	если бы	5	7
57	мы видим	2	7
58	мышления и	1	7
59	вместе с	1	7
60	что оно	8	7
61	между ними	3	7
62	же как	1	6
63	мы не	6	6
64	в чем	6	6
65	и как	8	6
66	и к	1	6
67	как и	8	6
68	для него	4	6
69	тогда когда	5	6
70	когда мы	6	6
71	же самое	1	6
72	то время	1	6
73	приводит к	1	6
74	так и	3	6
75	и что	15	6
76	можно сказать	6	6
77	его в	2	6
78	так что	5	6
79	как раз	9	6
80	вообще не	2	6
81	в то	3	6
82	в зависимости	1	5
83	вопрос о	1	5
84	время как	1	5
85	из того	2	5
86	зависимости от	1	5
87	но в	5	5
88	то в	4	5
89	в этой	3	5
90	что все	2	5
91	на этой	1	5
92	и тем	3	5
93	с тем	5	5
94	в разных	4	5
95	с другом	1	5
96	могут быть	1	5
97	в пределах	1	5
98	это не	5	5
99	в свете	7	5
100	содержится в	3	5
101	друг с	1	5
102	и все	5	5
103	и то	10	4
104	переход от	1	4
105	в первом	2	4
106	к другому	1	4
107	той же	2	4
108	если я	6	4
109	мы имеем	7	4
110	я не	4	4
111	мы и	1	4
112	во всех	2	4
113	только тогда	3	4
114	относится к	5	4
115	в той	3	4
116	с этим	3	4
117	в мысли	3	4
118	самом начале	1	4
119	в себе	14	4
120	на то	4	4
121	в понятии	4	4
122	на этом	2	4
123	и того	2	4
124	одного и	1	4
125	и логики	1	4
126	но если	8	4
127	не в	5	4
128	нас к	1	4
129	своей природе	1	4
130	что на	2	4
131	оно не	3	4
132	на основе	1	4
133	ясно что	8	4
134	что и	3	4
135	именно в	1	4
136	в качестве	1	4
137	мы знаем	1	4
138	но что	2	4
139	на этот	1	4
140	и следовательно	7	4
141	в частности	1	4
142	который мы	1	4
143	ту же	2	3
144	тому чего	1	3
145	это и	6	3
146	чего не	2	3
147	оба эти	3	3
148	может сделать	2	3
149	с его	1	3
150	из этих	1	3
151	видели что	1	3
152	одном и	1	3
153	очевидно что	1	3
154	независимо от	5	3
155	хотя и	4	3
156	от этого	2	3
157	и отношения	1	3
158	остановиться на	1	3
159	движение и	1	3
160	как оно	3	3
161	при этом	1	3
162	с ней	2	3
163	раз в	1	3
164	и по	1	3
165	должен был	1	3
166	восприятия и	1	3
167	что такое	12	3
168	по себе	13	3
169	является как	1	3
170	вещей как	1	3
171	в основе	3	3
172	только не	2	3
173	это мы	1	3
174	по своей	2	3
175	до того	1	3
176	этом отношении	1	3
177	лежит в	1	3
178	отличается от	7	3
179	только то	2	3
180	в себя	13	3
181	но мы	1	3
182	только те	1	3
183	мог бы	5	3
184	и здесь	4	3
185	до сих	1	3
186	во втором	2	3
187	в его	2	3
188	и только	3	3
189	все время	1	3
190	в сферу	1	3
191	один из	3	3
192	этот вопрос	1	3
193	и его	2	3
194	есть в	1	3
195	в нашей	1	3
196	а это	4	3
197	представить себе	1	3
198	нуждается в	1	3
199	на фактах	1	3
200	только к	2	3
201	и составляет	1	3
202	зависит от	1	3
203	а не	19	3
204	же точно	2	3
205	как это	2	3
206	это есть	7	3
207	сейчас мы	1	3
208	сих пор	1	3
209	бы в	5	3
210	мы должны	2	3
211	первом случае	2	3
212	что то	2	3
213	в своих	1	3
214	самом деле	4	2
215	мы уже	3	2
216	к новой	1	2
217	в возможности	1	2
218	себе что	3	2
219	языка у	1	2
220	а только	3	2
221	себе и	1	2
222	что они	6	2
223	что именно	1	2
224	прежде всего	9	2
225	все же	4	2
226	когда он	1	2
227	и наконец	1	2
228	между двумя	1	2
229	понятие в	1	2
230	как понятие	3	2
231	меньшей мере	1	2
232	бы сказать	2	2
233	все эти	3	2
234	различия и	1	2
235	если он	1	2
236	но на	2	2
237	по самому	3	2
238	мысли и	3	2
239	к одному	3	2
240	с этой	4	2
241	этим самым	1	2
242	различие между	2	2
243	в другом	2	2
244	с другими	8	2
245	сказывается в	1	2
246	во внимание	1	2
247	несмотря на	1	2
248	смысле что	1	2
249	раз и	1	2
250	в этих	1	2
251	что если	1	2
252	в своей	5	2
