N	2gram	Propp_Isto_7	Poddanst
1	не только	21	17
2	и в	24	14
3	и не	4	12
4	в этом	12	10
5	в качестве	3	9
6	но в	5	9
7	то же	8	9
8	в том	7	9
9	хотя бы	1	8
10	только в	6	7
11	в обстановке	1	7
12	в то	2	7
13	в ней	1	6
14	xix века	1	6
15	было бы	2	6
16	е с	1	6
17	но и	11	6
18	в которых	1	5
19	с другой	9	5
20	может быть	14	5
21	и пр	1	5
22	а я	1	5
23	не в	9	5
24	и о	2	5
25	если бы	1	4
26	а также	1	4
27	в своем	1	4
28	и к	1	4
29	как бы	4	4
30	и если	3	4
31	том что	10	4
32	не может	14	4
33	и потому	1	4
34	в котором	2	4
35	по себе	1	4
36	в русской	5	4
37	что в	13	4
38	мы должны	4	4
39	же в	1	4
40	а в	10	4
41	то что	7	4
42	и т	17	3
43	мы не	4	3
44	сводится к	1	3
45	это не	10	3
46	вслед за	1	3
47	хотя и	3	3
48	и как	1	3
49	тот же	2	3
50	с ними	1	3
51	с одной	5	3
52	северной америке	1	3
53	в нем	6	3
54	для того	1	3
55	прежде всего	2	3
56	одной стороны	5	3
57	с тем	1	3
58	что мы	3	3
59	и без	1	3
60	с точки	1	3
61	но не	6	3
62	т е	16	3
63	тем самым	1	3
64	потому что	9	3
65	точки зрения	4	3
66	и это	2	2
67	отношения к	1	2
68	например в	3	2
69	в ее	2	2
70	и есть	1	2
71	есть не	1	2
72	которую мы	1	2
73	что смена	1	2
74	никак не	1	2
75	во всех	7	2
76	если в	2	2
77	во всей	1	2
78	со стороны	2	2
79	с этим	2	2
80	и пусть	1	2
81	того что	6	2
82	стороны и	2	2
83	духа и	1	2
84	и весьма	1	2
85	бы ни	1	2
86	думать что	2	2
87	в начале	1	2
88	в его	1	2
89	из них	2	2
90	в виде	1	2
91	в силу	2	2
92	и вот	1	2
93	и с	1	2
94	именно в	1	2
95	и тем	2	2
96	в жизни	1	2
97	в них	3	2
98	весьма вероятно	1	2
99	а не	8	2
100	должно быть	1	2
101	в эту	1	2
102	образом на	1	2
103	не столько	3	2
104	друг другу	1	2
105	для тех	1	2
106	что из	2	2
107	не менее	5	2
108	все это	8	2
109	между прочим	3	2
110	не о	1	2
111	одна из	7	2
112	мысль о	1	2
113	еще более	1	2
114	тем более	2	2
115	для нас	6	2
116	может и	1	2
117	в частности	1	2
118	как на	1	2
119	в северной	1	2
120	от этой	1	1
121	в русских	2	1
122	же как	4	1
123	менее ясно	1	1
124	связана с	1	1
125	это значит?	1	1
126	и то	1	1
127	тем и	1	1
128	как известно	1	1
129	на основе	1	1
130	и леса	1	1
131	в иных	1	1
132	и этим	3	1
133	смысл этого	1	1
134	должна быть	1	1
135	касается не	1	1
136	чтобы дать	1	1
137	это такое	1	1
138	на нее	1	1
139	и ясный	1	1
140	на заре	1	1
141	те же	1	1
142	не с	1	1
143	очень далеко	1	1
144	том мире	1	1
145	бы что	1	1
146	что уже	1	1
147	для этого	1	1
148	мир с	1	1
149	находится в	1	1
150	не вполне	3	1
151	оно есть	1	1
152	на себя	2	1
153	и ее	2	1
154	в некотором	1	1
155	мы и	1	1
156	и здесь	12	1
157	он пришел	1	1
158	и что	10	1
159	еще не	8	1
160	и на	2	1
161	она всегда	1	1
162	он был	1	1
163	и силы	1	1
164	с того	4	1
165	или все	1	1
166	в различных	3	1
167	с его	3	1
168	вопросу о	1	1
169	восходит к	2	1
170	связь между	1	1
171	в задачах	1	1
172	не все	3	1
173	что и	8	1
174	да в	1	1
175	не просто	2	1
176	е если	1	1
177	перед тем	1	1
178	что во	2	1
179	а она	4	1
180	вот как	1	1
181	как условие	2	1
182	в современной	1	1
183	тех пор	1	1
184	все же	9	1
185	выражены в	1	1
186	мы видим	10	1
187	как задачи	1	1
188	более или	1	1
189	в какой	1	1
190	в народе	1	1
191	должен быть	1	1
192	именно во	1	1
193	духа в	1	1
194	в самом	2	1
195	в условиях	1	1
196	в которой	2	1
197	во времени	1	1
198	что это	6	1
199	их не	2	1
200	вопрос об	1	1
201	представляет собой	4	1
202	из этих	3	1
203	в известном	1	1
204	всего мы	1	1
205	под его	1	1
206	оказывается в	1	1
207	что его	2	1
208	уже в	3	1
209	во многих	2	1
210	в большинстве	1	1
211	только на	2	1
212	на то	3	1
213	если он	3	1
214	в наших	1	1
215	не могла	1	1
216	т д	16	1
217	мы знаем	2	1
218	есть та	1	1
219	значения но	1	1
220	богов и	1	1
221	к ним	2	1
222	друг друга	2	1
223	мы можем	4	1
224	ему на	1	1
225	и только	1	1
226	и по	3	1
227	кто был	1	1
228	с собой	7	1
229	мы возьмем	1	1
230	задач мы	2	1
231	многих других	1	1
232	в каждом	1	1
233	и признаки	1	1
234	представляют собой	5	1
235	связанные с	2	1
236	какой обстановке	2	1
237	имеют в	1	1
238	из двух	1	1
239	в исторической	1	1
240	возможно что	3	1
241	как женщина	1	1
242	собой переход	1	1
243	большинстве случаев	1	1
244	ясно что	1	1
245	о соединении	1	1
246	его в	3	1
247	связаны с	2	1
248	и тех	1	1
249	живет в	1	1
250	совершенно ясно	4	1
251	а с	1	1
252	и недостаточно	1	1
253	что не	2	1
254	в ином	12	1
255	но есть	3	1
256	по всему	1	1
257	которая и	1	1
258	них и	1	1
259	различных формах	1	1
260	где он	1	1
261	далеко не	1	1
262	в этой	1	1
263	на основании	1	1
264	как и	6	1
265	и уже	1	1
266	в свете	3	1
267	относящиеся к	1	1
268	и злой	1	1
269	когда в	1	1
270	или менее	1	1
271	что если	1	1
272	и при	1	1
273	земель и	1	1
274	не дается	1	1
275	так же	6	1
276	бесконечное количество	1	1
277	имеют одновременно	1	1
278	что именно	1	1
279	одна сторона	1	1
280	знаем что	3	1
281	в данном	4	1
282	вопрос о	3	1
283	он будет	1	1
284	явление и	1	1
285	из авторов	1	1
286	в отдельности	2	1
287	и более	1	1
288	там где	5	1
289	богом и	1	1
290	и наоборот	1	1
291	того кто	2	1
292	в предыдущем	1	1
293	может идти	2	1
294	есть знак	2	1
295	и другим	1	1
296	должна в	1	1
297	в основном	2	1
298	что эта	1	1
299	она не	2	1
300	исторического бытия	1	1
301	но для	2	1
302	тогда когда	3	1
303	она должна	1	1
304	случаях когда	4	1
305	тому на	1	1
306	эта задача	5	1
307	не имеет	4	1
308	никогда не	4	1
309	и злая	1	1
310	находятся в	1	1
311	область где	1	1
312	они являются	1	1
313	исторической действительности	1	1
314	и которая	1	1
315	как она	1	1
316	что по	2	1
317	в наши	1	1
318	другой стороны	8	1
319	только что	1	1
320	в этих	13	1
321	только как	1	1
322	в иной	2	1
323	при сохранении	1	1
324	есть признак	1	1
325	есть и	4	1
