N	2gram	Losev_Prob_3	StatiiOP
1	и в	44	25
2	в этом	17	24
3	у пушкина	6	22
4	в том	21	20
5	что он	9	19
6	может быть	28	19
7	тем что	4	19
8	что в	8	19
9	что это	3	16
10	том что	12	15
11	в этой	3	14
12	не только	14	12
13	в его	9	12
14	то что	23	12
15	в этих	2	11
16	что пушкин	1	11
17	так что	12	11
18	таким образом	9	10
19	прежде всего	3	10
20	и не	35	10
21	у него	1	9
22	но и	10	9
23	и т	13	8
24	все это	5	8
25	о том	6	8
26	в языке	1	8
27	это было	2	8
28	в своих	1	8
29	с этим	2	7
30	это не	9	7
31	было бы	8	7
32	в то	9	7
33	не может	7	7
34	точки зрения	5	7
35	что такое	3	7
36	и на	1	6
37	как в	5	6
38	из этих	1	6
39	пушкина и	3	6
40	не в	13	6
41	а а	1	6
42	только в	19	6
43	в конце	5	6
44	как бы	9	6
45	а в	5	6
46	как на	2	6
47	то же	13	5
48	ответ на	1	5
49	то обстоятельство	1	5
50	независимо от	1	5
51	но в	12	5
52	на то	3	5
53	он не	8	5
54	об этом	3	5
55	ни в	8	5
56	мы имеем	2	5
57	в котором	2	5
58	пушкина с	1	5
59	потому что	25	5
60	обстоятельство что	1	5
61	и это	9	5
62	так и	10	5
63	в них	1	5
64	отметить что	1	5
65	с другой	7	5
66	а не	18	5
67	такого рода	6	5
68	того что	8	5
69	другой стороны	5	5
70	например в	1	4
71	что эти	1	4
72	в которой	2	4
73	время как	4	4
74	из которых	2	4
75	в чем	4	4
76	точка зрения	1	4
77	относится к	1	4
78	все же	6	4
79	не было	5	4
80	и к	6	4
81	то в	3	4
82	в целом	6	4
83	на его	1	4
84	лишь в	1	4
85	и тем	9	4
86	в жизни	1	4
87	с тем	5	4
88	как и	10	4
89	а как	2	4
90	у нас	10	4
91	по крайней	5	4
92	с точки	2	4
93	ничего не	3	4
94	к ней	1	4
95	в каком	4	4
96	отличается от	4	4
97	в ней	5	4
98	и с	9	4
99	если бы	3	4
100	можно сказать	6	4
101	а также	4	4
102	в качестве	3	4
103	в начале	2	4
104	всяком случае	6	4
105	то время	4	4
106	крайней мере	5	4
107	он говорит	1	4
108	это есть	3	4
109	что здесь	5	4
110	и для	2	4
111	в отдельных	1	4
112	но это	8	4
113	сказать что	16	4
114	была бы	1	4
115	в своей	5	4
116	из этого	3	4
117	это в	2	4
118	можно назвать	1	4
119	во всяком	9	4
120	по мнению	2	3
121	говорить о	3	3
122	подчеркнуть что	1	3
123	своего рода	1	3
124	кроме того	3	3
125	все эти	7	3
126	и если	6	3
127	всех этих	2	3
128	поэзии в	1	3
129	от нее	1	3
130	в другом	2	3
131	нет в	1	3
132	о которых	3	3
133	несмотря на	1	3
134	нет никакого	4	3
135	в их	2	3
136	но он	1	3
137	и более	2	3
138	тому что	4	3
139	во время	1	3
140	на тему	1	3
141	это слово	1	3
142	связи с	8	3
143	и далее	1	3
144	и здесь	5	3
145	что все	2	3
146	и что	7	3
147	нельзя сказать	2	3
148	у которого	1	3
149	пушкин придавал	1	3
150	и его	5	3
151	уже не	7	3
152	уже в	3	3
153	не так	3	3
154	для него	3	3
155	так как	9	3
156	как раз	8	3
157	не является	11	3
158	связан с	1	3
159	писателя и	1	3
160	что для	3	3
161	одной стороны	1	3
162	до конца	1	3
163	с которым	1	3
164	что мы	8	3
165	бы совершенно	1	3
166	его как	3	3
167	в связи	7	3
168	с этой	3	3
169	между прочим	2	3
170	в стихотворении	2	3
171	тем более	3	3
172	другое дело	2	3
173	обращается к	1	3
174	конце концов	3	3
175	все они	2	3
176	к этому	1	3
177	в виде	6	3
178	пушкин и	1	3
179	эту вещь	2	2
180	речь идет	1	2
181	самом деле	3	2
182	он может	1	2
183	мы имели	1	2
184	такое же	1	2
185	значение он	1	2
186	и за	2	2
187	той же	1	2
188	того же	2	2
189	значит и	3	2
190	не был	2	2
191	хочет сказать	1	2
192	во всех	2	2
193	то он	2	2
194	но как	4	2
195	только тогда	2	2
196	с которыми	2	2
197	не просто	23	2
198	себе отчет	1	2
199	что они	5	2
200	в произведениях	1	2
201	что именно	1	2
202	в самом	3	2
203	во многих	1	2
204	и тот	1	2
205	т д	13	2
206	о которой	1	2
207	не как	1	2
208	том чтобы	1	2
209	представляет собою	1	2
210	чтобы в	1	2
211	и по	2	2
212	но все	3	2
213	и может	2	2
214	то есть	34	2
215	заключается в	4	2
216	ее в	1	2
217	а с	2	2
218	он и	2	2
219	между собою	2	2
220	жизни но	2	2
221	мы не	7	2
222	и тогда	3	2
223	которую он	1	2
224	нас не	5	2
225	в такой	1	2
226	не столько	2	2
227	в которых	3	2
228	точку зрения	1	2
229	в прямом	1	2
230	тем не	10	2
231	для этого	6	2
232	это особенно	1	2
233	произведения и	2	2
234	если и	1	2
235	в отношении	2	2
236	не менее	10	2
237	но они	1	2
238	как о	5	2
239	дело не	2	2
240	и прочие	1	2
241	на котором	2	2
242	тогда когда	1	2
243	было у	1	2
244	не имеет	9	2
245	никогда не	6	2
246	и всегда	2	2
247	слова как	2	2
248	он хочет	1	2
249	на себе	3	2
250	исторического процесса	1	2
251	этот образ	1	2
252	от того	2	2
253	начиная с	1	2
254	могут быть	2	2
255	и такие	3	2
256	к тому	3	2
257	но также	2	2
258	для его	3	2
259	для того	1	2
260	утверждать что	1	2
261	как мы	8	2
262	с ее	2	2
263	в виду	10	2
264	нужно сказать	1	2
265	без всякого	3	2
266	каждый раз	3	2
267	что у	3	2
268	на нее	1	2
269	или в	4	2
270	нас к	2	2
271	произведения как	1	2
272	внимание на	1	2
273	с одной	2	2
274	и во	2	2
275	от них	1	2
276	а потому	1	2
277	и только	6	2
278	и других	1	2
279	все время	1	2
280	еще не	5	2
281	за себя	2	2
