N	2gram	Tiupa_Narr_1	Formalny
1	и в	11	38
2	в этом	12	27
3	может быть	15	23
4	и его	10	21
5	таким образом	1	20
6	и не	23	20
7	в самом	6	16
8	не в	6	15
9	прежде всего	4	15
10	и т	1	14
11	не может	8	14
12	в нем	4	13
13	связи с	2	13
14	но и	27	13
15	в пределах	2	12
16	с его	4	11
17	с тем	1	11
18	в том	8	11
19	языка как	1	11
20	с другими	1	10
21	в его	6	10
22	в связи	2	10
23	с помощью	1	10
24	не только	31	9
25	при этом	19	9
26	и с	3	9
27	как и	13	9
28	язык как	2	8
29	самом деле	3	8
30	отнюдь не	2	8
31	все же	4	8
32	точки зрения	5	8
33	так и	5	8
34	что и	1	8
35	тем что	1	8
36	в первом	4	7
37	как мы	2	7
38	в корне	1	7
39	лишь в	3	7
40	по себе	4	7
41	для него	4	7
42	в своей	5	7
43	с точки	1	7
44	во втором	6	7
45	уже не	8	7
46	этом отношении	3	7
47	слова и	1	7
48	что в	3	7
49	и ее	3	6
50	в ней	4	6
51	в этой	6	6
52	то же	8	6
53	он не	3	6
54	в их	1	6
55	могут быть	1	6
56	все время	1	6
57	только в	12	6
58	то что	9	6
59	не было	3	6
60	вместе с	2	6
61	а не	13	6
62	как раз	6	6
63	в результате	2	6
64	хотя бы	2	6
65	а в	13	6
66	это и	1	5
67	в первый	1	5
68	во всех	1	5
69	т д	1	5
70	в слове	3	5
71	в то	4	5
72	же время	4	5
73	ни о	2	5
74	если бы	7	5
75	сводится к	3	5
76	и только	2	5
77	что он	3	5
78	всяком случае	2	5
79	именно в	3	5
80	с этим	1	5
81	и для	2	5
82	еще более	1	5
83	во всяком	2	5
84	в сущности	2	4
85	как в	4	4
86	и наконец	1	4
87	и к	1	4
88	не как	1	4
89	его от	1	4
90	входит в	2	4
91	мы видели	1	4
92	раз и	1	4
93	ничего не	2	4
94	к тому	6	4
95	здесь не	2	4
96	но в	7	4
97	чем он	2	4
98	что не	2	4
99	из них	4	4
100	так как	1	4
101	не о	2	4
102	в особенности	2	4
103	и даже	2	4
104	другой стороны	2	4
105	там где	1	4
106	на фоне	1	4
107	как бы	6	4
108	известной степени	1	4
109	совершенно не	1	4
110	оно не	2	4
111	к этому	1	4
112	они не	1	4
113	например в	1	3
114	же как	1	3
115	сам по	1	3
116	тем же	2	3
117	и до	1	3
118	в зависимости	2	3
119	мы не	3	3
120	между этими	1	3
121	зависимости от	2	3
122	и на	5	3
123	бы она	1	3
124	не входит	1	3
125	значение и	1	3
126	если в	2	3
127	хотя и	4	3
128	и как	3	3
129	не приходится	1	3
130	что это	1	3
131	смыслом а	1	3
132	в целом	3	3
133	из этих	4	3
134	но ведь	1	3
135	роль в	2	3
136	только на	2	3
137	так сказать	2	3
138	но именно	3	3
139	значительной степени	1	3
140	главным образом	1	3
141	его в	1	3
142	это было	2	3
143	для них	2	3
144	он и	2	3
145	его нельзя	1	3
146	однако и	4	3
147	произведения и	1	3
148	до известной	1	3
149	не является	3	3
150	в области	2	3
151	но все	1	3
152	того чтобы	4	3
153	так в	4	3
154	особенно в	2	3
155	и здесь	1	3
156	одного из	6	3
157	в значительной	1	3
158	к нему	4	3
159	того что	4	3
160	то и	1	3
161	слова в	4	3
162	каждый из	2	3
163	для того	3	3
164	с другой	2	3
165	а о	2	3
166	не то	1	3
167	речи и	1	3
168	и смысла	1	3
169	быть и	2	3
170	все это	1	3
171	на самом	1	3
172	или в	6	3
173	и все	3	3
174	была бы	1	3
175	жизни и	6	3
176	еще можно	1	2
177	и то	3	2
178	дело обстоит	1	2
179	идет о	3	2
180	между двумя	5	2
181	едва ли	3	2
182	было и	2	2
183	по аналогии	1	2
184	этого термина	1	2
185	это время	1	2
186	он был	1	2
187	в последних	1	2
188	столь же	5	2
189	не роман	1	2
190	но не	4	2
191	но как	3	2
192	а только	1	2
193	отношение к	1	2
194	отличие от	2	2
195	ни одна	1	2
196	что именно	1	2
197	перед нами	5	2
198	то в	4	2
199	со своей	1	2
200	та же	2	2
201	в которой	1	2
202	уже в	1	2
203	речи но	1	2
204	состоит в	10	2
205	и по	1	2
206	то ни	1	2
207	том случае	1	2
208	особенности в	1	2
209	говорить не	1	2
210	но совершенно	1	2
211	для нее	1	2
212	и иных	2	2
213	и тем	4	2
214	произведение как	1	2
215	со смыслом	1	2
216	том что	7	2
217	в этих	2	2
218	во второй	1	2
219	себе а	1	2
220	в отличие	2	2
221	от его	1	2
222	должны были	1	2
223	их в	3	2
224	для этого	1	2
225	даже в	1	2
226	тому что	1	2
227	она не	2	2
228	самого рассказа	1	2
229	тем самым	5	2
230	что эта	1	2
231	не имеет	2	2
232	не по	4	2
233	для всего	1	2
234	никогда не	4	2
235	слова как	1	2
236	этих двух	2	2
237	и лишь	1	2
238	как она	2	2
239	не останется	1	2
240	что на	4	2
241	если же	1	2
242	и о	3	2
243	значения и	2	2
244	в ее	1	2
245	и от	2	2
246	приводит к	1	2
247	и совершенно	1	2
248	времени и	9	2
249	с ним	2	2
250	и восприятия	1	2
251	в виду	1	2
252	произведения как	1	2
253	является в	1	2
254	между тем	3	2
255	слова фразы	1	2
256	это не	3	2
257	от этих	2	2
258	один из	6	2
259	с ними	2	2
260	не происходит	1	2
261	не будет	2	2
262	потому что	5	2
263	в качестве	14	2
264	вопроса о	1	2
265	или даже	1	2
266	в котором	1	2
267	сами по	2	2
268	в конце	2	2
269	образом не	1	2
270	не просто	1	2
271	со стороны	8	2
272	даже не	1	2
273	а именно	1	2
274	значения в	1	2
275	между ними	2	2
276	что для	1	2
277	на литературу	1	2
278	до конца	2	2
279	его как	1	2
280	к его	2	2
281	как это	3	2
282	установкой на	2	2
283	в той	2	2
284	перехода от	1	2
285	в тех	1	2
286	художественное произведение	1	2
287	но это	1	2
288	в чем	2	2
289	ее и	1	2
290	сказать что	2	2
291	в искусстве	1	2
292	в таком	2	2
293	и наиболее	1	1
294	как известно	3	1
295	говоря о	1	1
296	и через	2	1
297	того же	1	1
298	к своей	1	1
299	что слово	1	1
300	не смысл	1	1
301	он стоит	1	1
302	той же	1	1
303	полагает что	1	1
304	мы имеем	3	1
305	словами в	1	1
306	и само	1	1
307	надо было	1	1
308	и языка	1	1
309	пока только	1	1
310	этом не	1	1
311	высказывания в	2	1
312	что иное	1	1
313	не вполне	2	1
314	из того	1	1
315	но даже	1	1
316	и со	1	1
317	как не	1	1
318	слово не	1	1
319	меньшей степени	2	1
320	практики а	1	1
321	столько же	2	1
322	как один	1	1
323	иное как	1	1
324	со словами	2	1
325	бы то	1	1
326	в различных	1	1
327	события в	2	1
328	сознания а	1	1
329	различия между	1	1
330	словами как	1	1
331	чем это	2	1
332	мы будем	1	1
333	точка зрения	5	1
334	русского языка	1	1
335	важное для	1	1
336	в м	1	1
337	и соответствующих	1	1
338	если она	2	1
339	в самостоятельный	1	1
340	не изображает	1	1
341	встречи с	2	1
342	в своем	3	1
343	и где	1	1
344	и есть	1	1
345	собственно и	1	1
