N	3gram	Losev_Vlad_1	Komedia
1	в том что	7	9
2	в самом деле	1	6
3	для того чтобы	2	6
4	в свою очередь	1	6
5	в то же	4	4
6	о том что	7	4
7	то же время	4	4
8	к тому же	2	4
9	вместе с тем	1	3
10	в связи с	1	3
11	во всяком случае	2	3
12	любовь к ней	1	3
13	до тех пор	1	3
14	с одной стороны	1	3
15	тем не менее	2	3
16	хотя бы по	1	2
17	так или иначе	1	2
18	что он не	3	2
19	бы то ни	1	2
20	в этом отношении	1	2
21	то время как	1	2
22	то ни было	1	2
23	в конце концов	3	2
24	с другой стороны	3	2
25	то обстоятельство что	2	2
26	в то время	2	2
27	в известной степени	1	2
28	на этот раз	4	2
29	что и в	2	2
30	но и все	1	1
31	более или менее	3	1
32	не говоря уже	1	1
33	в ответ на	2	1
34	когда он был	1	1
35	так и не	1	1
36	во время своего	1	1
37	на первый план	2	1
38	но как раз	1	1
39	как это было	1	1
40	более далекого от	1	1
41	говоря уже о	1	1
42	и в то	2	1
43	но в этот	1	1
44	и во многом	1	1
45	но и здесь	1	1
46	за то что	1	1
47	к себе на	1	1
48	и не может	1	1
49	на то что	4	1
50	об этом не	1	1
51	с ней в	1	1
52	не без основания	1	1
53	и в частности	2	1
54	как раз в	1	1
55	в настоящее время	1	1
56	в том чтобы	2	1
57	все то же	1	1
58	из любви к	1	1
59	которой мы сталкиваемся	1	1
60	в течение всей	4	1
61	в этот момент	1	1
62	то что он	5	1
63	из них не	1	1
64	и меня и	1	1
65	за это время	2	1
66	еще одна цитата	1	1
67	об этом и	2	1
68	в неловкое положение	1	1
69	нет ни одного	1	1
70	не по годам	1	1
71	вступить с ней	1	1
72	и о том	1	1
73	так и в	1	1
74	можно сказать что	2	1
75	и без того	1	1
76	отношения к нему	1	1
77	и никогда не	1	1
78	что у него	2	1
79	никогда не любил	1	1
80	к этому времени	2	1
81	и по существу	1	1
82	по этому поводу	1	1
83	к тому что	1	1
84	что он говорит	1	1
85	и в этом	1	1
86	лицом к лицу	1	1
87	и с его	1	1
88	так как он	2	1
89	выходят за пределы	1	1
90	только об этом	1	1
91	в том же	1	1
92	и т д	2	1
93	в свое время	5	1
