N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	41
2	то есть	9	24
3	и т.п	8	19
4	мы уже	1	18
5	во всех	1	17
6	таким образом	1	17
7	в нем	4	16
8	и с	3	16
9	и его	10	13
10	но и	27	13
11	в этом	12	12
12	как мы	2	12
13	все это	1	11
14	в самом	6	10
15	не только	31	10
16	так как	1	10
17	прежде всего	4	10
18	то что	9	10
19	и на	5	9
20	во время	1	9
21	границы между	1	9
22	о том	4	9
23	и все	3	9
24	в сущности	2	8
25	но в	7	8
26	в этой	6	8
27	никогда не	4	8
28	и до	1	7
29	как и	13	7
30	том что	7	7
31	в его	6	7
32	у него	7	7
33	в особенности	2	7
34	как бы	6	7
35	что в	3	7
36	также и	3	6
37	например в	1	6
38	в году	2	6
39	следующей главе	1	6
40	в то	4	6
41	в образе	1	6
42	один из	6	6
43	с помощью	1	6
44	вместе с	2	6
45	в следующей	3	6
46	или в	6	6
47	сказать что	2	6
48	что он	3	6
49	подчеркнуть что	1	5
50	и он	6	5
51	с его	4	5
52	в ее	1	5
53	в своем	3	5
54	что это	1	5
55	в себе	6	5
56	то же	8	5
57	той же	1	5
58	еще в	3	5
59	в эпизоде	4	5
60	во всем	1	5
61	тем что	1	5
62	так и	5	5
63	а также	6	5
64	же время	4	5
65	в литературе	4	5
66	до нас	1	5
67	из них	4	5
68	в одном	4	5
69	там где	1	5
70	так же	1	5
71	в той	2	5
72	одним из	1	4
73	того же	1	4
74	самом деле	3	4
75	в ней	4	4
76	меньшей степени	2	4
77	он был	1	4
78	как в	4	4
79	и как	3	4
80	и наконец	1	4
81	та же	2	4
82	в другом	1	4
83	не в	6	4
84	даже в	1	4
85	но они	3	4
86	того чтобы	4	4
87	все же	4	4
88	нового времени	1	4
89	у нас	3	4
90	роль в	2	4
91	и вообще	1	4
92	с ним	2	4
93	все время	1	4
94	тот же	1	4
95	всех его	2	4
96	с одной	1	4
97	уже в	1	4
98	в результате	2	4
99	в котором	1	4
100	и даже	2	4
101	с другой	2	4
102	именно в	3	4
103	одной стороны	1	4
104	большей или	2	4
105	и от	2	4
106	о котором	1	4
107	в большей	1	4
108	а в	13	4
109	не может	8	4
110	все что	2	4
111	не остается	1	3
112	он сам	3	3
113	в чем	2	3
114	как у	2	3
115	мы будем	1	3
116	с этим	1	3
117	перед нами	5	3
118	в первом	4	3
119	при этом	19	3
120	и сам	1	3
121	людей и	1	3
122	с другими	1	3
123	втором случае	1	3
124	своего героя	1	3
125	потому что	5	3
126	только с	1	3
127	этом отношении	3	3
128	они и	2	3
129	как один	1	3
130	миром и	1	3
131	говорили что	1	3
132	никак не	2	3
133	до сих	2	3
134	к нему	4	3
135	во втором	6	3
136	существенную роль	1	3
137	в него	1	3
138	того что	4	3
139	в ряде	1	3
140	одной из	1	3
141	мы увидим	1	3
142	только в	12	3
143	в начале	3	3
144	или меньшей	1	3
145	что не	2	3
146	связано с	1	3
147	в данном	11	3
148	в первой	2	3
149	и смерти	1	3
150	и не	23	3
151	сих пор	2	3
152	но это	1	3
153	не мог	6	3
154	в книге	1	3
155	и для	2	3
156	пор еще	1	3
157	в третьем	4	3
158	на языке	1	3
159	между ними	2	3
160	первом случае	3	3
161	жизни и	6	3
162	в искусстве	1	3
163	они не	1	3
164	как известно	3	2
165	если б	1	2
166	и то	3	2
167	тех же	1	2
168	это и	1	2
169	с точки	1	2
170	было и	2	2
171	мы не	3	2
172	а для	3	2
173	но уже	1	2
174	из того	1	2
175	всю ночь	1	2
176	начало и	3	2
177	природы и	1	2
178	но не	4	2
179	дело обстоит	1	2
180	в наиболее	2	2
181	в центре	3	2
182	точки зрения	5	2
183	что именно	1	2
184	хотя и	4	2
185	третьем случае	1	2
186	раз в	2	2
187	и тот	1	2
188	как он	1	2
189	так сказать	2	2
190	он не	3	2
191	в корне	1	2
192	значение в	1	2
193	лишь в	3	2
194	второй половины	1	2
195	это было	2	2
196	он является	1	2
197	а за	2	2
198	и само	1	2
199	мы видели	1	2
200	одного и	1	2
201	и конец	3	2
202	из этих	4	2
203	в своей	5	2
204	ведущая роль	1	2
205	их в	3	2
206	для этого	1	2
207	для всего	1	2
208	как она	2	2
209	связи с	2	2
210	это уже	3	2
211	т.п и	2	2
212	к себе	4	2
213	мы узнаем	1	2
214	в области	2	2
215	предыдущей главе	1	2
216	должен быть	1	2
217	данном случае	8	2
218	и когда	1	2
219	времени и	9	2
220	в романе	2	2
221	и смерть	1	2
222	внимание на	4	2
223	в значительной	1	2
224	между тем	3	2
225	тем более	1	2
226	а именно	1	2
227	на сцену	1	2
228	они могут	2	2
229	со всеми	1	2
230	где они	2	2
231	себя в	2	2
232	собою все	1	2
233	в конце	2	2
234	каждый из	2	2
235	может быть	15	2
236	как раз	6	2
237	в форме	2	2
238	а на	2	2
239	в меньшей	1	2
240	мы еще	1	2
241	до конца	2	2
242	которых мы	1	2
243	не на	1	2
244	а не	13	2
245	одну из	1	2
246	мира в	4	2
247	в организации	1	2
248	в частности	14	2
249	начиная с	3	2
250	и потому	1	2
251	как это	3	2
252	в предыдущей	1	2
253	что мы	2	2
254	в пределе	1	2
255	для нас	1	2
256	солнца и	1	2
257	в этих	2	2
258	еще более	1	2
259	для его	1	2
260	в том	8	2
261	все они	1	2
262	и у	1	2
263	это все	1	2
264	другой стороны	2	2
265	что даже	1	2
266	жизнь человека	1	1
267	в сфере	2	1
268	еще можно	1	1
269	и через	2	1
270	сам по	1	1
271	образом благодаря	1	1
272	отметим что	1	1
