N	3gram	Vygotskiy__5	RusskieA
1	в том что	14	15
2	и т д	3	9
3	состоит в том	2	8
4	том что в	1	6
5	вместе с тем	3	6
6	в этом случае	2	5
7	о том что	6	4
8	к тому что	6	4
9	с точки зрения	2	3
10	мы не можем	1	3
11	что иное как	2	2
12	что в этом	6	2
13	для наших целей	1	2
14	может быть и	2	2
15	так как они	1	2
16	все же не	1	2
17	друг к другу	4	2
18	в свою очередь	1	2
19	после того как	1	2
20	привело к тому	1	2
21	это имеет место	1	2
22	по этому поводу	4	2
23	не что иное	2	2
24	во многих случаях	1	2
25	потому что он	2	1
26	в отдельности может	1	1
27	обратиться к таким	1	1
28	в нашем сознании	1	1
29	еще далеко не	1	1
30	только потому что	1	1
31	по этому вопросу	1	1
32	иметь в виду	3	1
33	и того же	2	1
34	это означает что	1	1
35	по отношению к	1	1
36	отсюда можно сделать	1	1
37	на самом деле	2	1
38	по его словам	1	1
39	одна из основных	1	1
40	полагает что это	1	1
41	мы должны будем	2	1
42	же как и	1	1
43	в этом отношении	3	1
44	в собственном смысле	1	1
45	и т п	3	1
46	то что им	1	1
47	можно было бы	3	1
48	на этот вопрос	3	1
49	каждый из этих	1	1
50	в них же	1	1
51	что первые два	1	1
52	к другому и	1	1
53	что в основе	1	1
54	и что от	1	1
55	не только в	2	1
56	по существу в	1	1
57	как будто бы	1	1
58	в отличие от	2	1
59	и в этом	1	1
60	и как бы	4	1
61	он должен был	2	1
62	приводит к тому	1	1
63	но вместе с	1	1
64	потому что она	1	1
65	мы имеем здесь	1	1
66	в целом ряде	1	1
67	так же как	2	1
68	и в том	1	1
69	на кладбище в	1	1
70	в русском языке	1	1
71	в то время	1	1
72	то что ему	1	1
73	ничего общего с	1	1
74	никак не может	3	1
75	с тем что	3	1
76	так как это	3	1
77	вопрос о том	2	1
78	ни одна из	1	1
79	можно сказать что	2	1
80	им не только	1	1
81	на то что	16	1
82	одного и того	2	1
83	совершенно очевидно что	2	1
84	это приводит к	1	1
85	мы видим что	3	1
86	такими какими их	1	1
87	видели в ней	1	1
88	друг с другом	3	1
89	потому что они	1	1
90	в совершенно ином	1	1
91	один из самых	1	1
92	мы увидим что	6	1
93	в данном случае	2	1
94	что она в	1	1
