N	2gram	Voloshinov_1	Tragedij
1	и в	38	18
2	в романе	1	10
3	в этом	10	9
4	не только	27	8
5	и с	5	7
6	и на	6	7
7	может быть	13	7
8	как бы	28	7
9	и не	14	7
10	ивана петровича	1	6
11	но в	5	6
12	и его	7	6
13	же время	7	6
14	что он	2	6
15	у него	1	6
16	то же	14	5
17	все же	7	5
18	что это	4	5
19	это не	3	5
20	как и	10	5
21	несмотря на	2	5
22	в то	9	5
23	в дальнейшем	2	5
24	так и	6	5
25	не может	12	5
26	у достоевского	1	5
27	я не	1	4
28	еще не	3	4
29	в себе	9	4
30	в целом	4	4
31	в этой	6	4
32	в нем	4	4
33	об этом	3	4
34	том что	3	4
35	что я	1	4
36	и что	1	4
37	но и	13	4
38	и даже	3	4
39	прежде всего	21	4
40	так же	4	4
41	но это	2	4
42	все это	4	4
43	что в	1	4
44	и все	4	4
45	то что	8	4
46	к людям	1	3
47	в мире	2	3
48	и он	2	3
49	отнюдь не	10	3
50	как в	2	3
51	в своем	1	3
52	и как	9	3
53	все эти	2	3
54	при этом	9	3
55	то есть	4	3
56	должно быть	2	3
57	тем самым	7	3
58	о чем	1	3
59	в поле	1	3
60	и сам	2	3
61	мог бы	1	3
62	с ним	2	3
63	к нему	2	3
64	в его	6	3
65	один из	4	3
66	уже в	5	3
67	для него	3	3
68	в конце	6	3
69	как будто	1	3
70	иван петрович	3	3
71	как это	5	3
72	в основном	1	3
73	если б	4	2
74	вряд ли	3	2
75	и до	1	2
76	что эти	2	2
77	никогда не	7	2
78	и то	3	2
79	не был	1	2
80	и личность	1	2
81	но этого	1	2
82	столь же	1	2
83	с его	7	2
84	отношение к	2	2
85	не просто	2	2
86	так что	1	2
87	как говорит	1	2
88	перед нами	3	2
89	в самом	4	2
90	бы и	2	2
91	он не	2	2
92	но все	4	2
93	его в	4	2
94	знает что	1	2
95	дома и	1	2
96	превратилось в	1	2
97	ни в	1	2
98	нет в	1	2
99	с тем	8	2
100	не мог	3	2
101	вопрос о	2	2
102	но эта	2	2
103	не в	6	2
104	что этот	1	2
105	вместе со	1	2
106	раз и	1	2
107	но они	1	2
108	этими двумя	1	2
109	одна из	1	2
110	ведь еще	2	2
111	не могут	1	2
112	к тому	4	2
113	и это	7	2
114	но при	3	2
115	в ее	3	2
116	еще в	1	2
117	ничего не	8	2
118	и здесь	3	2
119	о том	4	2
120	в глаза	1	2
121	что и	3	2
122	даже на	2	2
123	бросается в	1	2
124	в том	2	2
125	даже если	1	2
126	между этими	1	2
127	уже не	4	2
128	в виде	1	2
129	в душе	2	2
130	не так	3	2
131	в одном	3	2
132	друг друга	2	2
133	тем что	2	2
134	как же	1	2
135	ничем не	1	2
136	было в	4	2
137	я тебе	1	2
138	ненависть к	1	2
139	она должна	1	2
140	еще раз	1	2
141	это уже	1	2
142	от всего	1	2
143	потому что	5	2
144	в ресторане	1	2
145	состоит из	1	2
146	в частности	3	2
147	только о	1	2
148	в таком	1	2
149	я и	2	1
150	только он	3	1
151	также что	1	1
152	одним из	1	1
153	например в	1	1
154	значение выходящее	1	1
155	от самой	1	1
156	человека и	1	1
157	это значит?	1	1
158	его поза	1	1
159	самом деле	4	1
160	и женщины	1	1
161	к своей	1	1
162	это и	1	1
163	и есть	1	1
164	на две	1	1
165	в какой-то	2	1
166	хлеб и	1	1
167	той же	5	1
168	то для	1	1
169	на себя	1	1
170	ему в	1	1
171	в разговоре	2	1
172	в виду	3	1
173	из ее	1	1
174	в сцене	1	1
175	в ней	8	1
176	эти мысли	1	1
177	представляет собой	2	1
178	между собой	2	1
179	быть в	1	1
180	или от	1	1
181	это же	2	1
182	в чем	1	1
183	во всех	6	1
184	но не	2	1
185	но как	2	1
186	в голове	1	1
187	жизни своей	2	1
188	слова были	1	1
189	значение и	1	1
190	этот тон	1	1
191	друга и	1	1
192	за пределы	1	1
193	сильнее и	1	1
194	к сожалению	1	1
195	всю эту	1	1
196	в истории	1	1
197	статье мы	1	1
198	что именно	3	1
199	своей и	1	1
200	дистанция между	1	1
201	мысль о	1	1
202	и наконец	5	1
203	именно эта	1	1
204	чего же	2	1
205	роль играет	2	1
206	то в	1	1
207	со своей	1	1
208	в которой	7	1
209	сливается с	1	1
210	он в	1	1
211	бы не	2	1
212	и отношения	1	1
213	имеет для	1	1
214	же слова	1	1
215	только один	1	1
216	как он	1	1
217	если он	3	1
218	не могла	1	1
219	жизни ее	1	1
220	человек не	2	1
221	и если	1	1
222	вообще не	1	1
223	что без	1	1
224	так сказать	4	1
225	одному из	1	1
226	перестает быть	1	1
227	которой не	1	1
228	не значит	1	1
229	его самого	1	1
230	к одному	1	1
231	не к	3	1
232	не как	1	1
233	содержит в	1	1
234	на этом	1	1
235	с сознанием	1	1
236	таким образом	7	1
237	здесь мы	3	1
238	а затем	1	1
239	факт что	1	1
240	ввел в	1	1
241	в другом	1	1
242	конечно в	1	1
243	в ход	1	1
244	на ту	1	1
245	на все	1	1
246	лишь в	4	1
247	борьбе за	1	1
248	этом мы	3	1
249	но уже	1	1
250	со своими	1	1
251	которой он	1	1
252	и вне	1	1
253	в развитии	1	1
254	человека мы	1	1
255	изображаемых в	1	1
256	но если	1	1
257	и при	2	1
258	в своей	2	1
259	взгляд на	1	1
260	наших дней	1	1
261	в котором	3	1
262	от силы	1	1
263	по самой	1	1
264	понятно что	1	1
265	сама собой	1	1
266	произносит слово	1	1
267	должны были	2	1
268	значение для	1	1
269	и вот	3	1
270	и политических	1	1
271	страха и	1	1
272	тем не	1	1
273	превратиться в	1	1
