N	3gram	Propp_Russ_2	Myslijsy
1	более или менее	1	8
2	во всяком случае	1	7
3	в том что	18	7
4	в свою очередь	1	6
5	тем не менее	2	5
6	а между тем	1	4
7	подобно тому как	3	4
8	в то время	2	4
9	на то что	1	3
10	то время как	1	3
11	с одной стороны	2	3
12	смысле этого слова	1	3
13	может быть не	1	3
14	мы не можем	2	3
15	и т д	5	3
16	после того как	2	2
17	между тем как	1	2
18	то что в	1	2
19	состоит не в	1	2
20	в некоторых случаях	1	2
21	с другой стороны	1	2
22	для того чтобы	6	2
23	во всем этом	1	2
24	не может быть	3	2
25	таким образом в	1	2
26	только тогда когда	3	2
27	с этим связано	1	1
28	состоит в том	13	1
29	потому что в	1	1
30	дело в том	1	1
31	но так как	1	1
32	с одним из	1	1
33	в таком виде	2	1
34	о том как	1	1
35	может быть только	2	1
36	и во многих	1	1
37	во многих других	1	1
38	же значение что	1	1
39	и то и	1	1
40	и в других	4	1
41	в отличие от	3	1
42	тому как в	2	1
43	что в некоторых	1	1
44	из того что	1	1
45	но это не	1	1
46	вместе с тем	4	1
47	можно найти в	1	1
48	как и в	1	1
49	каждый из этих	1	1
50	один из них	1	1
51	так как это	1	1
52	в применении к	1	1
53	во всех этих	1	1
54	очевидно что и	1	1
55	но не только	1	1
56	не только на	1	1
57	можно заключить что	1	1
58	и в таком	1	1
59	далеко не все	1	1
60	быть не только	1	1
61	то же значение	1	1
62	в том чтобы	2	1
63	в этом случае	6	1
64	на этом основании	1	1
65	о том что	4	1
66	связи с другими	1	1
67	именно тогда когда	1	1
68	вопрос о том	1	1
69	или же в	1	1
70	что его окружает	1	1
71	на ней в	1	1
72	это для нас	1	1
73	во многих случаях	2	1
74	и в этом	1	1
75	также что в	1	1
76	мы видели что	4	1
77	вне связи с	1	1
