N	2gram	Medvedev_V_1	Analitik
1	не только	25	22
2	и в	26	18
3	как и	7	14
4	так и	5	14
5	в этом	26	14
6	и его	6	13
7	но и	10	13
8	том что	8	12
9	в качестве	11	12
10	и не	19	12
11	в частности	11	12
12	повестей белкина	1	11
13	то есть	1	10
14	а в	3	10
15	как бы	5	10
16	что в	10	9
17	может быть	22	9
18	а не	7	9
19	в том	15	9
20	с его	3	8
21	всего лишь	3	8
22	не случайно	1	8
23	и даже	2	8
24	по отношению	7	7
25	как раз	3	7
26	в его	14	7
27	с другой	11	7
28	но не	2	7
29	отношению к	7	7
30	еще не	2	6
31	в этой	4	6
32	он не	2	6
33	в их	5	6
34	не в	6	6
35	к тому	4	6
36	для него	8	6
37	о том	10	6
38	художественного целого	1	6
39	в начале	1	6
40	мы имеем	3	5
41	в самом	4	5
42	лишь в	2	5
43	в слове	3	5
44	или иной	2	5
45	что и	3	5
46	между тем	5	5
47	уже не	1	5
48	в конце	3	5
49	никогда не	4	5
50	в свою	1	5
51	прежде всего	13	5
52	не является	5	5
53	в результате	5	5
54	другой стороны	8	5
55	а и	1	4
56	что он	4	4
57	отнюдь не	3	4
58	в своем	8	4
59	и как	3	4
60	что по	1	4
61	и к	3	4
62	таким образом	31	4
63	приводит к	5	4
64	в итоге	1	4
65	по себе	2	4
66	в одном	4	4
67	имеем дело	1	4
68	ли не	2	4
69	не менее	2	4
70	свою очередь	1	4
71	в пределах	5	4
72	и сам	1	4
73	внимание на	1	4
74	можно сказать	4	4
75	крайней мере	2	4
76	далеко не	2	4
77	по крайней	2	4
78	о чем	2	4
79	в данном	1	4
80	все же	5	4
81	перед нами	4	4
82	героя и	1	4
83	с новыми	1	3
84	по его	2	3
85	его не	3	3
86	который в	1	3
87	говорить о	2	3
88	в целом	4	3
89	уже в	1	3
90	здесь не	1	3
91	но как	3	3
92	если в	2	3
93	ответ на	1	3
94	а всего	3	3
95	что они	3	3
96	как говорит	5	3
97	как в	1	3
98	с этим	3	3
99	из этих	7	3
100	роль в	4	3
101	тому же	1	3
102	у пушкина	2	3
103	подобно тому	2	3
104	в году	6	3
105	то же	10	3
106	в каждом	2	3
107	его в	3	3
108	точки зрения	3	3
109	и без	1	3
110	не столько	2	3
111	все это	10	3
112	в то	6	3
113	дело не	1	3
114	только не	2	3
115	же время	5	3
116	личности в	1	3
117	той или	1	3
118	с ее	1	3
119	говорит и	8	3
120	в ее	4	3
121	данном случае	1	3
122	жизнь и	1	3
123	мысль о	2	3
124	именно в	2	3
125	было бы	7	3
126	дело с	1	3
127	этом отношении	13	3
128	были бы	1	3
129	в особенности	2	3
130	еще и	2	3
131	что не	3	3
132	не было	7	3
133	не всегда	1	3
134	он и	2	3
135	как это	12	3
136	пока еще	2	3
137	по поводу	2	3
138	к этому	9	3
139	во сне	21	3
140	например в	3	2
141	самом деле	1	2
142	уже по	2	2
143	а для	2	2
144	на себя	1	2
145	и он	2	2
146	в ней	2	2
147	во всех	6	2
148	ними в	1	2
149	конечном счете	5	2
150	в общем	2	2
151	очевидно что	7	2
152	это и	6	2
153	сама по	1	2
154	более чем	1	2
155	и той	1	2
156	когда он	3	2
157	но в	2	2
158	в противоположность	3	2
159	бы и	6	2
160	все эти	6	2
161	в себе	6	2
162	так сказать	2	2
163	на его	1	2
164	что она	2	2
165	в нем	6	2
166	однако при	1	2
167	видеть в	2	2
168	не как	1	2
169	о его	2	2
170	например как	1	2
171	и по	3	2
172	и ту	1	2
173	согласуется с	1	2
174	входит в	1	2
175	это не	7	2
176	в жизни	2	2
177	а вот	2	2
178	в них	4	2
179	с тем	3	2
180	несмотря на	1	2
181	или из	1	2
182	или точнее	1	2
183	от его	2	2
184	даже в	5	2
185	вплоть до	2	2
186	одна из	4	2
187	судя по	1	2
188	сводится к	3	2
189	могут быть	5	2
190	в дальнейшем	1	2
191	поэтому в	1	2
192	об этом	9	2
193	произведения как	5	2
194	о своей	1	2
195	в глаза	1	2
196	в значительной	3	2
197	в конечном	7	2
198	в форме	3	2
199	можно отметить	1	2
200	один из	5	2
201	но с	2	2
202	обе эти	1	2
203	только в	7	2
204	то в	1	2
205	который как	1	2
206	и ее	4	2
207	тот или	1	2
208	с одной	2	2
