N	3gram	Tiupa_Lite_2	Myshleni
1	в том что	5	21
2	с точки зрения	3	18
3	для того чтобы	1	10
4	с одной стороны	6	7
5	не может быть	7	6
6	по отношению к	3	5
7	можно было бы	1	5
8	из того что	1	4
9	а с другой	1	4
10	в том чтобы	3	4
11	о том что	2	4
12	в конечном счете	5	4
13	состоит в том	4	3
14	в том числе	2	3
15	в отличие от	1	3
16	том числе и	1	3
17	в данном случае	3	3
18	вместе с ним	1	3
19	мы не можем	1	3
20	в этом отношении	3	3
21	том что в	1	2
22	на самом деле	1	2
23	подобно тому как	2	2
24	одной стороны и	1	2
25	что он не	1	2
26	то же самое	1	2
27	и т.д и	1	2
28	речь идет о	3	2
29	этой точки зрения	1	1
30	я и ты	1	1
31	может быть вообще	1	1
32	какого бы то	1	1
33	он не может	1	1
34	из которых он	1	1
35	бы то ни	1	1
36	только то что	1	1
37	в сущности говоря	1	1
38	и потребности в	1	1
39	и вовсе не	1	1
40	и то что	1	1
41	вновь и вновь	1	1
42	не для себя	1	1
43	не в том	1	1
44	в данный момент	1	1
45	в такой же	1	1
46	то ни было	1	1
47	не свидетельствует о	1	1
48	при всем своеобразии	1	1
49	по нашему мнению	1	1
50	не могут быть	1	1
51	приводит к тому	1	1
52	с другой стороны	4	1
53	в результате такой	1	1
54	что в начале	1	1
55	в частности в	1	1
56	из всех своих	1	1
57	ничего общего с	1	1
58	не только не	1	1
59	той или иной	1	1
60	за то что	2	1
61	и находится в	1	1
62	после того как	1	1
63	и т.д или	1	1
64	как мы видели	1	1
65	в свое время	2	1
