N	3gram	Vygotskiy__3	Marksizm
1	с точки зрения	9	13
2	не может быть	1	10
3	для того чтобы	8	6
4	в том что	11	6
5	в самом деле	18	5
6	то же самое	8	5
7	может быть и	1	5
8	с самого начала	6	5
9	в свою очередь	2	5
10	смысле этого слова	2	4
11	как если бы	3	4
12	в точном смысле	1	4
13	в русском языке	1	4
14	на самом деле	2	4
15	в отличие от	1	3
16	точном смысле этого	1	3
17	до сих пор	5	3
18	одно и то	2	3
19	с одной стороны	5	3
20	в высшей степени	1	3
21	и то же	2	3
22	вовсе не является	1	3
23	о том что	3	3
24	к тому что	2	3
25	как мы видели	2	3
26	мы никогда не	1	2
27	более или менее	1	2
28	того или иного	1	2
29	а не к	1	2
30	в зависимости от	1	2
31	не было бы	1	2
32	ни в какой	1	2
33	в двух направлениях	1	2
34	во всяком случае	2	2
35	все более и	2	2
36	то же слово	1	2
37	прав в том	1	2
38	мы можем сказать	1	2
39	хотя бы в	1	2
40	на то что	12	2
41	более и более	2	2
42	к тому же	1	2
43	самом деле даже	1	1
44	но как мы	1	1
45	в какой мере	2	1
46	а вовсе не	2	1
47	мы уже показали	1	1
48	как и всякое	1	1
49	внутреннее противоречие которое	1	1
50	того же самого	2	1
51	не имеют никакого	1	1
52	он не может	1	1
53	вступить в противоречие	1	1
54	они не могут	1	1
55	дело вовсе не	1	1
56	есть в сущности	1	1
57	в той же	1	1
58	самом деле какой	1	1
59	мы перейдем к	1	1
60	как мы увидим	2	1
61	что все эти	1	1
62	в этом отношении	1	1
63	но они не	1	1
64	какой мере не	1	1
65	которых мы упоминали	1	1
66	не могли бы	1	1
67	уже говорили что	1	1
68	может быть понято	1	1
69	в сущности это	1	1
70	в обычном смысле	1	1
71	по сравнению с	1	1
72	отнюдь не как	1	1
73	а с другой	1	1
74	мы уже говорили	3	1
75	заключать в себе	1	1
76	с другой стороны	5	1
77	уже с самого	1	1
78	о которых мы	5	1
79	это не есть	1	1
80	не иначе как	1	1
81	мы видели что	2	1
82	из всего сказанного	1	1
83	не совпадает с	2	1
84	в той степени	2	1
85	степени в какой	1	1
86	с тем что	1	1
87	той степени в	1	1
88	но все же	1	1
89	можно сказать что	1	1
90	имеют никакого отношения	1	1
91	мы все же	1	1
92	между собой не	1	1
93	конечно не в	1	1
94	подвести итоги нашему	1	1
95	мы уже указывали	1	1
96	никакого отношения к	1	1
97	в противоречие с	1	1
98	нам кажется что	1	1
