N	2gram	Vygotskiy__2	DiskursI
1	в качестве	4	34
2	не только	15	28
3	в том	33	23
4	а не	3	22
5	том что	27	19
6	представляет собой	2	17
7	может быть	9	17
8	как и	6	16
9	и в	15	16
10	в этом	19	15
11	но и	10	14
12	при этом	3	13
13	и т.п	7	12
14	речевого общения	1	12
15	по своей	6	11
16	но не	3	11
17	прежде всего	4	11
18	и не	7	11
19	как в	4	10
20	с другой	6	10
21	по отношению	6	9
22	в нем	1	9
23	не может	9	9
24	состоит в	3	9
25	с одной	7	9
26	одной стороны	7	9
27	в частности	6	9
28	отношению к	5	9
29	отнюдь не	2	8
30	но в	6	8
31	о том	9	8
32	так и	8	8
33	а также	2	8
34	в себе	2	7
35	то же	5	7
36	не в	8	7
37	в основе	3	7
38	со стороны	3	7
39	в его	2	7
40	только в	4	7
41	в своем	9	6
42	и как	2	6
43	и на	1	5
44	во всех	2	5
45	отличие от	3	5
46	тому же	1	5
47	в силу	2	5
48	в котором	2	5
49	в их	2	5
50	в отличие	3	5
51	в процессе	11	5
52	в себя	2	5
53	сводится к	1	5
54	по природе	1	5
55	или иной	2	5
56	можно сказать	2	5
57	а с	4	5
58	в данном	3	5
59	как бы	7	5
60	к тому	7	5
61	а в	4	5
62	то что	20	5
63	в своей	4	5
64	и о	1	4
65	в которых	3	4
66	с его	4	4
67	в истории	6	4
68	и к	6	4
69	в целом	10	4
70	лишь в	3	4
71	в них	4	4
72	потому что	7	4
73	могут быть	2	4
74	для себя	3	4
75	по сути	1	4
76	и т.д	12	4
77	между тем	1	4
78	как правило	1	4
79	одной из	3	4
80	что он	12	4
81	для него	3	4
82	в особенности	1	4
83	что не	1	4
84	связи с	9	4
85	не является	9	4
86	что в	14	4
87	также и	2	3
88	того же	3	3
89	и потому	1	3
90	имеет свою	2	3
91	столь же	2	3
92	той или	2	3
93	с этим	3	3
94	перед нами	2	3
95	в самом	11	3
96	т.п но	1	3
97	зрения на	1	3
98	заключается в	8	3
99	это не	5	3
100	по мысли	1	3
101	точки зрения	26	3
102	в ходе	1	3
103	в своих	1	3
104	однако в	1	3
105	бы быть	1	3
106	по себе	7	3
107	таким образом	14	3
108	должны быть	1	3
109	в ее	1	3
110	и даже	5	3
111	или на	1	3
112	что и	2	3
113	существенную роль	1	3
114	в сферу	1	3
115	научного мышления	2	3
116	хотя бы	4	3
117	в данной	1	3
118	из них	3	3
119	к ним	1	3
120	тем что	2	3
121	именно в	2	3
122	при всей	1	3
123	и составляет	2	3
124	себе не	1	3
125	понятие о	2	3
126	для обозначения	2	3
127	тому как	2	3
128	того что	17	3
129	один из	1	3
130	все же	4	3
131	как уже	2	3
132	сказать что	6	3
133	другой стороны	1	3
134	и есть	2	2
135	едва ли	7	2
136	мы имеем	3	2
137	в сущности	9	2
138	этого термина	1	2
139	в виду	6	2
140	между собой	1	2
141	но как	1	2
142	за пределы	2	2
143	опирается на	1	2
144	стороны и	2	2
145	когда он	3	2
146	сознания в	1	2
147	целый ряд	2	2
148	более или	2	2
149	в противоположность	2	2
150	точкой зрения	1	2
151	в тех	1	2
152	в этой	6	2
153	всей его	2	2
154	так сказать	1	2
155	по словам	1	2
156	не следует	2	2
157	что представляет	1	2
158	том чтобы	4	2
159	подобно тому	2	2
160	и по	3	2
161	на этом	1	2
162	исходя из	1	2
163	могла бы	1	2
164	ни чисто	2	2
165	об этом	3	2
166	того или	1	2
167	и тем	2	2
168	не всегда	1	2
169	иначе говоря	2	2
170	или менее	2	2
171	не от	1	2
172	мысли и	1	2
173	то с	1	2
174	по мере	1	2
175	что с	5	2
176	дело не	1	2
177	внутренней речи	5	2
178	не могло	2	2
179	нельзя не	1	2
180	своей природе	1	2
181	и его	4	2
182	в момент	1	2
183	к себе	2	2
184	сомнение в	1	2
185	отличается от	1	2
186	же самое	2	2
187	числе и	3	2
188	не есть	1	2
189	оно не	1	2
190	и он	1	2
191	как мы	6	2
192	с ее	2	2
193	говорит и	1	2
194	данном случае	3	2
195	языка и	3	2
196	своим происхождением	1	2
197	в пределах	1	2
198	приводит к	5	2
199	на том	2	2
200	в другом	2	2
201	и вообще	2	2
202	а по	1	2
203	во всяком	7	2
204	и что	8	2
205	одного из	1	2
206	самому себе	2	2
207	это было	1	2
208	на протяжении	2	2
209	и во	1	2
210	и одновременно	1	2
211	и ее	3	2
212	точка зрения	3	2
213	тот или	1	2
214	уже в	5	2
215	свидетельствует о	1	2
216	или даже	1	2
217	по выражению	1	2
218	к мысли	1	2
219	слова в	1	2
220	в одном	2	2
221	сами по	1	2
222	в современном	1	2
223	как его	1	2
224	заметить что	2	2
225	никогда не	8	2
226	бы это	1	2
227	из двух	3	2
228	здесь в	1	2
229	к которому	6	2
230	чем он	1	2
231	и др	5	2
232	более того	1	2
233	зависит от	1	2
234	однако и	2	2
235	то она	1	2
236	более чем	1	2
237	к его	2	2
238	сути дела	1	2
239	одновременно с	1	2
240	что же	2	2
241	жизни в	1	2
242	в начале	4	2
243	к другим	1	2
244	частности в	1	2
245	или в	3	2
246	о котором	1	2
247	и все	3	2
248	указывает на	2	2
249	как показывает	1	2
250	что даже	1	2
251	речи как	3	2
252	они не	3	2
253	к этому	4	2
254	том числе	3	2
255	широкое распространение	1	1
256	как известно	6	1
257	человеческой речи	12	1
258	речь идет	2	1
259	в обычном	1	1
260	сам по	1	1
261	и то	1	1
262	этом пункте	2	1
263	самом деле	6	1
264	на самом	3	1
265	переход от	4	1
266	науки о	1	1
267	это и	1	1
268	идет о	3	1
269	не хочет	1	1
270	и до	3	1
271	видеть в	1	1
272	той же	2	1
273	речевой деятельности	1	1
274	и само	2	1
275	учения об	1	1
276	из своих	1	1
277	говорить о	2	1
278	принадлежит к	2	1
279	я не	1	1
280	из того	4	1
281	какой ситуации	1	1
