N	3gram	Vinokur_Ku_1	slovoVRo
1	и т п	18	23
2	то же время	2	12
3	в то же	2	12
4	той или иной	1	9
5	с точки зрения	9	8
6	в большинстве случаев	1	6
7	и в то	1	5
8	во всяком случае	5	5
9	и т д	14	5
10	и в особенности	1	4
11	с одной стороны	1	4
12	с другой стороны	6	4
13	в зависимости от	5	3
14	хотя бы и	2	3
15	до конца и	1	3
16	более или менее	3	3
17	таким образом в	1	3
18	так и в	2	3
19	те или иные	1	3
20	а вовсе не	1	2
21	в том и	2	2
22	свое выражение в	1	2
23	в этом случае	2	2
24	и там где	1	2
25	до сих пор	4	2
26	эти слова и	1	2
27	не укладывается в	1	2
28	одно и то	1	2
29	в первом случае	1	2
30	дело не с	1	2
31	не только в	1	2
32	и то же	1	2
33	к языку и	1	2
34	на том же	1	2
35	то же слово	1	2
36	того или иного	3	2
37	в свою очередь	3	2
38	к тому что	2	2
39	можно было бы	3	2
40	понимается в духе	1	1
41	в стороне от	1	1
42	в нем с	1	1
43	на данном языке	1	1
44	здесь как бы	1	1
45	в виду не	1	1
46	данного языка в	1	1
47	как раз на	2	1
48	твердое и устойчивое	1	1
49	это было бы	1	1
50	имеем в виду	1	1
51	но и более	1	1
52	на этом языке	1	1
53	в некотором отношении	1	1
54	точки зрения стилистики	1	1
55	и не в	1	1
56	язык поэзии и	1	1
57	язык это не	1	1
58	прозе и в	1	1
59	в отличие от	1	1
60	языка в его	2	1
61	каждое из них	1	1
62	в этом отношении	5	1
63	языка в этом	1	1
64	по аналогии с	1	1
65	в литературе и	1	1
66	в х годах	1	1
67	рано или поздно	2	1
68	языка и стиля	1	1
69	в противном случае	1	1
70	с этой точки	1	1
71	по крайней мере	5	1
72	ни в какой	1	1
73	в прокрустово ложе	1	1
74	в состоянии некоторого	1	1
75	все же и	1	1
76	языку как общему	1	1
77	и с точки	1	1
78	на своем месте	1	1
79	что для нас	1	1
80	мы имеем в	1	1
81	во всех этих	1	1
82	укладывается в прокрустово	1	1
83	и ничего не	1	1
84	система языка в	1	1
85	так или иначе	2	1
86	к своему предмету	1	1
87	это не значит	1	1
88	в особенности в	1	1
89	как социальное явление	1	1
90	в разных языковых	1	1
91	несет на себе	1	1
92	не может быть	3	1
93	разве только в	1	1
94	в свое время	2	1
95	до наших дней	1	1
96	тем не менее	4	1
97	в которых оно	1	1
98	о том что	5	1
99	можно рассматривать с	1	1
100	и где нет	1	1
101	но он пользуется	1	1
102	языка на его	1	1
103	но с другой	1	1
104	тесной связи с	1	1
105	к радикальному пересмотру	1	1
106	этой точки зрения	2	1
107	слов о том	1	1
108	в его собственном	1	1
109	языка как такового	1	1
110	между ними и	1	1
111	к языку как	1	1
112	и в самых	1	1
113	и на самом	1	1
114	но во всяком	1	1
115	о котором идет	2	1
116	т п так	2	1
117	тех или иных	1	1
118	т п и	1	1
119	для того чтобы	15	1
120	в том что	15	1
121	том же языке	1	1
