N	2gram	Bakhtin_Pr_1	Problemy
1	из подполья	1	36
2	и в	38	34
3	и не	42	29
4	как бы	22	27
5	что он	2	23
6	в его	43	22
7	к другому	1	20
8	в нем	15	19
9	может быть	26	19
10	не может	27	19
11	и все	3	19
12	как и	7	18
13	себе самому	1	18
14	к себе	2	17
15	в этом	15	16
16	но в	4	16
17	и его	16	16
18	все это	3	16
19	он не	3	15
20	и с	17	15
21	прежде всего	13	15
22	то же	5	14
23	с самим	2	14
24	к нему	10	14
25	самом деле	6	13
26	человека из	1	13
27	для него	1	13
28	и к	3	12
29	в то	4	12
30	же время	3	12
31	но и	9	12
32	на самом	4	11
33	вовсе не	2	11
34	с другим	1	11
35	себя самого	4	11
36	то что	8	11
37	не только	9	10
38	слова и	3	10
39	самим собою	2	9
40	не в	7	9
41	а не	5	9
42	и т	14	8
43	никогда не	5	8
44	с ним	5	8
45	в другом	2	8
46	в самом	7	8
47	себя и	3	8
48	так же	1	8
49	о мире	1	8
50	и для	11	8
51	точки зрения	8	8
52	я не	2	7
53	на него	3	7
54	как мы	7	7
55	слова в	7	7
56	и даже	3	7
57	что не	4	7
58	с которым	1	7
59	там где	6	7
60	этого слова	1	7
61	все же	6	7
62	отношении к	1	7
63	что в	7	7
64	мы уже	1	6
65	и на	3	6
66	с его	2	6
67	отношение к	10	6
68	своему предмету	1	6
69	в пределах	6	6
70	что у	1	6
71	в плане	7	6
72	так и	5	6
73	в себе	4	6
74	только в	13	6
75	т п	13	6
76	от него	3	6
77	с ними	4	6
78	не знает	3	6
79	отношению к	19	6
80	на них	3	5
81	в чем	2	5
82	по отношению	21	5
83	и наконец	6	5
84	и у	2	5
85	что это	2	5
86	в целом	3	5
87	и вот	1	5
88	лишь в	2	5
89	на протяжении	1	5
90	с тем	1	5
91	в слове	3	5
92	нему и	2	5
93	таким образом	10	5
94	к тому	1	5
95	и что	2	5
96	что и	2	5
97	это не	5	5
98	все время	1	5
99	того что	2	5
100	обращаться к	1	5
101	из них	1	5
102	творчестве достоевского	1	5
103	в одном	1	5
104	себе и	1	5
105	к своему	2	5
106	дело идет	2	5
107	и от	3	5
108	мы должны	2	5
109	хотя бы	4	5
110	а в	6	5
111	из его	1	4
112	собою и	1	4
113	еще не	7	4
114	бы то	3	4
115	но не	12	4
116	но как	2	4
117	как в	4	4
118	бы и	1	4
119	все эти	5	4
120	при этом	5	4
121	на этом	2	4
122	то ни	3	4
123	что все	2	4
124	в мире	3	4
125	его в	9	4
126	с другими	3	4
127	этом смысле	3	4
128	переходим к	2	4
129	ни в	11	4
130	рядом с	5	4
131	все равно	1	4
132	с точки	6	4
133	все и	2	4
134	его отношение	1	4
135	но это	3	4
136	ничего не	6	4
137	его с	1	4
138	и это	3	4
139	если бы	3	4
140	и прежде	5	4
141	только на	1	4
142	в виде	2	4
143	в начале	2	4
144	не принимает	1	4
145	в общем	1	4
146	не о	1	4
147	протяжении всего	1	4
148	даже и	1	4
149	с другой	7	4
150	тем что	2	4
151	человека как	2	4
152	вместе с	1	4
153	да и	3	4
154	как к	2	4
155	я в	1	4
156	ни было	3	4
157	отношением к	1	4
158	о другом	1	4
159	а между	1	3
160	высшей степени	5	3
161	бы уже	1	3
162	так чтобы	1	3
163	говорить о	3	3
164	в виду	4	3
165	в ней	4	3
166	ивана карамазова	2	3
167	нет и	3	3
168	хотя и	3	3
169	и как	8	3
170	как он	1	3
171	к одному	1	3
172	не как	1	3
173	в каждом	2	3
174	это было	1	3
175	его и	1	3
176	в высшей	5	3
177	далеко не	5	3
