N	3gram	Bakhtin_Fr_6	Analitik
1	не может быть	1	16
2	в том что	2	9
3	в то же	5	8
4	то же время	5	6
5	той или иной	1	6
6	по отношению к	1	5
7	большей или меньшей	3	4
8	с точки зрения	2	4
9	о том что	5	3
10	в той или	1	3
11	из того что	1	3
12	для того чтобы	1	3
13	с одной стороны	4	3
14	и того же	1	2
15	в самом деле	4	2
16	именно в этом	1	2
17	но и в	2	2
18	в этом отношении	3	2
19	в основе своей	1	2
20	в данном случае	2	2
21	в первом случае	3	2
22	но в то	1	2
23	с другой стороны	2	2
24	во внешнем мире	1	2
25	в широком смысле	1	2
26	одного и того	1	2
27	том что он	1	2
28	самом деле в	1	1
29	более или менее	1	1
30	один и тот	1	1
31	о том как	1	1
32	до сих пор	3	1
33	в зависимости от	1	1
34	сам по себе	1	1
35	более того в	1	1
36	как мы увидим	2	1
37	с ним в	1	1
38	между тем как	1	1
39	на самом же	1	1
40	именно здесь в	1	1
41	вместе с тем	1	1
42	только для того	1	1
43	не подлежит никакому	1	1
44	и на все	1	1
45	не только в	1	1
46	в особенности же	1	1
47	смысле этого слова	1	1
48	а с другой	1	1
49	и как бы	1	1
50	в большей или	3	1
51	или меньшей степени	2	1
52	все же не	1	1
53	не он сам	1	1
54	его то есть	2	1
55	что же касается	1	1
56	самом же деле	1	1
57	в той же	4	1
58	уже не могут	1	1
59	начало и конец	2	1
60	во втором случае	3	1
61	в связи с	1	1
62	и тот же	2	1
63	с самим собой	1	1
