N	2gram	Bakhtin_fo_1	Problema
1	и в	50	30
2	в своей	2	22
3	то есть	33	21
4	не только	9	18
5	то что	6	18
6	в этом	25	17
7	том что	4	17
8	и даже	2	14
9	таким образом	11	13
10	но и	8	13
11	потому что	4	13
12	также и	2	12
13	о том	1	12
14	в его	13	12
15	в том	9	12
16	и не	14	12
17	так что	1	11
18	в своем	4	11
19	у него	6	11
20	в этой	1	10
21	для нас	2	10
22	точки зрения	5	10
23	все же	6	9
24	но в	10	9
25	и вообще	2	9
26	только в	4	9
27	и все	6	9
28	сказать что	3	9
29	хотя и	3	8
30	с точки	2	8
31	в конце	9	8
32	вовсе не	13	8
33	но не	5	7
34	как и	8	7
35	не в	5	7
36	никогда не	2	7
37	на землю	1	7
38	связи с	6	7
39	у нас	1	7
40	здесь не	4	7
41	в дальнейшем	6	7
42	так и	12	7
43	что он	1	7
44	до нас	5	7
45	мы находим	2	7
46	может быть	11	7
47	говорит о	1	7
48	в связи	5	7
49	в результате	6	7
50	вместе с	3	7
51	и на	8	6
52	тут же	1	6
53	и как	10	6
54	в нем	24	6
55	при помощи	1	6
56	его в	3	6
57	уже у	1	6
58	и его	16	6
59	что и	3	6
60	уже не	2	6
61	так как	6	6
62	с другой	2	6
63	прежде всего	15	6
64	как бы	2	6
65	и для	4	6
66	а в	3	6
67	и то	4	5
68	для себя	7	5
69	в которой	2	5
70	и с	4	5
71	в античном	1	5
72	с тем	3	5
73	миф о	1	5
74	но он	2	5
75	что этот	1	5
76	упоминает о	1	5
77	и у	5	5
78	и их	8	5
79	мы можем	1	5
80	v в	1	5
81	а не	3	5
82	не может	6	5
83	так же	6	5
84	как раз	13	5
85	в самом	8	5
86	что в	5	5
87	человека и	11	4
88	того же	8	4
89	и он	1	4
90	отнюдь не	5	4
91	и к	2	4
92	в себе	3	4
93	при этом	3	4
94	но все	5	4
95	об этом	2	4
96	было бы	2	4
97	ни в	8	4
98	в то	9	4
99	как о	1	4
100	тогда когда	2	4
101	в трагедии	2	4
102	и сам	1	4
103	ясно что	2	4
104	разного рода	2	4
105	нас в	3	4
106	оказывается что	2	4
107	или в	3	4
108	в качестве	3	4
109	богов и	1	4
110	далеко не	2	4
111	еще и	2	4
112	если не	1	4
113	в частности	6	4
114	жизни в	8	4
115	гораздо более	1	4
116	новое время	1	3
117	смысле слова	2	3
118	тем же	1	3
119	время как	5	3
120	в виду	3	3
121	в ней	4	3
122	еще не	5	3
123	он сам	1	3
124	в ее	6	3
125	совсем не	2	3
126	что касается	1	3
127	от этого	2	3
128	бы не	1	3
129	с одной	3	3
130	он не	5	3
131	такого же	1	3
132	в другом	1	3
133	в новое	3	3
134	нас не	1	3
135	нет никакого	1	3
136	в отношении	3	3
137	в самой	2	3
138	и после	1	3
139	не столь	2	3
140	есть только	2	3
141	он видит	1	3
142	нет никакой	1	3
143	то время	4	3
144	жизнь и	4	3
145	в эпоху	1	3
146	с ним	2	3
147	только и	5	3
148	внимание на	1	3
149	а также	2	3
150	все в	1	3
151	же в	3	3
152	того что	2	3
153	тот же	1	3
154	в человека	2	3
155	в начале	3	3
156	в одном	3	3
157	для них	3	3
158	в других	9	3
159	для того	5	3
160	именно в	3	3
161	одной стороны	2	3
162	жизнь в	2	3
163	мира в	3	3
164	быть только	3	3
165	еще более	3	3
166	и другие	5	3
167	и наиболее	1	2
168	самом деле	1	2
169	и до	5	2
170	поэтому и	3	2
171	то же	11	2
172	и за	1	2
173	по его	1	2
174	из всех	1	2
175	мы имеем	1	2
176	мы не	3	2
177	равно как	2	2
178	я не	1	2
179	и был	1	2
180	это время	7	2
181	в таком	3	2
182	все эти	9	2
183	в чем	2	2
184	что люди	1	2
185	мы будем	2	2
186	не входит	2	2
187	значение и	3	2
188	по отношению	3	2
189	отношение к	2	2
190	и речи	5	2
191	на то	1	2
192	как в	6	2
193	свои страдания	2	2
194	бесконечный ряд	1	2
195	и нет	2	2
196	кроме того	4	2
197	время это	1	2
198	тоже не	1	2
199	раз в	4	2
200	не к	2	2
201	которого и	1	2
202	его на	2	2
203	факт что	1	2
204	ахилла татия	1	2
205	это не	6	2
206	по всему	1	2
207	но уже	1	2
208	в них	4	2
209	и тогда	1	2
210	не больше	1	2
211	раз и	2	2
212	на месте	1	2
213	в котором	4	2
214	страха и	1	2
215	и более	1	2
216	в таких	1	2
217	человека но	1	2
218	дело в	2	2
219	и сама	1	2
220	того чтобы	5	2
221	ничего не	9	2
222	при всем	1	2
223	эпоху эллинизма	1	2
224	по своей	1	2
225	и является	2	2
226	иной раз	1	2
227	тем что	2	2
228	то более	1	2
229	не могут	3	2
230	к тому	3	2
231	как мы	14	2
232	значительной мере	1	2
233	данном случае	1	2
234	как с	1	2
235	здесь как	2	2
236	и которые	1	2
237	он был	1	2
238	нас и	1	2
239	по себе	2	2
240	в глаза	2	2
241	в значительной	2	2
242	от них	1	2
243	во втором	2	2
244	борьбе с	2	2
245	и только	1	2
246	в античной	1	2
247	здесь в	2	2
248	находим в	1	2
249	по этому	1	2
250	со всеми	3	2
251	есть в	2	2
252	конечно не	4	2
253	уже в	2	2
254	и они	1	2
255	об его	1	2
256	из них	1	2
257	всяком случае	1	2
258	до сих	3	2
259	ее в	2	2
260	стороны он	1	2
261	что не	3	2
262	и люди	1	2
263	то и	1	2
264	у гесиода	3	2
265	мы и	4	2
266	человеческой жизни	6	2
267	с помощью	2	2
268	не дается	1	2
269	эта идея	1	2
270	рода и	1	2
271	в брак	1	2
272	в данном	2	2
273	наряду с	5	2
274	да и	3	2
275	по существу	12	2
276	бросается в	1	2
277	в это	2	2
278	сих пор	3	2
279	но для	2	2
280	один из	3	2
281	это уже	1	2
282	этот образ	2	2
283	здесь конечно	2	2
284	человек и	2	2
285	в те	1	2
286	себя самого	1	2
287	всякого рода	2	2
288	у которого	1	2
289	хотя бы	2	2
290	человека то	1	2
291	в свою	2	2
292	была бы	2	2
293	отношению к	5	2
294	жизни и	8	2
295	к этому	3	2
296	во всяком	3	2
297	том числе	4	2
298	они не	3	2
299	я и	1	1
300	отношения к	3	1
301	и т	8	1
302	xvii века	2	1
303	дел и	1	1
304	всем и	1	1
305	должен быть	1	1
306	собою на	1	1
307	в христианском	1	1
308	тех же	2	1
309	в стороне	2	1
310	к своей	2	1
311	и есть	1	1
312	ему что	1	1
313	есть подлинное	1	1
314	к другому	2	1
315	мы встречаем	2	1
316	значение но	2	1
317	глубине и	1	1
318	в их	6	1
319	или ее	1	1
320	своей воле	1	1
321	мы уже	11	1
322	а как	3	1
323	вольтер в	1	1
324	основные моменты	1	1
325	вопрос о	2	1
326	науки и	1	1
327	и дается	2	1
328	не вполне	1	1
329	на себя	2	1
330	жизни как	1	1
331	и ее	3	1
332	они были	2	1
333	не знают	1	1
334	начала в	1	1
335	жизни это	2	1
336	в xix	1	1
337	и силе	1	1
338	не был	1	1
339	время в	6	1
340	с его	9	1
341	не без	2	1
342	начале и	1	1
343	и всего	1	1
344	то он	1	1
345	а только	2	1
346	бы в	1	1
347	друг на	2	1
348	свою жизнь	1	1
349	что было	3	1
350	и чужой	1	1
351	с собою	1	1
352	у них	2	1
353	и разными	1	1
354	время на	1	1
355	в свои	1	1
356	сама по	1	1
357	с этим	6	1
358	для всех	2	1
359	это был	1	1
360	перед нами	1	1
361	могли бы	1	1
362	и наконец	1	1
363	по пути	1	1
364	его к	1	1
365	это просто	1	1
366	я хотя	1	1
367	а перед	1	1
368	эту проблему	1	1
369	в этот	2	1
370	слова он	1	1
371	из жизни	1	1
372	бы и	1	1
373	что это	1	1
374	духовное и	1	1
375	в нашем	2	1
376	очень важно	1	1
377	из этих	1	1
378	в тех	1	1
379	если мы	2	1
380	или великий	1	1
381	и те	3	1
382	необходимо сделать	1	1
383	имеем в	1	1
384	но на	4	1
385	всей его	2	1
386	а вовсе	1	1
387	вообще не	3	1
388	главным образом	1	1
389	он ни	1	1
390	она становится	3	1
391	на одну	1	1
392	всех этих	5	1
393	он должен	2	1
394	что еще	1	1
395	и вот	1	1
396	этого мотива	1	1
397	знакомится с	1	1
398	и по	2	1
399	лишь с	1	1
400	в образе	5	1
401	жизнь которая	1	1
402	себя и	3	1
403	на всю	1	1
404	их и	2	1
405	времени и	10	1
406	времени в	7	1
407	входит в	3	1
408	по природе	2	1
409	и дает	3	1
410	например с	1	1
411	которая была	1	1
412	на свои	1	1
413	нравы и	1	1
414	были в	2	1
415	на друга	2	1
416	в античных	1	1
417	между собою	1	1
418	весь человеческий	1	1
419	чем в	2	1
420	и некоторые	1	1
421	с более	1	1
422	на первый	1	1
423	и при	1	1
424	жизни или	2	1
425	в преисподнюю	1	1
426	уже к	1	1
427	в положительном	1	1
428	не столько	1	1
429	литературе мы	1	1
430	говорил о	1	1
431	были известны	1	1
432	не как	2	1
433	далее в	1	1
434	своего рода	1	1
435	зрения которого	1	1
436	положительном смысле	1	1
437	испытания в	1	1
438	мыслитель и	1	1
439	брак в	2	1
440	силу и	1	1
441	все это	4	1
442	надо сказать	1	1
443	их в	3	1
444	вместе со	1	1
445	возвращается к	1	1
446	же мы	1	1
447	и очень	1	1
448	выступает здесь	1	1
449	вплоть до	1	1
450	xviii века	3	1
451	с которой	1	1
452	в людях	1	1
453	этого же	1	1
454	самого начала	2	1
455	не имеет	4	1
456	о чем	1	1
457	что их	1	1
458	противоречии с	1	1
459	и имеет	1	1
460	чем не	3	1
461	плен и	1	1
462	нет места	1	1
463	правда в	1	1
464	у этого	1	1
465	же время	9	1
466	к ней	2	1
467	как она	2	1
468	метаморфозы овидия	1	1
469	во всем	2	1
470	всей жизни	2	1
471	xvii и	1	1
472	достаточно указать	1	1
473	а мы	2	1
474	и оно	1	1
475	к себе	4	1
476	у гомера	1	1
477	когда мы	1	1
478	он лишен	1	1
479	здесь совершенно	2	1
480	в состав	1	1
481	героев и	3	1
482	как только	1	1
483	его с	1	1
484	той или	2	1
