N	4gram	Medvedev_F_3	Myshleni
1	одного и того же	1	4
2	вместе с тем и	1	4
3	и во всяком случае	2	2
4	в собственном смысле слова	1	2
5	с этой точки зрения	1	2
6	одной и той же	1	2
7	не могло бы возникнуть	1	1
8	бы то ни было	4	1
9	да и не могут	1	1
10	в том числе и	1	1
11	в этом же смысле	1	1
12	не выходит за пределы	1	1
13	а вместе с тем	1	1
14	дело идет не о	1	1
15	с той или иной	1	1
16	во всяком случае в	2	1
17	с точки зрения ее	1	1
18	этого слова и потому	1	1
19	какого бы то ни	1	1
20	только в последнее время	1	1
21	смысле этого слова и	1	1
22	одним и тем же	2	1
23	все более и более	1	1
