N	2gram	Vygotskiy__2	Tvorches
1	и в	32	20
2	в романе	2	15
3	и т	10	13
4	не только	12	13
5	т д	2	11
6	никогда не	9	11
7	как бы	6	11
8	таким образом	21	10
9	в то	5	10
10	в его	2	10
11	и его	7	9
12	же с	2	9
13	и не	10	9
14	при этом	13	8
15	и с	4	8
16	в том	37	8
17	может быть	18	8
18	в этом	13	8
19	прежде всего	1	8
20	но и	10	8
21	то же	13	7
22	это не	2	7
23	представление о	3	7
24	же время	2	7
25	наряду с	4	7
26	потому что	21	7
27	не может	17	7
28	что в	20	7
29	в целом	4	6
30	как и	10	6
31	в своей	3	6
32	что он	13	6
33	так и	3	6
34	в конце	3	6
35	именно в	1	6
36	а не	7	6
37	все это	5	6
38	например в	3	5
39	еще не	2	5
40	и на	5	5
41	но не	2	5
42	все же	4	5
43	в этой	6	5
44	если он	1	5
45	и сам	4	5
46	то есть	21	5
47	о том	6	5
48	и даже	5	5
49	в творчестве	4	5
50	но это	2	5
51	так же	18	5
52	мы не	3	4
53	все эти	7	4
54	и достоевский	1	4
55	что они	7	4
56	отнюдь не	5	4
57	как в	9	4
58	когда он	10	4
59	но в	3	4
60	не в	8	4
61	творчество достоевского	1	4
62	на его	2	4
63	что она	16	4
64	в принципе	1	4
65	что у	5	4
66	об этом	3	4
67	показывает что	3	4
68	если бы	6	4
69	тем самым	1	4
70	ничего не	4	4
71	в чем	4	4
72	мы видим	4	4
73	а в	4	4
74	в соответствии	1	4
75	и от	2	4
76	том что	21	4
77	одним из	1	3
78	же как	4	3
79	человека и	1	3
80	он сам	1	3
81	а с	2	3
82	в себе	2	3
83	в нем	4	3
84	он не	6	3
85	евгения онегина	3	3
86	у пушкина	1	3
87	в плане	1	3
88	так например	1	3
89	его в	1	3
90	и мы	6	3
91	достоевского но	1	3
92	в самом	12	3
93	в котором	1	3
94	в их	3	3
95	место в	2	3
96	в которых	3	3
97	тем что	9	3
98	одна из	1	3
99	казалось бы	2	3
100	и это	4	3
101	быть может	1	3
102	до сих	5	3
103	между тем	4	3
104	этот вопрос	3	3
105	уже не	1	3
106	рассказывает о	1	3
107	для него	1	3
108	у нее	1	3
109	так как	12	3
110	то что	21	3
111	как у	1	3
112	что не	3	3
113	в свете	2	3
114	вместе с	2	3
115	в область	1	3
116	в пользу	1	3
117	с этой	4	3
118	сих пор	5	3
119	нет ничего	1	3
120	один из	3	3
121	своих героев	1	3
122	по самой	1	3
123	в своих	9	3
124	к этому	1	3
125	в таком	2	3
126	как известно	1	2
127	таком случае	1	2
128	самом деле	16	2
129	от этой	1	2
130	по преимуществу	1	2
131	преступления и	1	2
132	и он	3	2
133	роман и	2	2
134	в ее	2	2
135	они имеют	1	2
136	должен сознаться	1	2
137	во что	1	2
138	так что	3	2
139	в истории	1	2
140	и поэтому	4	2
141	писателя в	1	2
142	и наконец	1	2
143	имеет в	1	2
144	но эта	2	2
145	в которой	2	2
146	в литературном	1	2
147	бы не	2	2
148	очень важным	1	2
149	т п	8	2
150	тому же	1	2
151	но ведь	1	2
152	трагического и	1	2
153	и если	1	2
154	едва ли	4	2
155	у читателя	1	2
156	и сколько	1	2
157	и по	4	2
