N	4gram	Tiupa_Disk_1	Analitik
1	одного и того же	2	3
2	в то же время	3	3
3	в том что он	1	2
4	мы имеем дело не	1	2
5	ивана петровича белкина в	1	2
6	дело в том что	1	2
7	притчи о блудном сыне	1	2
8	прежде всего к ценностной	1	1
9	слушатель читатель может и	1	1
10	мы имеем дело с	1	1
11	форме индивидуального речевого замысла	1	1
12	в сущности застывшее целое	1	1
13	равнодостойности сознаний встречающихся в	1	1
14	здесь действующие лица по	1	1
15	строим свою речь нам	1	1
16	свободным как к содержанию	1	1
17	поступки только раскрывают содержание	1	1
18	и в форме определенной	1	1
19	излишним впрочем уверяем читателя	1	1
20	курьезное любопытное занимательное неожиданное	1	1
21	преступается не предначертанность судьбы	1	1
22	композиции неразвернутость характеристик и	1	1
23	жанры как формы целого	2	1
24	помещаем полагая его излишним	1	1
25	и потому нейтральное к	1	1
26	укрупненных деталей краткость и	1	1
27	типа есть монолог в	1	1
28	композиционным костяком так сказать	1	1
29	акт притчевого типа есть	1	1
30	как композиционно определенное в	1	1
31	нечто смешное но обязательно	1	1
32	жанровые зародыши тематические и	1	1
33	фактический слушатель читатель может	1	1
34	притче о блудном сыне	1	1
35	нормативное приложение запечатленного в	1	1
36	слово анекдота уже не	1	1
37	опыта к индивидуальной жизненной	1	1
38	акцентированная роль немногочисленных и	1	1
39	с языком ставят перед	1	1
40	жанр как композиционно определенное	1	1
41	всего к ценностной однозначности	1	1
42	время жанры существенно связаны	1	1
43	собственно и составляющий морализаторскую	1	1
44	говорит и кому говорят	1	1
45	монологизированного слова в слове	1	1
46	тематические и языковые с	1	1
47	как к содержанию сказания	1	1
48	в сказании повествуемой ситуации	1	1
49	некий нравственный закон собственно	1	1
50	от одного сознания к	1	1
51	ставят перед ним определенные	1	1
52	как бы укрупненных деталей	1	1
53	бы укрупненных деталей краткость	1	1
54	смысле домонологично оно объединяет	1	1
55	сплетни то есть принадлежат	1	1
56	однозначности и прежде всего	1	1
57	так сказать первофеномены жанров	1	1
58	описаний акцентированная роль немногочисленных	1	1
59	можно сказать что жанр	1	1
60	оно стремится к однозначности	1	1
61	стабильно дифференцированном и оцененном	1	1
62	зародыши тематические и языковые	1	1
63	бытуют как слухи или	1	1
64	он ничего предосудительного памяти	1	1
65	запечатленного в притче универсального	1	1
66	свою речь нам всегда	1	1
67	и в форме индивидуального	1	1
68	коммуникативного события на поучающего	1	1
69	суть то что они	1	1
70	система смыслов оно стремится	1	1
71	существенно связаны с языком	1	1
72	нам всегда предносится целое	1	1
73	восприятия со стороны адресата	1	1
74	не выбирают а по	1	1
75	коего мы не помещаем	1	1
76	рода механизмом активизации воспринимающего	1	1
77	и вторичные идеологические жанры	1	1
78	практике может быть осуществлено	1	1
79	адресата при этом остается	1	1
80	не отделен от своей	1	1
81	притчи иносказательность является своего	1	1
82	или преступается не предначертанность	1	1
83	поучающего и поучаемого это	1	1
84	между мифом и литературой	1	1
85	как формы целого следовательно	1	1
86	слушающих общим знанием поэтому	1	1
87	для притчи иносказательность является	1	1
88	анекдот коего мы не	1	1
89	преждевременно поскольку мы имеем	1	1
90	белкина в себе не	1	1
91	одного сознания к другому	1	1
92	составляющий морализаторскую премудрость притчевого	1	1
93	гегель именовал веком героев	1	1
94	иносказательность является своего рода	1	1
95	встречающихся в дискурсе речевой	1	1
96	могло и не должно	1	1
97	пассивным как к содержанию	1	1
98	с собственно художественными а	1	1
99	слово сказания еще не	1	1
100	в форме индивидуального речевого	1	1
101	то что они хотят	1	1
102	индивида и его поступки	1	1
103	а некий нравственный закон	1	1
104	читатель может и не	1	1
105	строгость композиции неразвернутость характеристик	1	1
106	готовом стабильно дифференцированном и	1	1
107	судьбы они едины судьба	1	1
108	сказать что жанр это	1	1
109	и языковые с еще	1	1
110	высказывания жанр в свою	1	1
111	иерархично оно не предполагает	1	1
112	костяком так сказать первофеномены	1	1
113	не в том что	1	1
114	формы междуязычны интернациональны в	1	1
115	предстают перед нами не	1	1
116	своей природе суть то	1	1
117	говорить о поэтике здесь	1	1
118	и слушающих общим знанием	1	1
119	даже будучи порой фактически	1	1
120	быть проделано и рассказывающим	1	1
121	себе не заключает и	1	1
122	свою очередь определяется предметом	2	1
123	сказания не от своея	1	1
124	о блудном сыне как	1	1
125	а по своей природе	1	1
126	притчу о блудном сыне	1	1
127	от жанра высказывания жанр	1	1
128	ничего предосудительного памяти ивана	1	1
129	сознаний встречающихся в дискурсе	1	1
130	и точность словесного выражения	1	1
131	тот или иной род	1	1
132	как субъекты этического выбора	1	1
133	когда мы строим свою	1	1
134	что они хотят и	1	1
135	зависит от жанра высказывания	1	1
136	междуязычны интернациональны в то	1	1
137	и его поступки только	1	1
138	своего рода механизмом активизации	1	1
139	может и не занять	1	1
140	из притчи о блудном	1	1
141	персонажи не выбирают а	1	1
142	говорящий здесь только исполнитель	1	1
143	сказание в известном смысле	1	1
144	полагая его излишним впрочем	1	1
145	предметно-смысловые формы междуязычны интернациональны	1	1
146	в притче универсального опыта	1	1
147	но не верифицируемым знанием	1	1
148	языковые с еще не	1	1
149	к индивидуальной жизненной практике	1	1
150	осуществляется или преступается не	1	1
151	приобщения к общенародной хвале	1	1
152	быть осуществлено только самим	1	1
153	и описаний акцентированная роль	1	1
154	поскольку мы имеем дело	1	1
155	хоровое слово общенародной хвалы	1	1
156	какое гегель именовал веком	1	1
157	индивидуальной жизненной практике может	1	1
158	внутренняя активность адресата при	1	1
159	всегда предносится целое нашего	1	1
160	и составляющий морализаторскую премудрость	1	1
161	лицом к лицу с	1	1
162	бахтин может ощущаться завершенная	1	1
163	они хотят и свершают	1	1
164	сторону индивида и его	1	1
165	фактически точными они бытуют	1	1
166	случае его вступление в	1	1
167	выбирают а по своей	1	1
168	же время жанры существенно	1	1
169	притча разъединяет участников коммуникативного	1	1
170	жанры существенно связаны с	1	1
171	не предполагает внутренне свободного	1	1
172	как к содержанию анекдота	1	1
173	может быть осуществлено только	1	1
174	оно не предполагает хоровой	1	1
175	речевой акт притчевого типа	1	1
176	столь пассивным как к	1	1
177	петровича белкина в себе	1	1
178	представляет собой исторически продуктивный	1	1
179	судьба выражает внеличную сторону	1	1
180	развившимся твердым композиционным костяком	1	1
181	нравственный закон собственно и	1	1
182	оно живет в готовом	1	1
183	может быть определена как	2	1
184	обладает достоверным но не	1	1
185	разъединяет участников коммуникативного события	1	1
186	отношение слушателя к содержанию	1	1
187	астероидные жанровые образования возникающие	1	1
188	может быть проделано и	1	1
189	персонажи сказания не от	1	1
190	нашего высказывания и в	1	1
191	монолог в чистом виде	1	1
192	компетентность восприятия со стороны	1	1
193	в готовом стабильно дифференцированном	1	1
194	смыслов оно стремится к	1	1
195	жанра высказывания жанр в	1	1
196	здесь пока еще преждевременно	1	1
197	немногочисленных и как бы	1	1
198	перед ним определенные задания	1	1
199	предметом целью и ситуацией	3	1
200	имеем дело не с	1	1
201	известном смысле домонологично оно	1	1
202	и как бы укрупненных	1	1
203	его излишним впрочем уверяем	1	1
204	приложение запечатленного в притче	1	1
205	композиционно определенное в сущности	1	1
206	может ощущаться завершенная и	1	1
207	внеличную сторону индивида и	1	1
208	и персонажи сказания не	1	1
209	связаны с языком ставят	1	1
210	кто говорит и кому	1	1
211	предносится целое нашего высказывания	1	1
212	следует анекдот коего мы	1	1
213	но обязательно курьезное любопытное	1	1
214	смешное но обязательно курьезное	1	1
215	пока еще преждевременно поскольку	1	1
216	целого следовательно предметно-смысловые формы	1	1
217	уверяем читателя что он	1	1
218	форме определенной жанровой схемы	1	1
219	в свою очередь определяется	2	1
220	точными они бытуют как	1	1
221	роль немногочисленных и как	1	1
222	ощущаться завершенная и строго	1	1
223	и поучаемого это разделение	1	1
224	целое нашего высказывания и	1	1
225	типическим ситуациям речевого общения	2	1
226	неразвернутость характеристик и описаний	1	1
227	жанровой схемы и в	1	1
228	или сплетни то есть	1	1
229	природе суть то что	1	1
230	ни столь свободным как	1	1
231	следовательно предметно-смысловые формы междуязычны	1	1
232	памяти ивана петровича белкина	1	1
233	ним определенные задания реализуют	1	1
234	премудрость притчевого назидания притча	1	1
235	мира которая своей карнавальной	1	1
236	слова говорящий здесь только	1	1
237	картина мира которая своей	1	1
238	высказывания и в форме	1	1
239	притче универсального опыта к	1	1
240	очередь определяется предметом целью	2	1
241	есть монолог в чистом	1	1
242	как слухи или сплетни	1	1
243	это позиция активного приятия	1	1
244	определяется предметом целью и	3	1
245	дифференцированном и оцененном мире	1	1
246	но в таком случае	1	1
247	впрочем уверяем читателя что	1	1
248	ни столь пассивным как	1	1
