N	2gram	Vinokur_St_3	Myshleni
1	с помощью	1	42
2	и в	25	25
3	в развитии	2	24
4	в том	20	23
5	на основе	2	22
6	том что	15	20
7	таким образом	10	17
8	так же	1	17
9	что в	19	17
10	с тем	4	16
11	как и	4	15
12	в его	12	15
13	то что	12	15
14	в этом	24	14
15	вместе с	2	14
16	между собой	1	13
17	может быть	19	13
18	в целом	4	13
19	так как	3	12
20	в качестве	4	12
21	что они	2	10
22	и что	3	10
23	что и	1	10
24	было бы	7	10
25	того что	5	10
26	только в	6	10
27	как бы	6	10
28	и не	10	10
29	мы не	2	9
30	связи с	3	9
31	заключается в	2	9
32	ни в	5	9
33	как в	6	9
34	как мы	2	8
35	того чтобы	1	8
36	тем что	19	8
37	показывает что	3	8
38	не является	3	8
39	речи и	1	8
40	по своей	1	7
41	все эти	3	7
42	по себе	1	7
43	в области	6	7
44	уже в	3	7
45	для того	2	7
46	что мы	3	7
47	того же	2	6
48	совпадает с	1	6
49	и на	6	6
50	но не	2	6
51	потому что	5	6
52	от этого	1	6
53	представляет собой	1	6
54	не только	12	6
55	собственном смысле	1	6
56	не может	7	6
57	мы видели	1	6
58	точки зрения	7	6
59	не в	6	6
60	в отношении	2	6
61	не менее	2	6
62	самого начала	2	6
63	приходит к	1	6
64	в собственном	1	6
65	с самого	2	6
66	можно было	1	6
67	один из	2	6
68	что он	19	6
69	со всеми	1	6
70	и у	2	6
71	с другой	5	6
72	в связи	3	6
73	все это	8	6
74	все же	4	6
75	процесса в	1	6
76	одним из	1	5
77	с ее	2	5
78	как говорит	1	5
79	и как	1	5
80	и к	4	5
81	отношения между	5	5
82	что это	16	5
83	что она	1	5
84	и по	2	5
85	на этой	1	5
86	между отдельными	1	5
87	тем не	2	5
88	но это	4	5
89	могут быть	2	5
90	и т.д	1	5
91	о том	8	5
92	так и	5	5
93	если бы	4	5
94	в этой	14	5
95	показывают что	1	5
96	с одной	2	5
97	для него	3	5
98	именно в	1	5
99	из которых	4	5
100	одной стороны	3	5
101	мы имели	2	4
102	тем же	1	4
103	мы имеем	5	4
104	время как	4	4
105	еще не	2	4
106	которые не	1	4
