N	2gram	Vygotskiy__4	Problema
1	и в	33	30
2	в своей	4	22
3	то есть	13	21
4	не только	7	18
5	то что	44	18
6	в этом	28	17
7	том что	22	17
8	и даже	1	14
9	таким образом	13	13
10	но и	3	13
11	потому что	24	13
12	также и	2	12
13	о том	20	12
14	в его	10	12
15	в том	21	12
16	и не	13	12
17	так что	7	11
18	в своем	7	11
19	у него	6	11
20	в этой	9	10
21	в виде	3	10
22	для нас	7	10
23	точки зрения	6	10
24	все же	5	9
25	но в	2	9
26	и вообще	1	9
27	только в	4	9
28	и все	12	9
29	сказать что	13	9
30	с точки	4	8
31	никак не	6	8
32	в конце	8	8
33	вовсе не	5	8
34	но не	3	7
35	как и	5	7
36	не в	2	7
37	никогда не	5	7
38	связи с	2	7
39	у нас	4	7
40	в дальнейшем	1	7
41	так и	3	7
42	что он	20	7
43	может быть	22	7
44	говорит о	4	7
45	в связи	1	7
46	в результате	2	7
47	вместе с	8	7
48	и на	5	6
49	и как	5	6
50	в нем	7	6
51	при помощи	4	6
52	его в	3	6
53	несмотря на	1	6
54	можно найти	2	6
55	и его	5	6
56	можно сказать	2	6
57	и что	25	6
58	что и	3	6
59	мы читаем	2	6
60	так как	12	6
61	с другой	2	6
62	прежде всего	2	6
63	как бы	25	6
64	и для	3	6
65	конце концов	3	6
66	а в	4	6
67	другой стороны	2	6
68	и то	2	5
69	не просто	4	5
70	в которой	4	5
71	и с	2	5
72	с тем	4	5
73	нисколько не	5	5
74	но он	6	5
75	что этот	3	5
76	того как	1	5
77	и о	4	5
78	что у	4	5
79	и у	1	5
80	и их	1	5
81	мы можем	5	5
82	а не	6	5
83	не может	10	5
84	так же	13	5
85	как раз	9	5
86	будто бы	1	5
87	в самом	12	5
88	что в	21	5
89	человека и	1	4
90	того же	1	4
91	едва ли	2	4
92	и он	3	4
93	и к	2	4
94	в себе	6	4
95	при этом	2	4
96	но все	2	4
97	об этом	4	4
98	было бы	12	4
99	ни в	3	4
100	не так	1	4
101	любви и	1	4
102	в то	3	4
103	тогда когда	1	4
104	но даже	1	4
105	в трагедии	10	4
106	некоторой степени	1	4
107	и сам	1	4
108	ясно что	5	4
109	этой драме	1	4
110	оказывается что	2	4
111	или в	1	4
112	до некоторой	1	4
113	далеко не	3	4
114	а с	2	4
115	в частности	4	4
116	в смысле	1	4
117	жизни в	1	4
118	из этого	5	4
119	гораздо более	1	4
120	тем же	1	3
121	время как	2	3
122	в виду	2	3
123	в ней	6	3
124	еще не	1	3
125	он сам	1	3
126	иное как	1	3
127	что его	3	3
128	в ее	2	3
129	совсем не	1	3
130	что они	6	3
131	что касается	2	3
132	от этого	3	3
133	бы не	2	3
134	с одной	3	3
135	он не	11	3
136	такого же	1	3
137	в другом	1	3
138	знает что	2	3
139	этом смысле	1	3
140	или вернее	2	3
141	нет никакого	1	3
142	в отношении	1	3
143	и другое	2	3
144	в русской	2	3
145	что иное	1	3
146	но только	1	3
147	в самой	6	3
148	как будто	8	3
149	есть только	2	3
150	указывает на	3	3
151	он видит	3	3
152	и которая	1	3
153	нет никакой	2	3
154	то время	2	3
155	что от	1	3
156	жизнь и	4	3
157	с ним	5	3
158	внимание на	2	3
159	и который	1	3
160	а также	1	3
161	все в	1	3
162	к нему	1	3
163	все время	24	3
164	же в	1	3
165	того что	4	3
166	тот же	3	3
167	в одном	3	3
168	для того	23	3
169	именно в	2	3
170	одной стороны	3	3
171	и никогда	1	3
172	видит в	3	3
173	этой трагедии	3	3
174	и другие	1	3
175	в сравнении	1	3
176	не что	1	3
177	перейти к	2	3
178	точно так	3	3
179	он считает	1	2
180	таком случае	1	2
181	самом деле	12	2
182	и до	3	2
183	поэтому и	1	2
184	то же	9	2
185	и за	3	2
186	мы имеем	2	2
187	мы не	5	2
188	и тут	1	2
189	равно как	1	2
190	я не	4	2
191	это время	2	2
192	в таком	4	2
193	все эти	6	2
194	в чем	1	2
195	тем как	1	2
196	мы будем	5	2
197	не то	4	2
198	значение и	1	2
199	не все	2	2
200	по отношению	1	2
201	и никак	1	2
202	и речи	1	2
203	на то	10	2
204	в одной	2	2
205	как в	3	2
206	что именно	3	2
207	когда он	7	2
208	в нашей	2	2
209	раз в	7	2
210	если он	2	2
211	на его	1	2
212	он все	3	2
213	по словам	2	2
214	то ни	1	2
215	факт что	1	2
216	что такой	2	2
217	и дальше	1	2
218	его не	2	2
219	страстей и	1	2
220	которого не	1	2
221	это не	6	2
222	но уже	1	2
223	в них	2	2
224	с такой	2	2
225	не больше	2	2
226	со всей	2	2
227	и сейчас	3	2
228	и без	1	2
229	во времена	1	2
230	в котором	2	2
231	борьбу с	3	2
232	и более	1	2
233	и ясно	2	2
234	дело в	1	2
235	на него	4	2
236	того чтобы	22	2
237	упоминания о	3	2
238	ничего не	2	2
239	больше чем	2	2
240	он хочет	1	2
241	и является	2	2
242	тем что	3	2
243	если только	1	2
244	обстоятельство что	1	2
245	это конечно	1	2
246	к тому	12	2
247	и свое	1	2
248	как мы	4	2
249	которого мы	1	2
250	времени мы	1	2
251	без всякого	2	2
252	людей или	1	2
253	как с	1	2
254	можно было	4	2
255	за то	3	2
256	по себе	9	2
257	в глаза	1	2
258	бы то	2	2
259	и просто	1	2
260	в драме	3	2
261	между тем	1	2
262	и только	7	2
263	вслед за	3	2
264	здесь в	3	2
265	что только	1	2
266	ли он	2	2
267	в какой	5	2
268	трагедии и	6	2
269	именно на	1	2
270	есть в	1	2
271	конечно не	3	2
272	уже в	2	2
273	из них	4	2
274	всяком случае	3	2
275	до сих	3	2
276	ее в	4	2
277	стороны он	2	2
278	что не	4	2
279	мы и	1	2
280	него не	1	2
281	в трех	1	2
282	он говорит	3	2
283	да и	3	2
284	такого рода	1	2
285	по существу	2	2
286	в это	2	2
287	с этой	4	2
288	сих пор	3	2
289	только для	1	2
290	но для	1	2
291	один из	2	2
292	это уже	1	2
293	этот образ	1	2
294	ли в	1	2
