N	2gram	Bakhtin_KF_1	Komedia
1	и в	24	22
2	и не	26	21
3	том что	4	13
4	в том	6	12
5	так как	1	11
6	со стороны	7	11
7	ни в	12	10
8	потому что	2	10
9	в самом	1	9
10	вместе с	1	9
11	в этом	14	8
12	его в	5	8
13	в своем	16	8
14	к ней	1	8
15	о том	3	8
16	если бы	8	8
17	в его	40	8
18	что и	7	8
19	что он	2	8
20	едва ли	2	7
21	то же	5	7
22	при этом	4	7
23	не по	4	7
24	об этом	1	7
25	только что	1	7
26	а в	4	7
27	в свою	3	7
28	того же	1	6
29	самом деле	3	6
30	еще не	4	6
31	в то	3	6
32	и его	17	6
33	к тому	1	6
34	того чтобы	2	6
35	свою очередь	1	6
36	ясно что	3	6
37	для того	3	6
38	может быть	45	6
39	как раз	1	6
40	к этому	2	6
41	отношение к	5	5
42	более чем	1	5
43	но в	5	5
44	не только	5	5
45	а по	2	5
46	он не	6	5
47	в своей	10	5
48	не менее	3	5
49	же время	2	5
50	к себе	2	5
51	хотя и	1	5
52	с ним	5	5
53	любви к	1	5
54	к нему	12	5
55	что в	4	5
56	по отношению	26	5
57	тем что	3	5
58	прежде всего	2	5
59	как это	1	5
60	все это	10	5
61	в ней	3	4
62	нет и	3	4
63	отнюдь не	6	4
64	все же	5	4
65	когда он	1	4
66	то что	7	4
67	в себе	21	4
68	что она	1	4
69	но все	5	4
70	и с	1	4
71	должен был	1	4
72	с тем	2	4
73	несмотря на	1	4
74	точки зрения	12	4
75	не в	12	4
76	в отношении	1	4
77	и здесь	7	4
78	друг друга	1	4
79	так и	2	4
80	здесь нет	2	4
81	не дает	3	4
82	вовсе не	7	4
83	но и	9	4
84	до конца	3	4
85	ничем не	1	4
86	а не	17	4
87	не является	1	4
88	и для	9	4
89	хотя бы	4	4
90	говорить о	2	3
91	столь же	1	3
92	с его	1	3
93	в ее	16	3
94	с этим	1	3
95	и к	1	3
96	тем же	1	3
97	и этим	3	3
98	в которой	1	3
99	в этой	2	3
100	и тот	1	3
101	на то	1	3
102	в нем	28	3
103	приводит к	1	3
104	то ни	2	3
105	было бы	8	3
106	все равно	1	3
107	как и	5	3
108	чем в	1	3
109	себе в	1	3
110	на месте	1	3
111	с точки	9	3
112	тем не	2	3
113	их в	1	3
114	к ним	4	3
115	не имеет	5	3
116	никогда не	5	3
117	ничего не	3	3
118	и мысли	1	3
119	же самое	1	3
120	и мы	2	3
121	не о	2	3
122	одной из	1	3
123	нисколько не	4	3
124	что не	3	3
125	следует что	1	3
126	всяком случае	1	3
127	мы можем	1	3
128	отношению к	22	3
129	и даже	1	3
130	на ее	1	3
131	один из	2	3
132	не он	1	3
133	если не	2	3
134	не может	27	3
135	конечно не	7	3
136	по своему	3	3
137	как бы	9	3
138	в целом	10	3
139	из себя	8	3
140	бы он	2	3
141	не знает	5	3
142	дело с	2	3
143	все что	1	3
144	в какой	1	3
145	во всяком	1	3
146	отношения к	1	2
147	из его	3	2
148	его не	1	2
149	не спасает	1	2
150	мы не	3	2
151	и он	1	2
152	но при	1	2
153	и на	3	2
154	бы то	2	2
155	во всех	11	2
156	конечном счете	1	2
157	и я	5	2
158	как в	2	2
159	ней в	1	2
160	в результате	1	2
161	бы не	3	2
162	если он	1	2
163	ни было	4	2
164	на его	1	2
165	людей и	2	2
166	а затем	1	2
167	в мире	6	2
168	из всех	1	2
169	не с	1	2
170	а как	2	2
171	это не	10	2
172	этот человек	1	2
173	который по	1	2
174	остается в	1	2
175	не мог	1	2
176	в котором	24	2
177	в их	8	2
178	всем том	1	2
179	в одном	4	2
180	что эта	2	2
181	тому что	2	2
182	она не	1	2
183	что ему	1	2
184	дело не	2	2
185	в основе	5	2
186	ему и	1	2
187	бы по	1	2
188	в области	2	2
189	отказаться от	2	2
190	и это	12	2
191	и о	1	2
192	в виду	3	2
193	здесь не	3	2
194	сама она	1	2
195	от своей	5	2
196	в другом	3	2
197	как этот	1	2
198	и во	1	2
199	в конечном	1	2
200	которой мы	1	2
201	между тем	4	2
202	нуждается в	1	2
203	оказался в	1	2
204	как из	1	2
205	не как	4	2
206	тот же	1	2
207	должен быть	7	2
208	и ее	2	2
209	в качестве	2	2
210	если мы	1	2
211	нового времени	1	2
212	был бы	3	2
213	до того	1	2
214	себя от	1	2
215	они будут	1	2
216	от того	3	2
217	чувствует себя	1	2
218	себя и	2	2
219	к человеку	1	2
220	не было	8	2
221	что мы	1	2
222	ближе к	3	2
223	он и	2	2
224	до этого	1	2
225	его на	2	2
226	из которых	2	2
227	не отличаются	1	2
228	его от	1	2
229	только для	1	2
230	о его	1	2
231	нет ничего	1	2
232	выходит из	1	2
233	все остальные	1	2
234	и все	7	2
235	полагать что	1	2
236	отношению ко	4	2
237	не будет	2	2
238	между ними	1	2
239	только как	4	2
240	совершенно не	6	2
241	равно как	1	2
242	в своих	3	2
243	это в	1	2
244	я и	2	1
245	чтобы не	2	1
246	как истинного	1	1
247	возможны и	1	1
248	в первом	1	1
249	и до	1	1
250	видеть в	1	1
251	особенно часто	1	1
252	в зависимости	1	1
253	и должен	2	1
254	если я	2	1
255	мы имеем	5	1
256	и само	1	1
257	и себя	1	1
258	вопрос о	2	1
259	именно к	1	1
260	а для	2	1
261	я не	6	1
262	ему в	2	1
263	для нашей	1	1
