N	3gram	Losev_Dial_2	slovoVRo
1	и т п	2	33
2	не может быть	3	15
3	с одной стороны	1	5
4	той или иной	1	5
5	в зависимости от	2	4
6	то же время	4	4
7	но все же	1	4
8	в то же	3	4
9	в том что	6	4
10	в той или	2	3
11	с точки зрения	8	3
12	сама по себе	7	3
13	в этом отношении	1	3
14	одной стороны и	1	3
15	более или менее	2	2
16	не только о	1	2
17	до сих пор	2	2
18	может быть и	3	2
19	не только в	2	2
20	не могут быть	2	2
21	во всяком случае	2	2
22	в связи с	4	2
23	как мы уже	1	2
24	и т д	15	2
25	том что она	1	1
26	точки зрения и	1	1
27	и может быть	3	1
28	не менее в	1	1
29	это не может	1	1
30	образ может быть	1	1
31	мы говорим о	1	1
32	онегин у пушкина	1	1
33	иметь в виду	2	1
34	входить в рассмотрение	1	1
35	том что в	1	1
36	и в смысле	1	1
37	мы уже сказали	1	1
38	она или прямо	1	1
39	и даже не	1	1
40	бы она ни	1	1
41	том что он	1	1
42	уже не в	1	1
43	только в смысле	1	1
44	не может не	3	1
45	и не только	5	1
46	как это было	2	1
47	и в то	1	1
48	сами по себе	3	1
49	значение может иметь	1	1
50	связанные с этим	1	1
51	но и в	1	1
52	может быть конечно	1	1
53	и не может	1	1
54	жизни и в	1	1
55	самого по себе	1	1
56	со всех сторон	1	1
57	может быть только	2	1
58	по себе а	1	1
59	может и не	1	1
60	порождать из себя	1	1
61	а не только	1	1
62	как миф в	1	1
63	вовсе не обязательно	2	1
64	все более и	1	1
65	бы и не	1	1
66	общения с ним	1	1
67	это не значит	2	1
68	в нем не	1	1
69	мы уже говорили	1	1
70	есть не только	1	1
71	с другой стороны	4	1
72	печорин у лермонтова	1	1
73	не было у	1	1
74	именно в том	1	1
75	в широком смысле	2	1
76	тем не менее	2	1
77	о том что	4	1
78	того или иного	1	1
79	вовсе не в	3	1
80	большей или меньшей	1	1
81	только начинается это	1	1
82	это и не	1	1
83	выйти за пределы	1	1
84	мы можем сказать	1	1
85	с самого начала	2	1
86	тем и другим	1	1
87	более и более	1	1
88	речь идет о	1	1
89	но всегда и	1	1
90	в другом случае	1	1
91	новый смысл и	1	1
92	как бы только	1	1
93	и в нем	1	1
94	необходимо иметь в	1	1
95	представить себе как	1	1
96	все это не	1	1
97	она не может	1	1
