N	2gram	Losev_Vlad_3	Problemy
1	и в	40	46
2	то есть	24	40
3	и не	25	27
4	может быть	8	23
5	не может	14	19
6	как бы	3	19
7	в нем	3	17
8	в этом	16	16
9	не только	25	14
10	перед нами	3	12
11	как мы	8	12
12	но и	18	12
13	как и	7	12
14	и на	6	11
15	точки зрения	13	11
16	в одном	5	11
17	а не	8	11
18	не в	3	10
19	между ними	1	10
20	и к	2	9
21	в самом	4	9
22	с точки	6	9
23	и все	4	9
24	в его	14	9
25	в том	18	9
26	вовсе не	13	9
27	прежде всего	10	9
28	до сих	1	8
29	конечно не	1	8
30	сих пор	1	8
31	в сущности	2	7
32	еще не	4	7
33	в себе	9	7
34	и с	9	7
35	по себе	6	7
36	как раз	10	7
37	слова и	1	7
38	то же	4	6
39	никогда не	11	6
40	и он	1	6
41	хотя и	7	6
42	но в	4	6
43	к одному	1	6
44	ни в	10	6
45	но это	6	6
46	и его	10	6
47	что он	5	6
48	только в	13	6
49	друг друга	2	6
50	все это	1	6
51	в котором	4	5
52	с его	2	5
53	во всех	1	5
54	за пределы	3	5
55	так сказать	1	5
56	при этом	3	5
57	особенно в	1	5
58	это не	3	5
59	в жизни	2	5
60	рядом с	1	5
61	в то	7	5
62	в самой	1	5
63	это слово	1	5
64	и сам	1	5
65	с самим	1	5
66	о том	11	5
67	же время	2	5
68	к нему	3	5
69	если мы	4	5
70	мы находим	2	5
71	так как	7	5
72	у него	24	5
73	жизни и	1	5
74	например в	1	4
75	самом деле	1	4
76	в их	2	4
77	мы не	2	4
78	на себя	2	4
79	но не	4	4
80	как в	1	4
81	все же	4	4
82	кроме того	6	4
83	знаю что	1	4
84	все эти	5	4
85	он не	8	4
86	таким образом	11	4
87	и наконец	2	4
88	том что	18	4
89	в этих	2	4
90	том же	1	4
91	раз и	8	4
92	в процессе	1	4
93	во всем	6	4
94	потому что	11	4
95	в направлении	1	4
96	здесь не	3	4
97	в себя	1	4
98	так и	6	4
99	в виду	3	4
100	и здесь	6	4
101	и других	1	4
102	можно сказать	1	4
103	же и	2	4
104	уже не	9	4
105	уже в	3	4
106	еще и	18	4
107	до конца	4	4
108	очень часто	1	4
109	да и	6	4
110	должно быть	5	4
111	и нет	1	4
112	то что	28	4
113	совершенно не	2	4
114	что в	17	4
115	но эти	1	4
116	том числе	1	4
117	себя как	1	3
118	также и	17	3
119	человека и	3	3
120	сам по	2	3
121	и понимает	1	3
122	и это	6	3
123	здесь и	2	3
124	мы уже	5	3
125	мы имеем	3	3
126	и о	4	3
127	мы и	2	3
128	то это	10	3
129	конечно и	1	3
130	такого что	1	3
131	себе и	2	3
132	отличие от	3	3
133	в своем	8	3
134	более или	5	3
135	из этих	3	3
136	в этой	8	3
137	как он	1	3
138	на то	4	3
139	не к	2	3
140	их в	1	3
141	реакции на	1	3
142	в мире	2	3
143	было бы	4	3
144	далеко не	3	3
145	такой же	4	3
146	или менее	5	3
147	но если	5	3
148	и при	1	3
149	и их	1	3
150	в своей	9	3
151	в отличие	3	3
152	не как	2	3
153	мы сказали	1	3
154	образом и	1	3
155	но он	1	3
156	войти в	1	3
157	в отношении	5	3
158	она не	2	3
159	дело в	5	3
160	по своей	2	3
161	на него	2	3
162	не могут	2	3
163	с ее	1	3
164	здесь нет	2	3
165	даны в	1	3
166	если бы	3	3
167	никак не	4	3
168	и что	8	3
169	и во	1	3
170	и только	3	3
171	отличается от	3	3
172	словом и	1	3
173	только на	5	3
174	а то	2	3
175	в конце	12	3
176	что и	7	3
177	бытия и	2	3
178	тем что	5	3
179	этот второй	1	3
180	и даже	6	3
181	с другой	5	3
182	себя и	1	3
183	него в	4	3
184	так же	8	3
185	к своему	2	3
186	жизнь и	3	3
187	что же	9	3
188	по существу	4	3
189	но для	3	3
190	и для	3	3
191	его творчества	2	3
192	бы в	2	3
193	еще более	1	3
194	другой стороны	2	3
195	того же	2	3
196	но этот	1	3
197	и идеи	1	3
198	и другие	1	3
199	а между	1	2
200	смысле слова	6	2
201	отношения к	5	2
202	же как	3	2
203	и должны	1	2
204	вопрос о	4	2
205	он как	1	2
206	себе что	1	2
207	мы здесь	1	2
208	быть никаких	1	2
209	и говорить	1	2
210	не нужно	2	2
211	он сам	2	2
212	там и	1	2
213	а следовательно	1	2
214	мы будем	2	2
215	если в	1	2
216	в общем	1	2
217	оно является	1	2
218	нет и	1	2
219	сама по	1	2
220	с этим	2	2
221	стороны и	2	2
222	когда он	1	2
223	и как	7	2
224	не было	5	2
225	от этого	2	2
226	не хочет	2	2
227	бы и	4	2
228	бы не	1	2
229	так в	1	2
230	но на	2	2
231	в последний	1	2
232	должна быть	2	2
233	в корне	1	2
234	оно должно	4	2
235	и по	2	2
236	эпохи возрождения	1	2
237	но все	3	2
238	об этом	6	2
239	на все	1	2
240	лишь в	1	2
241	хотя бы	6	2
242	ко второму	2	2
243	на почве	2	2
244	этом смысле	3	2
245	и тем	3	2
246	все равно	1	2
247	и само	2	2
248	строгом смысле	1	2
249	себя внимание	2	2
250	и прямо	1	2
251	автора и	1	2
252	этих трех	3	2
253	которую он	1	2
254	себе а	1	2
255	в которых	1	2
256	могло бы	2	2
257	он тоже	1	2
258	не менее	9	2
259	которые в	1	2
260	в атмосфере	1	2
261	того как	1	2
262	одна из	1	2
263	но она	1	2
264	слово по	1	2
265	не могло	1	2
266	следовательно и	1	2
267	того и	1	2
268	ничего не	5	2
269	только и	5	2
