N	2gram	Vygotskiy__2	OGranits
1	и в	32	13
2	и его	7	12
3	прежде всего	1	9
4	может быть	18	8
5	не может	17	8
6	и не	10	8
7	в его	2	7
8	и их	3	7
9	точки зрения	17	7
10	только в	7	6
11	как бы	6	6
12	не только	12	6
13	то что	21	6
14	мы должны	3	6
15	таким образом	21	6
16	художественного произведения	5	5
17	и т.д	1	5
18	все же	4	5
19	и наконец	1	5
20	но ведь	1	5
21	в поэзии	3	5
22	с точки	10	5
23	в процессе	2	5
24	хотя бы	3	5
25	эстетического объекта	2	5
26	и эта	1	5
27	мы не	3	4
28	произведения как	2	4
29	но мы	1	4
30	тех пор	1	4
31	но в	3	4
32	до тех	1	4
33	вопроса о	1	4
34	мы можем	3	4
35	то же	13	4
36	в сознании	4	4
37	в своей	3	4
38	было бы	11	4
39	все это	5	4
40	в двух	1	4
41	материала в	1	4
42	в каждом	2	4
43	и то	3	3
44	поэтической речи	1	3
45	в ее	2	3
46	самом деле	16	3
47	так и	3	3
48	при анализе	2	3
49	понятно что	2	3
50	похожим на	1	3
51	в их	3	3
52	пор пока	1	3
53	за пределы	1	3
54	общего с	1	3
55	с этим	4	3
56	в которой	2	3
57	в себе	2	3
58	к одному	4	3
59	не как	3	3
60	в одном	2	3
61	так как	12	3
62	одно и	1	3
63	здесь мы	2	3
64	материала и	2	3
65	но и	10	3
66	слово в	1	3
67	как и	10	3
68	и уже	1	3
69	я хочу	1	3
70	что же	3	3
71	не в	8	3
72	поэтического произведения	3	3
73	и для	4	3
74	никогда не	9	3
75	и все	4	3
76	не столько	1	3
77	что в	20	3
78	в искусстве	21	3
79	ничего общего	1	3
80	смысле слова	1	2
81	для себя	1	2
82	данном случае	4	2
83	зависимости от	1	2
84	в произведении	4	2
85	и может	1	2
86	роль в	2	2
87	на две	1	2
88	и этот	2	2
89	те же	6	2
90	есть не	4	2
91	к анализу	1	2
92	если бы	6	2
93	что иное	1	2
94	иное как	1	2
95	не что	1	2
96	не сумеем	5	2
97	с самого	1	2
98	и должно	1	2
99	в ней	5	2
100	в чем	4	2
101	между тем	4	2
102	явлений и	2	2
103	в общем	3	2
104	в языке	4	2
105	что они	7	2
106	вслед за	5	2
107	к сожалению	1	2
108	чем же	1	2
109	и следовательно	2	2
110	его на	1	2
111	как в	9	2
112	только ее	3	2
113	в данном	4	2
114	в этом	13	2
115	но так	2	2
116	в полном	2	2
117	в том	37	2
118	мы видим	4	2
119	тот же	6	2
120	вся область	1	2
121	с ними	1	2
122	в действительности	4	2
123	или иного	2	2
124	которое мы	1	2
125	в целом	4	2
126	и тем	4	2
127	формальный метод	1	2
128	все эти	7	2
129	с одной	1	2
130	думать что	3	2
131	мы получим	2	2
132	в нем	4	2
133	при этом	13	2
134	для него	1	2
135	в другом	1	2
136	вовсе не	2	2
137	в зависимости	1	2
138	тем что	9	2
139	в них	2	2
140	этой проблемы	1	2
141	в области	1	2
142	с другой	3	2
143	а как	1	2
144	в самом	12	2
145	того или	3	2
146	она является	2	2
147	сумеем подойти	1	2
148	одной стороны	1	2
149	материал в	1	2
150	он только	1	2
151	не на	2	2
152	а не	7	2
153	другой стороны	2	2
154	в руках	2	2
155	там где	2	2
156	несмотря на	4	2
157	в связи	1	2
158	том что	21	2
159	с помощью	1	2
160	от своего	1	2
161	и при	2	2
162	и ее	3	2
163	так же	18	2
164	в отношении	3	2
165	который мы	1	2
166	против такого	1	2
167	в тех	1	2
168	литературного произведения	1	2
169	с этой	4	2
170	художественное произведение	6	2
171	не менее	8	2
172	что эта	1	2
173	самого начала	1	2
174	разумеется что	1	2
175	не имеет	4	2
176	форм и	2	2
177	на язык	1	2
178	при восприятии	1	2
179	бы в	1	2
180	и является	1	2
181	во всем	3	2
182	а в	4	2
183	еще в	1	2
184	нет ничего	1	2
185	и к	3	2
186	элемента в	1	2
187	могут быть	4	2
188	в своих	9	2
189	к тому	7	2
190	и это	4	1
191	одним из	1	1
192	также и	2	1
193	же как	4	1
194	совершенно справедливо	6	1
195	человека и	1	1
196	в виду	3	1
197	того же	2	1
198	на нем	1	1
199	и сами	1	1
200	в некоторых	1	1
201	в эстетике	1	1
202	как известно	1	1
203	что до	1	1
204	только потому	2	1
205	словами и	1	1
206	это и	1	1
207	в собственном	1	1
208	и сводится	1	1
209	проявляются в	1	1
210	в себя	1	1
211	ту же	4	1
212	и до	4	1
213	не имеют	2	1
214	на том	2	1
215	едва ли	4	1
216	мышления но	1	1
217	о влиянии	1	1
218	можно было	7	1
219	в несколько	1	1
220	в борьбе	1	1
221	мы имеем	4	1
222	нуждаются в	1	1
223	когда в	1	1
224	и о	1	1
225	мы в	3	1
226	ключ ко	1	1
227	на место	1	1
228	и всякого	1	1
229	быть может	1	1
230	для этого	3	1
231	по себе	12	1
232	исследования в	1	1
233	выходит за	1	1
234	же автора	1	1
235	с ее	3	1
236	сводится к	2	1
237	из того	2	1
238	но даже	2	1
239	то это	3	1
240	приближается к	1	1
241	ждет еще	1	1
242	в действительной	1	1
243	и он	3	1
244	в каждой	1	1
245	всем протяжении	1	1
246	и что	22	1
247	произведение и	2	1
248	еще не	2	1
249	поэтическое произведение	1	1
250	столь же	4	1
251	время в	1	1
252	форма как	1	1
253	звуков в	3	1
254	же самые	2	1
255	тем как	1	1
256	в эстетической	1	1
257	в конечном	3	1
258	и подобно	1	1
259	художественной формы	12	1
260	к нему	2	1
261	воздействия на	2	1
262	на самом	5	1
263	но не	2	1
264	или иные	1	1
265	а у	1	1
266	того общего	1	1
267	она осталась	1	1
268	переходит в	1	1
269	мысль что	2	1
270	применяется к	2	1
271	может и	1	1
272	отношение к	2	1
273	художественного впечатления	2	1
274	или иное	1	1
275	в другой	1	1
276	и достоевский	1	1
277	может доставить	1	1
278	на то	11	1
279	даже для	2	1
280	один и	1	1
281	которая и	1	1
282	объясняется только	1	1
283	в истории	1	1
284	одному к	1	1
285	то или	2	1
286	что касается	1	1
287	выразительное значение	1	1
288	один из	3	1
289	собой разумеется	1	1
290	и как	7	1
291	этого материала	2	1
292	его к	1	1
293	этот вопрос	3	1
294	если наконец	1	1
295	что он	13	1
296	не боясь	1	1
297	более или	1	1
298	прозаической речи	1	1
299	и вопроса	1	1
300	чем его	1	1
301	не приходится	1	1
302	или же	3	1
303	сам собой	2	1
304	он прекрасно	1	1
305	со всеми	1	1
306	так в	2	1
307	в этой	6	1
308	для всех	1	1
309	остановиться на	1	1
310	само собой	3	1
311	и тот	2	1
312	конечно не	1	1
313	на всем	1	1
314	можно установить	1	1
315	и у	2	1
316	к общей	1	1
317	только на	5	1
318	если он	1	1
319	себя и	1	1
320	вследствие этого	1	1
321	в нашей	3	1
322	как совершенно	2	1
323	и если	1	1
324	что она	16	1
325	и других	3	1
326	на эту	1	1
327	его и	1	1
328	конечном счете	3	1
329	равно и	1	1
330	стороны оно	1	1
331	в узком	2	1
332	не сумеет	1	1
333	состоит в	3	1
334	в виде	1	1
335	содержания и	2	1
336	сказал что	1	1
337	в конце	3	1
338	одном случае	1	1
339	что без	2	1
340	сильнее и	1	1
341	но что	2	1
342	только с	1	1
343	каждый из	2	1
344	подобно тому	2	1
345	и никогда	2	1
346	отличие от	2	1
347	на этом	3	1
348	людей и	1	1
349	образом не	1	1
350	входящих в	2	1
351	ее на	1	1
352	это конечно	1	1
353	должно служить	1	1
354	для того	13	1
355	же не	1	1
356	в особенности	2	1
357	и характер	1	1
358	в совершенно	1	1
359	к другому	1	1
360	на все	5	1
361	в формализме	1	1
362	и здесь	2	1
363	его в	1	1
364	как к	3	1
365	те или	1	1
366	искусства в	5	1
367	их воздействия	1	1
368	от одного	1	1
369	чтобы заметить	2	1
370	к которому	2	1
371	и дает	1	1
372	процессе творчества	1	1
373	заключается в	12	1
374	он все	3	1
375	между отдельными	1	1
376	лежит в	1	1
377	системы и	1	1
378	что мы	1	1
379	только к	1	1
380	только одно	1	1
381	обратиться к	1	1
382	больше и	1	1
383	к более	1	1
384	отнесена к	1	1
385	из нее	1	1
386	произведение как	2	1
387	нужно сказать	1	1
388	не было	2	1
