N	3gram	Bakhtin_sl_1	FransuaR
1	в то же	12	6
2	то же время	12	6
3	с точки зрения	8	5
4	на протяжении всего	1	5
5	не только в	2	5
6	но и в	1	4
7	до сих пор	2	4
8	не может быть	1	4
9	в этом отношении	1	3
10	и во всех	2	3
11	но в то	4	3
12	с одной стороны	4	3
13	в большей или	3	3
14	или меньшей степени	3	3
15	в свое время	1	3
16	о том что	1	3
17	большей или меньшей	4	3
18	с другой стороны	4	3
19	как мы уже	2	3
20	то есть для	2	2
21	зрения на мир	4	2
22	можно сказать что	1	2
23	имеем в виду	1	2
24	в своей книге	1	2
25	до наших дней	1	2
26	в значительной степени	1	2
27	и в то	5	2
28	так и на	1	2
29	во всяком случае	5	2
30	в пределах одной	2	2
31	включает в себя	1	2
32	как мы видели	1	2
33	нам важна здесь	1	1
34	и связанное с	1	1
35	точка зрения на	2	1
36	в свое произведение	2	1
37	еще далеко не	1	1
38	литературной пародии на	1	1
39	языка и стиля	1	1
40	выражение в ряде	1	1
41	там где нет	1	1
42	то есть не	1	1
43	и др все	1	1
44	прежде всего в	1	1
45	дело в том	1	1
46	а затем и	1	1
47	перед нами здесь	1	1
48	мы уже сказали	2	1
49	громадное значение в	1	1
50	в тесной связи	1	1
51	всех его моментах	4	1
52	свое выражение в	2	1
53	то есть к	1	1
54	и в более	1	1
55	и там где	2	1
56	и не может	2	1
57	до известной степени	2	1
58	же время в	1	1
59	большинстве случаев не	1	1
60	не входит в	1	1
61	одна из существеннейших	1	1
62	на самом же	1	1
63	таким образом в	3	1
64	к тому или	1	1
65	в произведение и	1	1
66	вводит в свое	1	1
67	в романе в	3	1
68	вовсе не были	1	1
69	и той же	1	1
70	все эти жанры	1	1
71	но и эти	1	1
72	как и у	1	1
73	в меру своей	1	1
74	связанных с ними	1	1
75	и др которые	1	1
76	прежде всего как	1	1
77	в первый раз	1	1
78	но и на	1	1
79	и в особенности	4	1
80	своей книге о	1	1
81	так и в	3	1
82	и в отношении	1	1
83	в какой степени	1	1
84	друг с другом	2	1
85	во всех сферах	3	1
86	не могут быть	2	1
87	тесной связи с	1	1
88	есть только в	1	1
89	всех своих моментах	1	1
90	и до наших	1	1
91	определяется прежде всего	2	1
92	того или иного	2	1
93	во всех своих	1	1
94	есть и во	1	1
95	почти исключительно на	1	1
96	в сущности и	1	1
97	в этом случае	2	1
98	и на определенных	1	1
99	не только не	1	1
100	не только на	2	1
101	с полной очевидностью	1	1
102	выходит за пределы	3	1
103	как мы сказали	4	1
104	и прежде всего	1	1
105	самом же деле	1	1
106	находит свое выражение	1	1
107	или во всяком	2	1
108	и вступает в	1	1
109	мы имеем в	1	1
110	как мы видим	1	1
111	существенную роль в	1	1
112	к действительности и	1	1
113	в большинстве случаев	6	1
114	то есть вовсе	1	1
115	его моментах как	1	1
116	они могут быть	6	1
117	одной и той	1	1
118	рядом друг с	1	1
119	для того чтобы	1	1
120	во всех его	7	1
121	в том что	1	1
122	и все это	1	1
123	как и в	1	1
124	в ряде особенностей	1	1
125	то есть в	1	1
126	было с точки	1	1
