N	3gram	Bakhtin_Pr_1	Literetu
1	то же время	7	9
2	в то же	7	9
3	не может быть	3	7
4	в том что	7	5
5	с другой стороны	2	4
6	с точки зрения	15	3
7	в этом отношении	5	3
8	в данном случае	2	3
9	в том чтобы	1	3
10	по отношению к	11	3
11	но с другой	1	3
12	о том что	2	2
13	в е годы	1	2
14	подобно тому как	3	2
15	по крайней мере	2	2
16	это прежде всего	1	2
17	и в сущности	1	1
18	первого лица в	1	1
19	но и не	2	1
20	то есть их	1	1
21	и наконец в	1	1
22	то же самое	1	1
23	он не может	1	1
24	и не может	2	1
25	там ни было	1	1
26	в отличие от	2	1
27	и к собственному	1	1
28	является одним из	1	1
29	бы то ни	3	1
30	же время не	2	1
31	только то что	2	1
32	в себе и	1	1
33	не могут быть	1	1
34	от первого лица	2	1
35	на себе и	1	1
36	можно было бы	3	1
37	то что было	3	1
38	вновь и вновь	1	1
39	с этой точки	1	1
40	своего и чужого	1	1
41	и то что	1	1
42	и в то	3	1
43	в конце концов	4	1
44	по нашему мнению	3	1
45	уже не раз	1	1
46	во всех этих	1	1
47	что ни есть	1	1
48	не в том	1	1
49	войти в его	1	1
50	бы там ни	1	1
51	не укоренен в	1	1
52	в мире а	1	1
53	все то что	3	1
54	этой точки зрения	1	1
55	а в том	1	1
56	и в новом	1	1
57	мы не можем	1	1
58	что может быть	2	1
59	может быть это	1	1
60	на самом деле	3	1
61	в одном из	2	1
62	то есть в	3	1
63	жизни а не	1	1
64	не только не	1	1
65	в пределах самого	1	1
66	но и он	1	1
67	то ни было	2	1
68	к тому что	1	1
69	и притом в	1	1
70	тех или иных	1	1
71	из тех кто	1	1
72	для того чтобы	2	1
73	для него в	1	1
