N	3gram	Medvedev_F_1	Vladivir
1	в том что	1	9
2	в связи с	2	8
3	во всяком случае	4	6
4	тем не менее	1	6
5	в это время	1	4
6	как мы знаем	1	4
7	более или менее	6	3
8	с точки зрения	13	3
9	в отличие от	1	3
10	в то же	8	3
11	так или иначе	1	3
12	то же время	8	3
13	между прочим и	1	2
14	не говоря уже	1	2
15	в настоящее время	10	2
16	и до конца	3	2
17	говоря уже о	1	2
18	только и может	2	2
19	в данном случае	1	2
20	в том чтобы	2	2
21	начала и до	2	2
22	в последнее время	1	2
23	так и не	1	2
24	в свою очередь	6	2
25	но из этого	1	2
26	заключается в том	1	2
27	с начала и	2	2
28	как мы видели	2	2
29	не может не	1	1
30	во что бы	2	1
31	то ни стало	2	1
32	и в частности	2	1
33	и в сознании	1	1
34	но даже и	1	1
35	в том числе	1	1
36	в своей работе	2	1
37	как раз и	1	1
38	мы не должны	1	1
39	до сих пор	6	1
40	к этой цели	1	1
41	и в то	1	1
42	на минуту не	1	1
43	бы то ни	3	1
44	в этом отношении	1	1
45	на первом плане	1	1
46	и не в	2	1
47	вместе с тем	1	1
48	а кроме того	1	1
49	может быть и	3	1
50	что бы то	2	1
51	в самом начале	1	1
52	по существу это	1	1
53	до конца и	1	1
54	но в то	2	1
55	он в своем	1	1
56	в высшей степени	1	1
57	а также и	1	1
58	ни на минуту	1	1
59	и как бы	1	1
60	время может быть	1	1
61	но вместе с	1	1
62	и наконец в	2	1
63	это конечно не	1	1
64	и в том	1	1
65	не может быть	5	1
66	по себе не	1	1
67	в той же	1	1
68	во всех своих	1	1
69	ничего общего с	1	1
70	и в свою	1	1
71	до тех пор	1	1
72	раз и навсегда	1	1
73	и в связи	1	1
74	и притом в	1	1
75	связи с этим	2	1
76	со всеми своими	1	1
77	с самого начала	1	1
78	это значит что	1	1
79	но все же	1	1
80	с этой стороны	1	1
81	нужно сказать что	1	1
82	в этом смысле	1	1
83	в отрыве от	1	1
84	и т д	8	1
