N	3gram	Berdyaev_M_2	Myshleni
1	с точки зрения	1	21
2	для того чтобы	4	18
3	в том что	2	13
4	по сравнению с	1	7
5	так же как	3	7
6	к тому что	3	6
7	по отношению к	2	5
8	не может быть	8	4
9	о том что	2	4
10	на то что	1	4
11	по своей природе	1	4
12	до сих пор	3	3
13	в этом отношении	1	3
14	смысле этого слова	1	3
15	во втором случае	1	3
16	как и в	2	3
17	том что в	1	2
18	потому что он	2	2
19	одной и той	2	2
20	и той же	2	2
21	на самом деле	1	2
22	том что он	1	2
23	по своему значению	1	2
24	в той мере	1	2
25	для себя и	1	2
26	же как и	3	2
27	мере в какой	1	2
28	не до конца	2	2
29	того чтобы сделать	1	2
30	у нее нет	1	2
31	той мере в	1	2
32	приводит нас к	1	2
33	что иное как	3	1
34	а следовательно и	1	1
35	мы видим в	1	1
36	что она не	2	1
37	своей природе она	1	1
38	подобно тому как	2	1
39	есть прежде всего	5	1
40	также и в	2	1
41	том что это	1	1
42	и там и	6	1
43	сам по себе	1	1
44	есть не что	3	1
45	что он не	1	1
46	друг на друга	1	1
47	не может жить	1	1
48	играет огромную роль	1	1
49	друг друга то	1	1
50	его отношения к	1	1
51	они были бы	1	1
52	в высшей степени	3	1
53	она не имеет	2	1
54	к обогащению и	1	1
55	сама по себе	1	1
56	и должно быть	1	1
57	и в этом	3	1
58	потому что в	1	1
59	для него и	2	1
60	говорят о том	1	1
61	в этом направлении	1	1
62	вопрос можно ли	1	1
63	к которой мы	1	1
64	что у него	1	1
65	один из моментов	1	1
66	на этом пути	2	1
67	по ту сторону	1	1
68	нельзя было бы	1	1
69	как бы не	1	1
70	которые в своем	1	1
71	к другу и	2	1
72	друг к другу	5	1
73	это и есть	3	1
74	вопроса принадлежит не	1	1
75	той или иной	1	1
76	он совсем не	1	1
77	она не может	1	1
78	после того как	2	1
79	не что иное	3	1
80	вопрос о природе	1	1
81	но также и	1	1
82	чем у нас	1	1
83	там и здесь	6	1
84	что и в	4	1
85	только тогда когда	1	1
86	должно привести к	2	1
87	в конце концов	1	1
88	в центре внимания	1	1
