N	2gram	Berdyaev_O_1	VelikijI
1	великого инквизитора	1	36
2	во имя	3	32
3	великий инквизитор	8	31
4	и не	13	20
5	и в	19	16
6	свободы и	2	12
7	так как	2	9
8	то что	5	9
9	еще не	3	8
10	к богу	1	8
11	в истории	2	8
12	от бога	1	8
13	в пустыне	1	8
14	что они	2	7
15	на земле	4	7
16	а не	11	7
17	и потому	2	7
18	человека и	10	6
19	свободной любви	3	6
20	не есть	2	6
21	великом инквизиторе	6	5
22	имя твое	1	5
23	но и	13	5
24	того что	3	5
25	хотя и	2	5
26	в мире	1	5
27	бога и	1	5
28	все это	6	5
29	что есть	2	5
30	как бы	3	5
31	ты не	1	5
32	и есть	3	4
33	в его	7	4
34	нет у	1	4
35	и я	1	4
36	в этом	12	4
37	что он	3	4
38	потому что	9	4
39	сделать людей	3	4
40	о великом	6	4
41	в нем	10	4
42	так и	2	4
43	что все	2	4
44	что не	4	4
45	с богом	2	4
46	как и	6	4
47	в котором	1	4
48	счастье людей	1	4
49	в ней	1	4
50	великих и	1	4
51	в силах	1	4
52	и все	10	4
53	все что	3	4
54	от этого	1	3
55	этого мира	2	3
56	и что	1	3
57	должна быть	1	3
58	инквизитор говорит	2	3
59	хотя бы	3	3
60	десятки тысяч	1	3
61	лишь в	7	3
62	с его	4	3
63	не захотел	1	3
64	христа в	1	3
65	что и	2	3
66	ты отверг	1	3
67	необычайного гадательного	1	3
68	в том	5	3
69	но в	2	3
70	бы и	1	3
71	все эти	4	3
72	и вечной	1	3
73	от которого	1	3
74	они в	1	3
75	в конце	1	3
76	тех которые	1	3
77	имя свободы	1	3
78	в своей	2	3
79	в жизни	1	3
80	не нужна	1	3
81	в них	1	3
82	не было	9	3
83	должно быть	2	3
84	в этих	3	3
85	нет ничего	7	3
86	что во	1	3
87	гадательного и	1	3
88	в первый	1	3
89	и против	2	3
90	не в	11	3
91	к чему	1	3
92	любовь к	2	3
93	но это	1	3
94	не имеет	2	3
95	есть необычайного	1	3
96	никогда не	9	3
97	к счастью	1	3
98	миллионов счастливых	1	3
99	личности и	2	3
100	хлеб земной	1	3
101	свободы от	1	3
102	и для	2	3
103	хлеб небесный	1	3
104	жизни и	1	3
105	что в	4	3
106	людей в	1	3
107	человеческого благополучия	2	3
108	и это	1	2
109	тебе дороги	1	2
110	нем нет	3	2
111	того чтобы	4	2
112	и то	2	2
113	божественной жизни	1	2
114	и сам	1	2
115	можно было	1	2
116	его не	2	2
117	и неопределенного	1	2
118	начала ведет	1	2
119	мы не	1	2
120	тысячи миллионов	1	2
121	нет нам	1	2
122	как песок	1	2
123	свободной и	1	2
124	с ним	3	2
125	вместо того	2	2
126	они испугались	2	2
127	аристократизме в	1	2
128	дороги и	1	2
129	ее и	1	2
130	так для	1	2
131	ивана карамазова	7	2
132	жизни все	3	2
133	более всех	1	2
134	с креста	1	2
135	не с	1	2
136	человека как	1	2
137	христос отверг	1	2
138	в аристократизме	1	2
139	духа и	1	2
140	те которые	2	2
141	имя счастья	1	2
142	нам дороги	1	2
143	путь которым	1	2
144	ничего и	2	2
145	уже не	1	2
146	не только	11	2
147	для счастья	1	2
148	чтобы овладеть	1	2
149	на этих	1	2
150	поступил как	2	2
151	сильных? нет	1	2
152	раз навсегда	1	2
153	его и	1	2
154	не так	1	2
155	для него	5	2
156	не могли	2	2
157	и никогда	2	2
158	и вечно	1	2
159	тем что	2	2
160	и сильных?	1	2
161	это не	3	2
162	дороги лишь	1	2
163	истории и	1	2
164	а с	1	2
165	прежде всего	9	2
166	с тем	2	2
167	один из	1	2
168	выше всякого	1	2
169	для человека	2	2
170	от свободы	1	2
171	не сошел	1	2
172	и тогда	1	2
173	мира в	1	2
174	и бунтовщики	1	2
175	лишь десятки	1	2
176	счастливых младенцев	1	2
177	не могут	3	2
178	не любя	1	2
179	мир и	1	2
180	выше всего	2	2
181	над ними	1	2
182	что было	1	2
183	да и	1	2
184	с тобой	1	2
185	чудом и	1	2
186	жаждал свободной	2	2
187	одна из	1	2
188	что их	1	2
189	людей счастливыми	2	2
190	том что	2	2
191	тогда уже	2	2
192	от него	7	2
193	и успокоения	1	2
194	в форме	1	2
195	песок морской	1	2
196	они и	1	2
197	ее в	2	2
198	которым можно	1	2
199	есть уже	1	2
200	людей и	1	2
201	это все	1	2
202	за тобою	1	2
203	а в	5	2
204	но не	1	2
205	легенда о	2	2
206	инквизитор хочет	1	2
207	могут быть	3	2
208	чтобы сделать	1	2
209	всего в	2	2
210	тысяч великих	1	2
211	во всяком	1	2
212	всегда в	1	1
213	кто бы	1	1
214	любви а	1	1
215	его ужаснувшим	1	1
216	богом о	1	1
217	быть может	3	1
218	в виду	1	1
219	взял все	2	1
220	своим что	1	1
221	в ее	2	1
222	неужто же	1	1
223	униженным и	1	1
224	и плененный	1	1
225	еще тогда	1	1
226	что опять-таки	1	1
227	что малосильны	1	1
228	я ушел	1	1
229	и осмыслить	1	1
230	и до	1	1
231	был устроен	1	1
232	он всегда	7	1
233	и самое	1	1
234	не имеют	1	1
235	и страшатся	1	1
236	увеличил им	1	1
237	да неужто	1	1
238	овладеть свободой	1	1
239	благополучия и	1	1
240	для человеческого	2	1
241	сделали так	1	1
242	лет назад	1	1
243	тысячи лет	1	1
244	обременил ее	1	1
245	из всего	2	1
246	бытие не	1	1
247	заслугу себе	1	1
248	людей ты	1	1
249	человеческой природы	20	1
250	о людях	1	1
251	и тут	1	1
252	земной вдоволь	1	1
253	по сравнению	1	1
254	которого они	1	1
255	всего только	1	1
256	вопрос о	10	1
257	идти в	1	1
258	тогда полторы	1	1
259	самой жизни	1	1
260	человека вовеки	1	1
261	ты поступил	1	1
262	судил о	1	1
263	для раскрытия	1	1
264	но может	1	1
265	душа что	1	1
266	находится в	1	1
267	детей свободы	1	1
268	никогда и	2	1
269	быть никогда	1	1
270	то богов	1	1
271	и ее	3	1
272	ты умножил	1	1
273	ли так	1	1
274	ты ли	1	1
275	о судьбе	1	1
276	бунтовщики могут	1	1
277	тысяч да	1	1
278	всякого вместе	1	1
279	вражда к	1	1
280	ты можешь	1	1
281	быть счастливыми?	1	1
282	и на	2	1
283	он был	8	1
284	после того	1	1
285	из образов	1	1
286	и хлеб	1	1
287	тобою прельщенный	1	1
288	любви к	1	1
289	вечной жизни	1	1
290	природы и	2	1
291	все в	4	1
292	слишком высоко	1	1
293	к нему	3	1
294	что люди	1	1
295	дороже всего	3	1
296	порочного и	1	1
297	страшных даров?	1	1
298	человек был	3	1
299	могут и	1	1
300	человеколюбия и	1	1
301	людях слишком	1	1
302	в новом	1	1
303	а потому	1	1
304	но нет	1	1
305	силах вместить	1	1
306	что человек	3	1
307	себе и	1	1
308	а остальные?	1	1
309	бы в	1	1
310	было всего	2	1
311	человеку дороже	1	1
312	простоте своей	1	1
313	любви свободной	1	1
314	это лишь	1	1
315	и можно	1	1
316	и чем	1	1
317	и свободное	1	1
